hito_id,clave_dedup,nombre,direccion,barrio,tipo,distincion,anio,posicion,fuente,fuente_url,confianza,licencia,nota
H069,la_perla,La Perla,Av. Don Pedro de Mendoza 1899,La Boca,bar_notable,"Cafe, Bar, Billar o Confiteria Notable (Ley 35 / Ley 2548)",,,Catalogo consolidado RES-MCGC-3758-24 (Boletin Oficial CABA),https://documentosboletinoficial.buenosaires.gob.ar/publico/PE-RES-MCGC-MCGC-3758-24-ANX.pdf,alta,"documento oficial GCBA, sin licencia abierta declarada",
H070,la_puerto_rico,La Puerto Rico,Alsina 420,Monserrat,bar_notable,"Cafe, Bar, Billar o Confiteria Notable (Ley 35 / Ley 2548)",,,Catalogo consolidado RES-MCGC-3758-24 (Boletin Oficial CABA),https://documentosboletinoficial.buenosaires.gob.ar/publico/PE-RES-MCGC-MCGC-3758-24-ANX.pdf,alta,"documento oficial GCBA, sin licencia abierta declarada",
H071,las_violetas,Las Violetas,Av. Rivadavia 3899,Almagro,bar_notable,"Cafe, Bar, Billar o Confiteria Notable (Ley 35 / Ley 2548)",,,Catalogo consolidado RES-MCGC-3758-24 (Boletin Oficial CABA),https://documentosboletinoficial.buenosaires.gob.ar/publico/PE-RES-MCGC-MCGC-3758-24-ANX.pdf,alta,"documento oficial GCBA, sin licencia abierta declarada",
H072,le_caravelle,Le Caravelle,Lavalle 726,San Nicolas,bar_notable,"Cafe, Bar, Billar o Confiteria Notable (Ley 35 / Ley 2548)",,,Catalogo consolidado RES-MCGC-3758-24 (Boletin Oficial CABA),https://documentosboletinoficial.buenosaires.gob.ar/publico/PE-RES-MCGC-MCGC-3758-24-ANX.pdf,alta,"documento oficial GCBA, sin licencia abierta declarada",
H073,london_city,London City,Av. de Mayo 599,Monserrat,bar_notable,"Cafe, Bar, Billar o Confiteria Notable (Ley 35 / Ley 2548)",,,Catalogo consolidado RES-MCGC-3758-24 (Boletin Oficial CABA),https://documentosboletinoficial.buenosaires.gob.ar/publico/PE-RES-MCGC-MCGC-3758-24-ANX.pdf,alta,"documento oficial GCBA, sin licencia abierta declarada",
H074,los_36_billares,Los 36 Billares,Av. de Mayo 1265,Monserrat,bar_notable,"Cafe, Bar, Billar o Confiteria Notable (Ley 35 / Ley 2548)",,,Catalogo consolidado RES-MCGC-3758-24 (Boletin Oficial CABA),https://documentosboletinoficial.buenosaires.gob.ar/publico/PE-RES-MCGC-MCGC-3758-24-ANX.pdf,alta,"documento oficial GCBA, sin licencia abierta declarada",catalogo: 1265/71
H075,los_galgos,Los Galgos,Av. Callao 501,San Nicolas,bar_notable,"Cafe, Bar, Billar o Confiteria Notable (Ley 35 / Ley 2548)",,,Catalogo consolidado RES-MCGC-3758-24 (Boletin Oficial CABA),https://documentosboletinoficial.buenosaires.gob.ar/publico/PE-RES-MCGC-MCGC-3758-24-ANX.pdf,alta,"documento oficial GCBA, sin licencia abierta declarada",
H076,los_laureles,Los Laureles,Av. Iriarte 2290,Barracas,bar_notable,"Cafe, Bar, Billar o Confiteria Notable (Ley 35 / Ley 2548)",,,Catalogo consolidado RES-MCGC-3758-24 (Boletin Oficial CABA),https://documentosboletinoficial.buenosaires.gob.ar/publico/PE-RES-MCGC-MCGC-3758-24-ANX.pdf,alta,"documento oficial GCBA, sin licencia abierta declarada",
H077,mar_azul,Mar Azul,Tucuman 1700,San Nicolas,bar_notable,"Cafe, Bar, Billar o Confiteria Notable (Ley 35 / Ley 2548)",,,Catalogo consolidado RES-MCGC-3758-24 (Boletin Oficial CABA),https://documentosboletinoficial.buenosaires.gob.ar/publico/PE-RES-MCGC-MCGC-3758-24-ANX.pdf,alta,"documento oficial GCBA, sin licencia abierta declarada",
H078,miramar,Miramar,Sarandi 1190,San Cristobal,bar_notable,"Cafe, Bar, Billar o Confiteria Notable (Ley 35 / Ley 2548)",,,Catalogo consolidado RES-MCGC-3758-24 (Boletin Oficial CABA),https://documentosboletinoficial.buenosaires.gob.ar/publico/PE-RES-MCGC-MCGC-3758-24-ANX.pdf,alta,"documento oficial GCBA, sin licencia abierta declarada",catalogo dice Comuna 1; San Cristobal es Comuna 3
H079,ocho_esquinas,Ocho Esquinas,Av. Forest 1186,Chacarita,bar_notable,"Cafe, Bar, Billar o Confiteria Notable (Ley 35 / Ley 2548)",,,Catalogo consolidado RES-MCGC-3758-24 (Boletin Oficial CABA),https://documentosboletinoficial.buenosaires.gob.ar/publico/PE-RES-MCGC-MCGC-3758-24-ANX.pdf,alta,"documento oficial GCBA, sin licencia abierta declarada",
H080,paulin,Paulin,Sarmiento 635,San Nicolas,bar_notable,"Cafe, Bar, Billar o Confiteria Notable (Ley 35 / Ley 2548)",,,Catalogo consolidado RES-MCGC-3758-24 (Boletin Oficial CABA),https://documentosboletinoficial.buenosaires.gob.ar/publico/PE-RES-MCGC-MCGC-3758-24-ANX.pdf,alta,"documento oficial GCBA, sin licencia abierta declarada",listado 2015 consigna Sarmiento 631
H081,petit_colon,Petit Colon,Libertad 505,San Nicolas,bar_notable,"Cafe, Bar, Billar o Confiteria Notable (Ley 35 / Ley 2548)",,,Catalogo consolidado RES-MCGC-3758-24 (Boletin Oficial CABA),https://documentosboletinoficial.buenosaires.gob.ar/publico/PE-RES-MCGC-MCGC-3758-24-ANX.pdf,alta,"documento oficial GCBA, sin licencia abierta declarada",
H082,plaza_bar,Plaza Bar,Florida 1005,Retiro,bar_notable,"Cafe, Bar, Billar o Confiteria Notable (Ley 35 / Ley 2548)",,,Catalogo consolidado RES-MCGC-3758-24 (Boletin Oficial CABA),https://documentosboletinoficial.buenosaires.gob.ar/publico/PE-RES-MCGC-MCGC-3758-24-ANX.pdf,alta,"documento oficial GCBA, sin licencia abierta declarada",
H083,stylo_cafe,Stylo Cafe,Fernandez de Enciso 3934,Villa Devoto,bar_notable,"Cafe, Bar, Billar o Confiteria Notable (Ley 35 / Ley 2548)",,,Catalogo consolidado RES-MCGC-3758-24 (Boletin Oficial CABA),https://documentosboletinoficial.buenosaires.gob.ar/publico/PE-RES-MCGC-MCGC-3758-24-ANX.pdf,alta,"documento oficial GCBA, sin licencia abierta declarada",
H084,the_new_brighton,The New Brighton,Sarmiento 645,San Nicolas,bar_notable,"Cafe, Bar, Billar o Confiteria Notable (Ley 35 / Ley 2548)",,,Catalogo consolidado RES-MCGC-3758-24 (Boletin Oficial CABA),https://documentosboletinoficial.buenosaires.gob.ar/publico/PE-RES-MCGC-MCGC-3758-24-ANX.pdf,alta,"documento oficial GCBA, sin licencia abierta declarada",
H085,varela_varelita,Varela Varelita,Av. Scalabrini Ortiz 2102,Palermo,bar_notable,"Cafe, Bar, Billar o Confiteria Notable (Ley 35 / Ley 2548)",,,Catalogo consolidado RES-MCGC-3758-24 (Boletin Oficial CABA),https://documentosboletinoficial.buenosaires.gob.ar/publico/PE-RES-MCGC-MCGC-3758-24-ANX.pdf,alta,"documento oficial GCBA, sin licencia abierta declarada",
H086,margot,Cafe Margot,Av. Boedo 857,Boedo,bar_notable,"Cafe, Bar, Billar o Confiteria Notable (Ley 35 / Ley 2548)",,,Catalogo consolidado RES-MCGC-3758-24 (Boletin Oficial CABA),https://documentosboletinoficial.buenosaires.gob.ar/publico/PE-RES-MCGC-MCGC-3758-24-ANX.pdf,alta,"documento oficial GCBA, sin licencia abierta declarada",
H087,rivas,Cafe Rivas,Estados Unidos 302,San Telmo,bar_notable,"Cafe, Bar, Billar o Confiteria Notable (Ley 35 / Ley 2548)",2026,,Catalogo consolidado RES-MCGC-3758-24 (Boletin Oficial CABA),https://documentosboletinoficial.buenosaires.gob.ar/publico/PE-RES-MCGC-MCGC-3758-24-ANX.pdf,alta,"documento oficial GCBA, sin licencia abierta declarada",
H088,el_portuario,El Portuario,Pinzon 102,La Boca,bar_notable,"Cafe, Bar, Billar o Confiteria Notable (Ley 35 / Ley 2548)",2026,,Catalogo consolidado RES-MCGC-3758-24 (Boletin Oficial CABA),https://documentosboletinoficial.buenosaires.gob.ar/publico/PE-RES-MCGC-MCGC-3758-24-ANX.pdf,alta,"documento oficial GCBA, sin licencia abierta declarada",
H089,josephina_s_cafe,Josephina's Cafe,Guido 1532,Recoleta,bar_notable,"Cafe, Bar, Billar o Confiteria Notable (Ley 35 / Ley 2548)",2026,,"prensa (Infobae / La Nacion / Canal 26), 3 fuentes coincidentes",https://www.infobae.com/cultura/2026/08/05/buenos-aires-tiene-doce-nuevos-bares-notables-donde-estan/,media,no redistribuible,alta agosto 2026; NO figura en el catalogo oficial 2024
H090,el_greco,Confiteria El Greco,Av. Rivadavia 5353,Caballito,bar_notable,"Cafe, Bar, Billar o Confiteria Notable (Ley 35 / Ley 2548)",2026,,"prensa (Infobae / La Nacion / Canal 26), 3 fuentes coincidentes",https://www.infobae.com/cultura/2026/08/05/buenos-aires-tiene-doce-nuevos-bares-notables-donde-estan/,media,no redistribuible,alta agosto 2026; NO figura en el catalogo oficial 2024
H091,aramburu,Aramburu,Vicente Lopez 1661,Recoleta,michelin,2 Estrellas,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H092,don_julio,Don Julio,Guatemala 4699,Palermo,michelin,1 Estrella,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H093,trescha,Trescha,Murillo 725,Villa Crespo,michelin,1 Estrella,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H094,crizia,Crizia,Fitz Roy 1819,Palermo,michelin,1 Estrella,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H095,han,Han,Vera 966,Villa Crespo,michelin,1 Estrella,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",nueva distincion 2026
H096,acido,Acido,Charlone 999,Chacarita,michelin,Bib Gourmand,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H097,ajo_negro_mar_de_tapas,Ajo Negro - Mar de Tapas,Av. Cordoba 6237,Colegiales,michelin,Bib Gourmand,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H098,anafe,Anafe,Virrey Aviles 3216,Colegiales,michelin,Bib Gourmand,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H099,bis_bistro,Bis Bistro,Vicente Lopez 1661 local 12,Recoleta,michelin,Bib Gourmand,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H100,caseros,Caseros,Av. Caseros 486,San Telmo,michelin,Bib Gourmand,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H101,chuchu,Chuchu,Av. del Libertador 405,Retiro,michelin,Bib Gourmand,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",nueva distincion 2026
H102,garabato_bistro,Garabato Bistro,O'Higgins 3424,Nunez,michelin,Bib Gourmand,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",nueva distincion 2026
H103,la_alacena_trattoria,La Alacena Trattoria,Gascon 1401,,michelin,Bib Gourmand,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H104,mengano,Mengano,Jose Antonio Cabrera 5172,Palermo,michelin,Bib Gourmand,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H105,mn_santa_ines,MN Santa Ines,Avalos 360,La Paternal,michelin,Bib Gourmand,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H106,reliquia,Reliquia,Angel Justiniano Carranza 1601,Colegiales,michelin,Bib Gourmand,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H107,4ta_pared,4ta Pared,Habana 3499,Villa Devoto,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H108,a_fuego_fuerte,A Fuego Fuerte,Bonpland 1670,Palermo,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H109,alcanfor,Alcanfor,Aguirre 949,Villa Crespo,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H110,anchoita,Anchoita,Juan Ramirez de Velasco 1520,Chacarita,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H111,buri_omakase,Buri Omakase,Guatemala 5781,Palermo,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H112,cabana_las_lilas,Cabana Las Lilas,Av. Alicia Moreau de Justo 516,Puerto Madero,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H113,casa_cavia,Casa Cavia,Cavia 2985,Palermo,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H114,casa_palanti,Casa Palanti,Ortiz de Ocampo 2901,Palermo,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",nueva distincion 2026
H115,casa_veltri,Casa Veltri,Juncal 1642,Recoleta,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",nueva distincion 2026
H116,chui,Chui,Loyola 1250,Villa Crespo,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H117,corte_comedor,Corte Comedor,Av. Olazabal 1391,Belgrano,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H118,duhau_restaurante_vinoteca,Duhau Restaurante & Vinoteca,Av. Alvear 1661,Retiro,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H119,el_preferido_de_palermo,El Preferido de Palermo,Jorge Luis Borges 2108,Palermo,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H120,elena,Elena,Posadas 1086,Retiro,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H121,evelia,Evelia,Campos Salles 1712,Nunez,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H122,fervor,Fervor,Posadas 1519,Retiro,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H123,fico,Fico,Munecas 775,Villa Crespo,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H124,fogon_asado,Fogon Asado,Uriarte 1423,Palermo,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H125,gioia_cocina_botanica,Gioia Cocina Botanica,Posadas 1350,Recoleta,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H126,horta,Horta,Aguirre 1080,Villa Crespo,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H127,jose_el_carnicero,Jose El Carnicero,Thames 2316,Palermo,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",nueva distincion 2026
H128,julia,Julia,Loyola 807,Villa Crespo,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H129,kona,Kona,Mariscal Antonio Jose de Sucre 696,Belgrano,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H130,la_cabana,La Cabana,Av. Alicia Moreau de Justo 580,Puerto Madero,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H131,mercado_de_liniers,Mercado de Liniers,Gorriti 6012,Palermo,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H132,michel_rolland_grill_wine,Michel Rolland Grill & Wine,Juana Manso 1760,Puerto Madero,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H133,mishiguene,Mishiguene,Lafinur 3368,Palermo,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H134,narda_comedor,Narda Comedor,Mariscal Antonio Jose de Sucre 664,Belgrano,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H135,ness,Ness,Grecia 3691,Nunez,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",nueva distincion 2026
H136,nika_club_omakase,Nika Club Omakase,Nicaragua 5952,Palermo,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",nueva distincion 2026
H137,nino_gordo,Nino Gordo,Thames 1810,Palermo,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H138,osaka_concepcion,Osaka Concepcion,Concepcion Arenal 2913,Colegiales,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H139,picaron,Picaron,Av. Dorrego 866,Chacarita,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H140,piedra_pasillo_al_fondo,Piedra Pasillo Al Fondo,Campos Salles 2145,Nunez,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H141,presencia,Presencia,Montevideo 1789,Recoleta,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",nueva distincion 2026
H142,raggio_osteria,Raggio Osteria,Gurruchaga 2121,Palermo,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H143,republica_del_fuego,Republica del Fuego,Juncal 2682,Recoleta,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H144,resto_sca,Resto SCA,Montevideo 938,Recoleta,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H145,roux,Roux,Pena 2300,Recoleta,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H146,sottovoce,Sottovoce,Av. del Libertador 1098,Retiro,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H147,ultramarinos,Ultramarinos,Pasaje Arribenos 1980,Belgrano,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H148,uni_omakase,Uni Omakase,Guatemala 5820,Palermo,michelin,Recomendado,2026,,Guia MICHELIN Buenos Aires & Mendoza 2026 (fichas ViaMichelin),https://www.viamichelin.es/mapas-planos/restaurantes/,alta,"Michelin, propietaria; solo datos facticos",
H149,don_julio,Don Julio,Guatemala 4699,Palermo,ranking_internacional,Latin America's 50 Best Restaurants 2025,2025,3,The World's 50 Best (sitio oficial),https://www.theworlds50best.com/,alta,no redistribuible; solo datos facticos,
H150,nino_gordo,Nino Gordo,Thames 1810,Palermo,ranking_internacional,Latin America's 50 Best Restaurants 2025,2025,21,The World's 50 Best (sitio oficial),https://www.theworlds50best.com/,alta,no redistribuible; solo datos facticos,
H151,el_preferido_de_palermo,El Preferido de Palermo,Jorge Luis Borges 2108,Palermo,ranking_internacional,Latin America's 50 Best Restaurants 2025,2025,24,The World's 50 Best (sitio oficial),https://www.theworlds50best.com/,alta,no redistribuible; solo datos facticos,
H152,el_mercado_faena,El Mercado (Faena),Martha Salotti 445,Puerto Madero,ranking_internacional,Latin America's 50 Best Restaurants 2025,2025,27,The World's 50 Best (sitio oficial),https://www.theworlds50best.com/,alta,no redistribuible; solo datos facticos,
H153,aramburu,Aramburu,Vicente Lopez 1661,Recoleta,ranking_internacional,Latin America's 50 Best Restaurants 2025,2025,35,The World's 50 Best (sitio oficial),https://www.theworlds50best.com/,alta,no redistribuible; solo datos facticos,
H154,trescha,Trescha,Murillo 725,Villa Crespo,ranking_internacional,Latin America's 50 Best Restaurants 2025,2025,36,The World's 50 Best (sitio oficial),https://www.theworlds50best.com/,alta,no redistribuible; solo datos facticos,
H155,crizia,Crizia,Gorriti 5143,Palermo,ranking_internacional,Latin America's 50 Best Restaurants 2025,2025,40,The World's 50 Best (sitio oficial),https://www.theworlds50best.com/,alta,no redistribuible; solo datos facticos,
H156,julia,Julia,Loyola 807,Villa Crespo,ranking_internacional,Latin America's 50 Best Restaurants 2025,2025,50,The World's 50 Best (sitio oficial),https://www.theworlds50best.com/,alta,no redistribuible; solo datos facticos,
H157,ness,Ness,Grecia 3691,Nunez,ranking_internacional,Latin America's 50 Best 2025 (51-100),2025,64,The World's 50 Best (sitio oficial),https://www.theworlds50best.com/,alta,no redistribuible; solo datos facticos,
H158,mishiguene,Mishiguene,Lafinur 3368,Palermo,ranking_internacional,Latin America's 50 Best 2025 (51-100),2025,69,The World's 50 Best (sitio oficial),https://www.theworlds50best.com/,alta,no redistribuible; solo datos facticos,
H159,gran_dabbang,Gran Dabbang,Av. Raul Scalabrini Ortiz 1543,Palermo,ranking_internacional,Latin America's 50 Best 2025 (51-100),2025,70,The World's 50 Best (sitio oficial),https://www.theworlds50best.com/,alta,no redistribuible; solo datos facticos,
H160,don_julio,Don Julio,Guatemala 4699,Palermo,ranking_internacional,The World's 50 Best Restaurants 2025,2025,10,The World's 50 Best (sitio oficial),https://www.theworlds50best.com/,alta,no redistribuible; solo datos facticos,
H161,tres_monos,Tres Monos,Guatemala 4899,Palermo,ranking_internacional,The World's 50 Best Bars 2025,2025,10,The World's 50 Best (sitio oficial),https://www.theworlds50best.com/,alta,no redistribuible; solo datos facticos,
H162,cochinchina,CoChinChina,Armenia 1540,Palermo,ranking_internacional,The World's 50 Best Bars 2025,2025,26,The World's 50 Best (sitio oficial),https://www.theworlds50best.com/,alta,no redistribuible; solo datos facticos,
