reparto,local_id,nombre,direccion,barrio,comuna,deja_de_contarlo,lo_sigue_contando,lado
A1,LOC016297,Marriott Plaza Bar,Florida 1005,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC016298,Cora,Florida 1045,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC016312,Rotiseria El Mendo,San Martín 1083,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC009527,Travel Studio,nan,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC024849,nan,nan,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC000280,DRUID IN,RECONQUISTA 1028,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC024848,nan,nan,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC003868,El Cantinazo,RECONQUISTA 1056,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC005906,BIG MAMMA,RECONQUISTA 1080,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC016310,Pizza Nika,Ricardo Rojas 451,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC024847,nan,nan,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC006594,LAS NAZARENAS,RECONQUISTA 1132,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC016347,Doble Q,Marcelo T. de Alvear 446,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC024724,nan,nan,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC008069,Fenicia,Suipacha 1183,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC024725,nan,nan,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC024726,nan,nan,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC024884,nan,nan,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC006531,LA MONTANA,ARENALES 820,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC005746,ABRIL,ARENALES 900,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC002344,Maria de Bambi,ARENALES 916,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC002099,BENGAL,ARENALES 837,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC009036,Divine Budin,nan,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC024781,nan,nan,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC024778,nan,nan,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC024779,nan,nan,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC016311,Rapa Nui,Av. Santa Fe 760,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC001135,Torcuato & Regina,SANTA FE AV. 772,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC016350,Catedral Buenos Aires,Calle Arenales,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC009113,Torcuato & Regina,nan,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC024715,nan,nan,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC016373,Calabaza Express,Esmeralda 1281,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC016372,Big Apple,Juncal 615,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC024854,nan,nan,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC024911,nan,nan,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC009022,Havanna,nan,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC016349,Las Medialunas del Abuelo,San Martín 1141,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC024846,nan,nan,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC008960,Starbucks,Avenida Maipú 1270,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC024907,nan,nan,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC002719,La Torre de Retiro,DEL LIBERTADOR AV. 118,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC016368,Suipacha Restaurant,Suipacha 1235,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC003510,nan,ESMERALDA 1249,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC024721,nan,nan,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC024722,nan,nan,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC003368,Deli Wok,ESMERALDA 1290,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC004835,LIGURE,JUNCAL 846,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC008941,El Socorro,Juncal 895,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC007767,Da Mingo,Juncal,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC024898,nan,nan,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC024897,nan,nan,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC024906,nan,nan,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC008646,BASA,Basavilbaso 1328,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC009091,Grand Café,Basavilbaso 1340,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC010080,Subway,nan,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC024905,nan,nan,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC009096,nan,nan,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC002201,PLAZA ITALIA,DEL LIBERTADOR AV. 186,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC024902,nan,nan,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A1,LOC016398,kissaten.tostador,Arroyo 826,Retiro,1.0,Z46 · Retiro,R12 · Centro y Microcentro,
A2,LOC015919,Bar los Amigos,Libertad 282,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024551,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024401,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC004796,CHAVAL,URUGUAY 286,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC008012,Club del Progreso,Sarmiento 1334,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC001114,Café Martínez,SARMIENTO 1406,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC005853,BAR GUANABARA,SARMIENTO 1232,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC002797,TIEMPO LIBRE,SARMIENTO 1301;SARMIENTO 1305,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC015927,Sarmiento Resto Bar,Sarmiento 1038,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC006337,GARIK,SARMIENTO 1249,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC010691,Cheap and good Empanadas!,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024350,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024323,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC015947,Caesar park,Cerrito 336,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC015957,Por amor al café,Uruguay 363,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024512,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC015961,Restaurante ZT,Montevideo 500,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC003548,PIPPO 3,PARANA 356,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024532,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024380,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC015955,Cafe Bar 360,Libertad 360,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024362,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC007484,Cafetería & Resto Bar,Cerrito 382,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC001094,Revire,CORRIENTES AV. 1124,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC008968,Bonafide,Avenida Corrientes,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC009543,Freddo,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC004503,Caro Nipote,CORRIENTES AV. 1522,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC009196,Havanna,Avenida Corrientes,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC015939,Petit Sarmiento,Sarmiento 1175,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024211,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC008060,nan,Avenida Corrientes,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC000664,HAVANNA,CORRIENTES AV. 902,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024379,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024419,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024352,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024414,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024398,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024336,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC007825,Edelwisse,Libertad,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC001631,ArcorCenter,CORRIENTES AV. 1318,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC004615,IL GATO TRATTORIAS,CORRIENTES AV. 1265,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC007888,Catedral de pisco,Avenida Corrientes 3126,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC011057,Persicco,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024412,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024319,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024428,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC015990,Jorge´s Pizza,"Av Corrientes 4214, Piso 2, Dpto 9",San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC010879,brodway teatre,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC015993,Subte Pellegrini,"Estación Subte Pellegrini, línea B local 2. Av Corrientes Y Carlos Pellegrini",San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC001642,LA CHURRASQUITA,CORRIENTES AV. 1221,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC009949,McDonald's,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC008123,Puny,1269,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024307,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC008923,La Molienda,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024356,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC004767,La Parrillita de Talcahuano 414,TALCAHUANO 419,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024378,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024314,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024312,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC010237,Subway,Avenida Presidente Roque Sáenz Peña 1118,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024366,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024420,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024424,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024367,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC016009,pool broadway,Maipú 492,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC016010,Zum Edelweiss,Libertad 431,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024364,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024359,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024333,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024357,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024384,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024360,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC016004,Suo Cafe,Uruguay 449,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024328,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC008952,Café Martínez,Uruguay 463,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC005279,rawa Buenos Aires,TALCAHUANO 447,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024329,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024432,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC011152,Paradis,Paraná 441 Piso PB,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC002262,nan,PARANA 471,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024425,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024363,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC016019,Cumbres Andinas Espumantes,Esmeralda 155,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC016017,Bar el Obelisco,Carlos Pellegrini 465,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC016032,Bar Plaza Centro,Paseo De La Galería,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024355,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC016021,Parrilla San Remo Restaurante,Uruguay 380,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024402,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC001859,Cucina de Santo,TALCAHUANO 462,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024324,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024327,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC004858,nan,URUGUAY AV. 485,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC008951,Starbucks,Lavalle 1394,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024369,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC016040,Bonafide,Lavalle 1300,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024188,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024322,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC008756,El Bar de Julio,Avenida Presidente Roque Sáenz Peña 1129,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC016031,Puerto Madero Este,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC008967,Café Martínez,Avenida Presidente Roque Sáenz Peña 1141,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024321,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC006676,MADRID CAFE,CERRITO 470,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC016033,Costa Club Café,Avenida Presidente Roque Sáenz Peña 1181,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024409,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC016039,Nakanori,Cerrito 488,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024418,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024399,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC008292,Obelisco City,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC000152,ALIMENTARI,LAVALLE 1134,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024342,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC009978,Subway,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC006541,LA NUEVA REAL,LAVALLE 1530,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC016030,Teabet,Paraná 451 (oficina solo para retiro),San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC003742,BAY BEN BAR NUEVO CAFE,LAVALLE 1561;LAVALLE 1565,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC016036,Tribunales,Lavalle N°1394 esq. Uruguay,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC003412,Mainisel Catering,LAVALLE 1465,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024338,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024308,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC016047,Coquito's,Paraná 537,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024417,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024340,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024377,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC009021,Petit Colón,Libertad 505,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024392,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC016045,Frankfurt El Pancho,Cerrito 506,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC009107,Café Metro Bar,Cerrito 528,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024304,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC004293,ULPIANO,LAVALLE 1284;LAVALLE 1284,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC000682,BACARO,LAVALLE 1368,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC000832,nan,LAVALLE 1326,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC007102,TRIBUNALES,LAVALLE 1202,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC005118,nan,URUGUAY AV. 524,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A2,LOC024400,nan,nan,San Nicolas,1.0,R12 · Centro y Microcentro,R02 · Avenida Corrientes,
A3,LOC015733,Previous BA,Hipólito Yrigoyen 851,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC022195,nan,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC022198,nan,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC022194,nan,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC022197,nan,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC022201,nan,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC001281,Antonio’s,TACUARI 84,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC022057,nan,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC006206,EL GLOBO,"YRIGOYEN, HIPOLITO 1199",Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC022156,nan,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC007410,Bernardo,Bernardo de Irigoyen,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC022159,nan,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC022160,nan,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC007115,VALENTINO,"IRIGOYEN, BERNARDO de 82",Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC008715,La Embajada,Hipólito Yrigoyen 01299,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC015736,Happy Hour,2025 Av. de Mayo,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC022157,nan,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC022161,nan,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC022158,nan,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC008051,Teatro Tercer Acto,Avenida de Mayo 1158,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC008224,Campaso,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC015742,Beer House 82,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC011098,Via Giovanni,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC002235,Deli Wok Express,DE MAYO AV. 1124,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC010444,Mostaza,Av. de Mayo 998,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC005763,ALAMEDA,DE MAYO AV. 1203,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC007592,"El Cortijo, Parrilla, Comida española",nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC007283,Los 36 Billares,Avenida de Mayo 1265,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC022062,nan,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC022060,nan,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC007927,Plaza Asturias,Avenida de Mayo 1185,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC022167,nan,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC022059,nan,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC015758,Resto tango,Bernardo de Irigoyen 24,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC007291,La Gayola,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
A3,LOC022162,nan,nan,Monserrat,1.0,R12 · Centro y Microcentro,Z47 · Monserrat y Congreso,
