establecimiento_uid,legacy_id,nombre,alias_nombre,nombre_normalizado,direccion,latitud,longitud,barrio_declarado,barrio,comuna,categoria,subcategoria,fuentes,familias_fuente,fuente_principal,fecha_frescura_evidencia,nivel_publicacion,existe_en_fuente,estado_vigencia,estado_operativo,fecha_verificacion_vigencia,fuente_verificacion,tipo_verificacion,referente,tipo_referente,reconocimiento,reconocimiento_normativo,orden_normativo,punto_instrumental,polo_ficha_sistema_asociado,nivel_confianza,metodo_geocodificacion,observaciones_qa
HITO-H008,H008,EL COLONIAL,,EL COLONIAL,Av. Belgrano 599,-34.612552,-58.374516,,Monserrat,Comuna 1,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-08-08,candidato_interno,SI,OPERATIVO,OPERATIVO,2026-08-08,"Verificacion humana directa (verificación humana DGDGAS, DGDGAS): redes sociales y Google Maps",HUMANA,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,8.0,SI,POLO-Z47,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-H049,H049,EL FARO,,EL FARO,Av. de los Constituyentes 4099,-34.584925,-58.488592,,Parque Chas,Comuna 15,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2011-05-01,completo,SI,OPERATIVO,OPERATIVO,2011-05-01,la única fuente que lo describe en operación es de mayo de 2011: quince años. Figura en el catálogo vigente. Perfil idéntico a Los Laureles y Bar Oviedo.,DOCUMENTAL,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,46.0,SI,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-H054,H054,EL SIMBOLO,,EL SIMBOLO,Av. Corrientes 3787,-34.603404,-58.417844,,Almagro,Comuna 5,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-08-07,completo,SI,OPERATIVO,OPERATIVO,2026-08-07,"verificación humana · verificación humana DGDGAS, 07/08/2026",HUMANA,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,52.0,SI,POLO-R13;POLO-Z37,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-H044,H044,El Banderin,,EL BANDERIN,Guardia Vieja 3601,-34.601649,-58.415489,,Almagro,Comuna 5,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-06-16,completo,SI,OPERATIVO,OPERATIVO,2026-06-16,"Tripadvisor, reseña del 16/06/2026 (Claudio S., visitante de Madrid), verificada por doble vía en las fichas .com y .com.ar con la misma fecha y el mismo usuario",DOCUMENTAL,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,41.0,SI,POLO-R13;POLO-Z37,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-H046,H046,El Buzón,,EL BUZON,Esquiu 1393,-34.65116,-58.423403,,Nueva Pompeya,Comuna 4,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2025-08-10,completo,SI,OPERATIVO,OPERATIVO,2025-08-10,Infobae 10/08/2025.,DOCUMENTAL,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,43.0,SI,POLO-Z40,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-H048,H048,El Estano 1880,,EL ESTANO 1880,Aristobulo del Valle 1100,-34.635408,-58.36821,,Boca,Comuna 4,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-08-08,candidato_interno,SI,OPERATIVO,OPERATIVO,2026-08-08,"Verificacion humana directa (verificación humana DGDGAS, DGDGAS): redes sociales y Google Maps",HUMANA,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,45.0,SI,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-H050,H050,El Gato Negro,,EL GATO NEGRO,Av. Corrientes 1669,-34.604209,-58.390307,,San Nicolas,Comuna 1,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-08-08,candidato_interno,SI,OPERATIVO,OPERATIVO,2026-08-08,"Verificacion humana directa (verificación humana DGDGAS, DGDGAS): redes sociales y Google Maps",HUMANA,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,48.0,SI,POLO-R02,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-H088,H088,El Portuario,,EL PORTUARIO,Pinzon 102,-34.632174,-58.356024,,Boca,Comuna 4,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-08-08,candidato_interno,SI,OPERATIVO,OPERATIVO,2026-08-08,"Verificacion humana directa (verificación humana DGDGAS, DGDGAS): redes sociales y Google Maps",HUMANA,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,14.0,SI,,alta,USIG sobre la dirección del Boletín,
HITO-H052,H052,El Progreso,,EL PROGRESO,Av. Montes de Oca 1700,-34.646536,-58.372916,,Barracas,Comuna 4,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-08-08,candidato_interno,SI,OPERATIVO,OPERATIVO,2026-08-08,"Verificacion humana directa (verificación humana DGDGAS, DGDGAS): redes sociales y Google Maps",HUMANA,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,50.0,SI,POLO-Z50,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-H053,H053,El Querandi,,EL QUERANDI,Peru 302,-34.611647,-58.374749,,Monserrat,Comuna 1,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-08-08,candidato_interno,SI,OPERATIVO,OPERATIVO,2026-08-08,"Verificacion humana directa (verificación humana DGDGAS, DGDGAS): redes sociales y Google Maps",HUMANA,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,51.0,SI,POLO-R12;POLO-Z47,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-H055,H055,El Tokio,,EL TOKIO,Alvarez Jonte 3550,-34.612407,-58.491572,,Villa Santa Rita,Comuna 11,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-08-05,completo,SI,OPERATIVO,OPERATIVO,2026-08-05,Canal 26 05/08/2026. Abierto el 23/04/1930.,AUTOMATICA_PLATAFORMA_OFFLINE,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,53.0,SI,POLO-Z27,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-H056,H056,El Viejo Buzon,,EL VIEJO BUZON,Neuquen 1100,-34.615898,-58.448852,,Caballito,Comuna 6,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-08-07,completo,SI,OPERATIVO,OPERATIVO,2026-08-07,"verificación humana · verificación humana DGDGAS, 07/08/2026",HUMANA,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,54.0,SI,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-H057,H057,Esquina Homero Manzi,,ESQUINA HOMERO MANZI,Av. San Juan 3601,-34.625385,-58.416337,,Boedo,Comuna 5,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-05-07,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-05-07,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,55.0,SI,POLO-R14,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-H058,H058,FLORIDA GARDEN,,FLORIDA GARDEN,Florida 899,-34.597613,-58.375352,,Retiro,Comuna 1,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-08-07,completo,SI,OPERATIVO,OPERATIVO,2026-08-07,Ficha con actividad y horario todos los días de 7 a 23; sitio propio online que permite reservas; teléfono [contacto_redactado] vigente.,AUTOMATICA_PLATAFORMA_OFFLINE,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,56.0,SI,POLO-R12;POLO-Z46,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-H051,H051,HIPOPOTAMO,,HIPOPOTAMO,Brasil 401,-34.625331,-58.371288,,San Telmo,Comuna 1,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-08-08,candidato_interno,SI,OPERATIVO,OPERATIVO,2026-08-08,"Verificacion humana directa (verificación humana DGDGAS, DGDGAS): redes sociales y Google Maps",HUMANA,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,49.0,SI,POLO-R03,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-H089,H089,Josephina's Cafe,,JOSEPHINA S CAFE,Guido 1532,-34.592512,-58.38697,,Retiro,Comuna 1,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-08-08,candidato_interno,SI,OPERATIVO,OPERATIVO,2026-08-08,"Verificacion humana directa (verificación humana DGDGAS, DGDGAS): redes sociales y Google Maps",HUMANA,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,58.0,SI,POLO-R06;POLO-Z46,alta,USIG sobre la dirección del Boletín,
HITO-H061,H061,LA BIELA,,LA BIELA,Av. Quintana 600,-34.587834,-58.390761,,Recoleta,Comuna 2,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-08-08,candidato_interno,SI,OPERATIVO,OPERATIVO,2026-08-08,"Verificacion humana directa (verificación humana DGDGAS, DGDGAS): redes sociales y Google Maps",HUMANA,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,60.0,SI,POLO-R06,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-H065,H065,LA FARMACIA,,LA FARMACIA,Av. Directorio 2400,-34.633541,-58.460605,,Flores,Comuna 7,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-08-07,completo,SI,OPERATIVO,OPERATIVO,2026-08-07,Ficha operativa con horarios vigentes y base extensa de reseñas; Tripadvisor operativa con horarios actuales; Turismo de la Ciudad conserva la ficha institucional.,DOCUMENTAL,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,63.0,SI,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-H067,H067,LA GIRALDA,,LA GIRALDA,Av. Corrientes 1453,-34.604052,-58.387286,,San Nicolas,Comuna 1,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-08-08,candidato_interno,SI,OPERATIVO,OPERATIVO,2026-08-08,"Verificacion humana directa (verificación humana DGDGAS, DGDGAS): redes sociales y Google Maps",HUMANA,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,65.0,SI,POLO-R02;POLO-R12,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-H069,H069,LA PERLA,,LA PERLA,Av. Don Pedro de Mendoza 1899,-34.639338,-58.361731,,Boca,Comuna 4,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-05-20,completo,SI,OPERATIVO,OPERATIVO,2026-05-20,"Untappd, check-ins del 20/05/2026 (Patrick Reurink) y del 17/05/2026 (Francisco Montanaro)",AUTOMATICA_PLATAFORMA_OFFLINE,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,68.0,SI,POLO-Z53,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-H026,H026,LA POESIA,,LA POESIA,Chile 502,-34.616062,-58.373267,,San Telmo,Comuna 1,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-08-08,candidato_interno,SI,OPERATIVO,OPERATIVO,2026-08-08,"Verificacion humana directa (verificación humana DGDGAS, DGDGAS): redes sociales y Google Maps",HUMANA,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,69.0,SI,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-H070,H070,LA PUERTO RICO,,LA PUERTO RICO,Alsina 420,-34.610196,-58.372381,,Monserrat,Comuna 1,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-08-08,candidato_interno,SI,OPERATIVO,OPERATIVO,2026-08-08,"Verificacion humana directa (verificación humana DGDGAS, DGDGAS): redes sociales y Google Maps",HUMANA,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,70.0,SI,POLO-R12;POLO-Z47,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-H071,H071,LAS VIOLETAS,,LAS VIOLETAS,Av. Rivadavia 3899,-34.611314,-58.420777,,Almagro,Comuna 5,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-07-07,completo,SI,OPERATIVO,OPERATIVO,2026-07-07,"Tripadvisor .com, reseña del 07/07/2026 (JulieS, 5/5), con mención a los vitrales y a la vitrina de panadería; segunda del 27/06/2026 en .com.ar + confirmación de verificación humana DGDGAS",HUMANA,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,71.0,SI,POLO-Z37,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-H075,H075,LOS GALGOS,,LOS GALGOS,Av. Callao 501,-34.602955,-58.392326,,San Nicolas,Comuna 1,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-08-02,candidato_interno,SI,OPERATIVO,OPERATIVO,2026-08-02,"Verificacion humana directa (verificación humana DGDGAS, DGDGAS): redes sociales y Google Maps",HUMANA,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,75.0,SI,POLO-R02,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-H060,H060,La Academia,,LA ACADEMIA,Montevideo 341,-34.60492,-58.389323,San Nicolas,San Nicolas,Comuna 1,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2025-06-19,completo,SI,OPERATIVO,OPERATIVO,2025-06-19,,SIN_VERIFICACION,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,59.0,SI,POLO-R02;POLO-Z47,alta,USIG normalizador + datos_utiles (ronda 5),
HITO-H062,H062,La Buena Medida,,LA BUENA MEDIDA,Suarez 101,-34.633746,-58.355061,,Boca,Comuna 4,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2025-10,completo,SI,CERRADO,CERRADO,2025-10,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,61.0,SI,POLO-Z52,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-H041,H041,La Escuela,,LA ESCUELA,Manuela Pedraza 2803,-34.553649,-58.469955,,Nuñez,Comuna 13,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-08-08,candidato_interno,SI,OPERATIVO,OPERATIVO,2026-08-08,"Verificacion humana directa (verificación humana DGDGAS, DGDGAS): redes sociales y Google Maps",HUMANA,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,62.0,SI,POLO-Z41,alta,USIG sobre la dirección del Boletín,
HITO-H066,H066,La Flor de Barracas,,LA FLOR DE BARRACAS,Suarez 2095,-34.641822,-58.379497,,Barracas,Comuna 4,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-08-08,candidato_interno,SI,OPERATIVO,OPERATIVO,2026-08-08,"Verificacion humana directa (verificación humana DGDGAS, DGDGAS): redes sociales y Google Maps",HUMANA,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,64.0,SI,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-H068,H068,La Opera,,LA OPERA,Av. Corrientes 1799,-34.604335,-58.392047,,San Nicolas,Comuna 1,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-08-08,candidato_interno,SI,OPERATIVO,OPERATIVO,2026-08-08,"Verificacion humana directa (verificación humana DGDGAS, DGDGAS): redes sociales y Google Maps",HUMANA,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,66.0,SI,POLO-R02;POLO-R12,alta,USIG sobre la dirección del Boletín,
HITO-H063,H063,La Orquidea,,LA ORQUIDEA,Av. Corrientes 4101,-34.602917,-58.42267,,Almagro,Comuna 5,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-08-07,completo,SI,OPERATIVO,OPERATIVO,2026-08-07,"Agencia NOVA, 07/08/2026: acto de entrega de diplomas a los doce nuevos Bares Notables el 04/08/2026, con La Orquídea entre los distinguidos. El organizador es el GCBA y es el GCBA el que nombra al establecimiento.",DOCUMENTAL,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,67.0,SI,POLO-Z37,alta,USIG sobre la dirección del Boletín,
HITO-H072,H072,Le Caravelle,,LE CARAVELLE,Lavalle 726,-34.602372,-58.377159,,San Nicolas,Comuna 1,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-08-08,candidato_interno,SI,OPERATIVO,OPERATIVO,2026-08-08,"Verificacion humana directa (verificación humana DGDGAS, DGDGAS): redes sociales y Google Maps",HUMANA,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,72.0,SI,POLO-R12,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-H073,H073,London City,,LONDON CITY,Av. de Mayo 599,-34.608508,-58.37474,,Monserrat,Comuna 1,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-08-08,candidato_interno,SI,OPERATIVO,OPERATIVO,2026-08-08,"Verificacion humana directa (verificación humana DGDGAS, DGDGAS): redes sociales y Google Maps",HUMANA,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,73.0,SI,POLO-Z47,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-H076,H076,Los Laureles,,LOS LAURELES,Av. Iriarte 2290,-34.64945,-58.37943,,Barracas,Comuna 4,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-07-31,completo,SI,CERRADO,CERRADO,2026-07-31,"Pura Ciudad, 25/07/2026, informa cierre sin definir entonces su carácter; El Destape, 31/07/2026, informa anuncio de cierre definitivo. La fecha registrada es de verificación documental y no acredita el último día operativo.",DOCUMENTAL,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,76.0,SI,POLO-Z51,alta,"REFERENTES_2026 (GCBA, ya geocodificado)","El catálogo oficial conserva la distinción de Bar Notable, que no acredita actividad actual. Corrección posterior a una señal automática de plataforma."
HITO-H077,H077,Mar Azul,,MAR AZUL,Tucuman 1700,-34.601939,-58.391132,,San Nicolas,Comuna 1,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-08-08,candidato_interno,SI,OPERATIVO,OPERATIVO,2026-08-08,"Verificacion humana directa (verificación humana DGDGAS, DGDGAS): redes sociales y Google Maps",HUMANA,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,77.0,SI,,alta,USIG sobre la dirección del Boletín,
HITO-H078,H078,Miramar,,MIRAMAR,Sarandi 1190,-34.622663,-58.393748,,San Cristobal,Comuna 3,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,,candidato_interno,SI,OPERATIVO,OPERATIVO,,,SIN_VERIFICACION,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,78.0,SI,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-H082,H082,PLAZA BAR,,PLAZA BAR,Florida 1005,-34.595775,-58.375112,,Retiro,Comuna 1,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,reapertura anunciada 2028,completo,SI,CERRADO,CERRADO,reapertura anunciada 2028,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,84.0,SI,POLO-R12;POLO-Z46,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-H080,H080,Paulin,,PAULIN,Sarmiento 635,-34.604564,-58.375632,,San Nicolas,Comuna 1,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-08-08,candidato_interno,SI,OPERATIVO,OPERATIVO,2026-08-08,"Verificacion humana directa (verificación humana DGDGAS, DGDGAS): redes sociales y Google Maps",HUMANA,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,82.0,SI,POLO-R12,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-H081,H081,Petit Colón,,PETIT COLON,Libertad 505,-34.602403,-58.38376,,San Nicolas,Comuna 1,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-08-08,candidato_interno,SI,OPERATIVO,OPERATIVO,2026-08-08,"Verificacion humana directa (verificación humana DGDGAS, DGDGAS): redes sociales y Google Maps",HUMANA,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,83.0,SI,POLO-R02;POLO-R12,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-H030,H030,Plaza Café,,PLAZA CAFE,Av. Rivadavia 4732,-34.616452,-58.432096,,Caballito,Comuna 6,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-08-08,candidato_interno,SI,OPERATIVO,OPERATIVO,2026-08-08,"Verificacion humana directa (verificación humana DGDGAS, DGDGAS): redes sociales y Google Maps",HUMANA,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,85.0,SI,POLO-R10,alta,USIG sobre la dirección del Boletín,
HITO-H032,H032,Roma del Abasto,,ROMA DEL ABASTO,Anchorena 806,-34.599397,-58.408726,Balvanera,Balvanera,Comuna 3,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-08-08,candidato_interno,SI,OPERATIVO,OPERATIVO,2026-08-08,"Verificacion humana directa (verificación humana DGDGAS, DGDGAS): redes sociales y Google Maps",HUMANA,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,86.0,SI,POLO-R13;POLO-Z35,alta,USIG normalizador + datos_utiles (ronda 5),
HITO-H033,H033,SAN BERNARDO,,SAN BERNARDO,Av. Corrientes 5436,-34.597863,-58.441098,,Villa Crespo,Comuna 15,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-08-08,candidato_interno,SI,OPERATIVO,OPERATIVO,2026-08-08,"Verificacion humana directa (verificación humana DGDGAS, DGDGAS): redes sociales y Google Maps",HUMANA,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,30.0,SI,POLO-R08,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-H083,H083,STYLO CAFE,,STYLO CAFE,Fernandez de Enciso 3934,-34.601354,-58.512648,,Villa Devoto,Comuna 11,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-08-08,candidato_interno,SI,OPERATIVO,OPERATIVO,2026-08-08,"Verificacion humana directa (verificación humana DGDGAS, DGDGAS): redes sociales y Google Maps",HUMANA,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,87.0,SI,POLO-R15,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-H084,H084,The New Brighton,,THE NEW BRIGHTON,Sarmiento 645,-34.604575,-58.375796,,San Nicolas,Comuna 1,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-06-06,completo,SI,OPERATIVO,OPERATIVO,2026-06-06,"opera con quiebra decretada. Dos reseñas de Tripadvisor POSTERIORES a la quiebra describen servicio real —la de mayo de 2026 menciona piano en vivo— y la más nueva es del 06/06/2026, 63 días después. Fichas .com y .com.ar sin marca de cierre, horarios lu-vi 8 a 24. Places OPERATIONAL. Ninguna de las siete coberturas afirma que dejó de atender.",AUTOMATICA_PLATAFORMA_OFFLINE,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,88.0,SI,POLO-R12,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-H085,H085,Varela Varelita,,VARELA VARELITA,Av. Scalabrini Ortiz 2102,-34.58764,-58.420109,,Palermo,Comuna 14,Bar Notable,,Boletín Oficial CABA | BOLETIN_90 (canon),PUBLICA_GCBA,Boletín Oficial CABA,2026-06-25,completo,SI,OPERATIVO,OPERATIVO,2026-06-25,"Tripadvisor .com, reseña del 25/06/2026 (Beatrice K., Francia). Segunda en .com.ar del 02/06/2026, que es ancla fuerte: «nunca fui atendido, después de esperar 20 minutos decidimos retirarnos». Relato de servicio en mesa, imposible de reciclar de material promocional.",AUTOMATICA_PLATAFORMA_OFFLINE,SI,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),SI,89.0,SI,POLO-R01,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",
HITO-MIC-013,MIC-013,ANAFE,,ANAFE,Virrey Avilés 3216,-34.573892,-58.458955,Colegiales,Colegiales,Comuna 13,MICHELIN,selección MICHELIN,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/anafe | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/anafe,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,Bib Gourmand,Bib Gourmand,NO,,SI,SYS-CHACAGIALES,alta,heredado de la capa,
