polo_uid,legacy_id,polo_nombre,referente_id,nombre,categoria_referente,categoria_visual,simbolo_visual,subcategoria,direccion,lat,lon,barrio,comuna,estado_vigencia,fecha_verificacion,reconocimiento,fuente,nivel_confianza,motivo_inclusion,asignacion_metodo,estado_trazabilidad_asignacion,fuente_asignacion_individualizada,posicion,clasificacion_propuesta,publicable_en_panel_territorial,tratamiento_editorial_post_auditoria,dist_borde_m_recalculada,dist_fuera_m_recalculada,cae_dentro_de,polo_mas_cercano,n_polos_del_referente,fundamento,recomendacion_editorial,tratamiento_en_ficha,bloque_en_ficha,alerta,es_icono_principal,estado_icono_principal,puntaje_icono_principal_propuesto,elegible_icono_principal_propuesto,regla_icono_principal,es_ancla,observaciones,fuera_geometria,cerca_borde_50m,distancia_borde_m,relacion_espacial,relacion_espacial_etiqueta,umbral_relacion_espacial_m
POLO-R02,R02,Avenida Corrientes,HITO-H050,El Gato Negro,Bar Notable,Bar Notable,CIRCLE,,Av. Corrientes 1669,-34.604209,-58.390307,San Nicolas,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,186.731,0.0,,POLO-R02,1,"El punto está adentro del polígono, a 186.7 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,"El Gato Negro**, Av; panel de referentes",,NO,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,186.731,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R02,R02,Avenida Corrientes,HITO-DIR-003,Guerrin,pizzería histórica,Pizzería Emblemática,TRIANGLE,APYCE + GCBA (2025),Av. Corrientes 1368,-34.604042,-58.386004,San Nicolas,Comuna 1,SIN_VERIFICAR,,APYCE + GCBA (2025),https://turismo.buenosaires.gob.ar/es/gastronomico/guerrin,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,183.107,0.0,,POLO-R02,2,"El punto está adentro del polígono, a 183.1 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,panel de referentes; reconocimiento oficial,,NO,PROPUESTA_NO_INSTITUCIONAL,63,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,183.107,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R02,R02,Avenida Corrientes,HITO-H067,LA GIRALDA,Bar Notable,Bar Notable,CIRCLE,,Av. Corrientes 1453,-34.604052,-58.387286,San Nicolas,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,188.865,0.0,,POLO-R02,2,"El punto está adentro del polígono, a 188.9 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,"La Giralda**, Av; panel de referentes",,NO,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,188.865,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R02,R02,Avenida Corrientes,HITO-H075,LOS GALGOS,Bar Notable,Bar Notable,CIRCLE,,Av. Callao 501,-34.602955,-58.392326,San Nicolas,Comuna 1,OPERATIVO,2026-08-02,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR_PROXIMO_AL_BORDE,SI,PANEL_TERRITORIAL,36.976,0.0,,POLO-R02,1,"El punto está adentro del polígono, a 37.0 m del borde. Un ajuste menor de la delimitación lo deja afuera.","Publicar en el panel, y marcar internamente que depende del trazado del borde.",EN_PANEL_DE_REFERENTES,"Los Galgos**, Av; panel de referentes",,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,SI,36.976,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R02,R02,Avenida Corrientes,HITO-H060,La Academia,Bar Notable,Bar Notable,CIRCLE,,Montevideo 341,-34.60492,-58.389323,San Nicolas,Comuna 1,OPERATIVO,2025-06-19,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,103.618,0.0,,POLO-R02,2,"El punto está adentro del polígono, a 103.6 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,"Celta Bar**, Sarmiento 1702 esquin; panel de referentes",,NO,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,103.618,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R02,R02,Avenida Corrientes,HITO-H068,La Opera,Bar Notable,Bar Notable,CIRCLE,,Av. Corrientes 1799,-34.604335,-58.392047,San Nicolas,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,173.325,0.0,,POLO-R02,2,"El punto está adentro del polígono, a 173.3 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,"El Gato Negro**, Av; panel de referentes",,NO,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,173.325,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R02,R02,Avenida Corrientes,HITO-H081,Petit Colón,Bar Notable,Bar Notable,CIRCLE,,Libertad 505,-34.602403,-58.38376,San Nicolas,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR_PROXIMO_AL_BORDE,SI,PANEL_TERRITORIAL,23.663,0.0,,POLO-R02,2,"El punto está adentro del polígono, a 23.7 m del borde. Un ajuste menor de la delimitación lo deja afuera.","Publicar en el panel, y marcar internamente que depende del trazado del borde.",EN_PANEL_DE_REFERENTES,panel de referentes,,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,SI,23.663,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R02,R02,Avenida Corrientes,HITO-ICO-016,Zum Edelweiss,Restaurante Icónico,Restaurante icónico,SQUARE,,LIBERTAD 431,-34.603388,-58.383693,San Nicolas,Comuna 1,SIN_VERIFICAR,2026-08-08,Restaurante Icónico,https://turismo.buenosaires.gob.ar/es/otros-establecimientos/zum-edelweiss,media,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,133.017,0.0,,POLO-R02,2,"El punto está adentro del polígono, a 133.0 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,panel de referentes,,NO,PROPUESTA_NO_INSTITUCIONAL,57,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,133.017,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R03,R03,San Telmo,HITO-H013,BAR PLAZA DORREGO,Bar Notable,Bar Notable,CIRCLE,,Defensa 1098,-34.620552,-58.371399,San Telmo,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación documento,DOCUMENTO,SIN_FUENTE_INDIVIDUALIZADA,,EXTERIOR,ENTORNO_CERCANO,NO,PROSA_ENTORNO_CON_DISTANCIA,27.239,27.239,,POLO-R03,1,"El punto está afuera, a 27 m del borde, y no cae adentro de ningún otro polo.","No publicar en el panel. Nombrar como referente del entorno, con su distancia.",MENCIONADO_FUERA_DEL_PANEL,"Bar El Federal**, Carlos Calvo 595",,NO,PROPUESTA_NO_INSTITUCIONAL,55,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,Fuera de la geometría; asociación documental explícita.,SI,SI,27.239,BORDE_HASTA_50M,referente de borde (hasta 50 m),0 / 50 / 250
POLO-R03,R03,San Telmo,HITO-H009,Bar El Federal,Bar Notable,Bar Notable,CIRCLE,,Carlos Calvo 595,-34.619619,-58.374145,San Telmo,Comuna 1,OPERATIVO,2026-07-21,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR_PROXIMO_AL_BORDE,SI,PANEL_TERRITORIAL,39.484,0.0,,POLO-R03,1,"El punto está adentro del polígono, a 39.5 m del borde. Un ajuste menor de la delimitación lo deja afuera.","Publicar en el panel, y marcar internamente que depende del trazado del borde.",EN_PANEL_DE_REFERENTES,"Bar El Federal**, Carlos Calvo 595; panel de referentes",,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,SI,39.484,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R03,R03,San Telmo,HITO-H087,Cafe Rivas,Bar Notable,Bar Notable,CIRCLE,,Estados Unidos 302,-34.618461,-58.370277,San Telmo,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación documento,DOCUMENTO,SIN_FUENTE_INDIVIDUALIZADA,,EXTERIOR,ASIGNACION_DUDOSA,NO,SUSPENDER_HASTA_INDIVIDUALIZAR_FUENTE,208.157,208.157,,POLO-R04,1,El punto está a 208 m del borde de POLO-R03 y POLO-R04 le queda más cerca. La asignación es documental y el motivo registrado no individualiza la fuente.,No publicar hasta que la fuente documental esté individualizada. Revisar si corresponde al polo más cercano.,MENCIONADO_FUERA_DEL_PANEL,"Bar El Federal**, Carlos Calvo 595",,NO,PROPUESTA_NO_INSTITUCIONAL,55,NO,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,Fuera de la geometría; asociación documental explícita.,SI,NO,208.157,ENTORNO_51_250M,referente del entorno inmediato (51-250 m),0 / 50 / 250
POLO-R03,R03,San Telmo,HITO-H051,HIPOPOTAMO,Bar Notable,Bar Notable,CIRCLE,,Brasil 401,-34.625331,-58.371288,San Telmo,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación documento,DOCUMENTO,SIN_FUENTE_INDIVIDUALIZADA,,EXTERIOR,ASIGNACION_DUDOSA,NO,SUSPENDER_HASTA_INDIVIDUALIZAR_FUENTE,212.693,212.693,,POLO-R11,1,El punto está a 213 m del borde de POLO-R03 y POLO-R11 le queda más cerca. La asignación es documental y el motivo registrado no individualiza la fuente.,No publicar hasta que la fuente documental esté individualizada. Revisar si corresponde al polo más cercano.,MENCIONADO_FUERA_DEL_PANEL,"Bar El Federal**, Carlos Calvo 595",,NO,PROPUESTA_NO_INSTITUCIONAL,55,NO,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,Fuera de la geometría; asociación documental explícita.,SI,NO,212.693,ENTORNO_51_250M,referente del entorno inmediato (51-250 m),0 / 50 / 250
POLO-R03,R03,San Telmo,HITO-MG-0001,Mercado de San Telmo,mercado/patio,Mercado o patio gastronómico,DIAMOND,,Defensa 961,-34.619168,-58.371593,San Telmo,Comuna 1,SIN_VERIFICAR,,Mercado o patio documentado,REFERENTES_2026,alta,referente documentado; asignación documento,DOCUMENTO,SIN_FUENTE_INDIVIDUALIZADA,,EXTERIOR,ENTORNO_CERCANO,NO,PROSA_ENTORNO_CON_DISTANCIA,64.183,64.183,,POLO-R03,1,"El punto está afuera, a 64 m del borde, y no cae adentro de ningún otro polo.","No publicar en el panel. Nombrar como referente del entorno, con su distancia.",MENCIONADO_FUERA_DEL_PANEL,Lo que falta precisar,,NO,PROPUESTA_NO_INSTITUCIONAL,39,NO,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,Fuera de la geometría; asociación documental explícita.,SI,NO,64.183,ENTORNO_51_250M,referente del entorno inmediato (51-250 m),0 / 50 / 250
POLO-R04,R04,Puerto Madero,HITO-MIC-051,Cabaña Las Lilas,MICHELIN,Distinción MICHELIN,STAR,Recomendado/seleccionado,Avenida Alicia Moreau de Justo 516,-34.603631,-58.36706,Puerto Madero,Comuna 1,SIN_VERIFICAR,2026-08-08,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/cabana-las-lilas,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR_PROXIMO_AL_BORDE,SI,PANEL_TERRITORIAL,49.743,0.0,,POLO-R04,1,"El punto está adentro del polígono, a 49.7 m del borde. Un ajuste menor de la delimitación lo deja afuera.","Publicar en el panel, y marcar internamente que depende del trazado del borde.",EN_PANEL_DE_REFERENTES,estado de los referentes; panel de referentes,,NO,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,SI,49.743,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R04,R04,Puerto Madero,HITO-H152,El Mercado (Faena),Latin America’s 50 Best,Ranking internacional,PLUS,Latin America's 50 Best Restaurants 2025,Martha Salotti 445,-34.613399,-58.361727,Puerto Madero,Comuna 1,SIN_VERIFICAR,2026-08-08,Latin America's 50 Best Restaurants 2025,The World's 50 Best (sitio oficial),alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,175.475,0.0,,POLO-R04,1,"El punto está adentro del polígono, a 175.5 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,panel de referentes,,NO,PROPUESTA_NO_INSTITUCIONAL,51,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,175.475,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R04,R04,Puerto Madero,HITO-ICO-006,Estilo Campo,Restaurante Icónico,Restaurante icónico,SQUARE,,"MOREAU DE JUSTO, ALICIA AV. 1840",-34.620317,-58.365452,Puerto Madero,Comuna 1,SIN_VERIFICAR,2026-08-08,Restaurante Icónico,https://turismo.buenosaires.gob.ar/es/gastronomico/estilo-campo,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,76.351,0.0,,POLO-R04,1,"El punto está adentro del polígono, a 76.4 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,estado de los referentes; panel de referentes,,SI,PROPUESTA_NO_INSTITUCIONAL,59,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,76.351,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R04,R04,Puerto Madero,HITO-MIC-053,La Cabaña,MICHELIN,Distinción MICHELIN,STAR,Recomendado/seleccionado,Avenida Alicia Moreau de Justo 580,-34.604104,-58.367006,Puerto Madero,Comuna 1,SIN_VERIFICAR,2026-08-08,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/la-cabana-551418,alta,referente documentado; asignación geometria,GEOMETRIA,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,50.21,0.0,,POLO-R04,1,"El punto está adentro del polígono, a 50.2 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,Lo que falta precisar; estado de los referentes; panel de referentes,,NO,PROPUESTA_NO_INSTITUCIONAL,33,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,NO,,NO,NO,50.21,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R04,R04,Puerto Madero,HITO-ICO-011,Marcelo Restaurante,Restaurante Icónico,Restaurante icónico,SQUARE,,"MOREAU DE JUSTO, ALICIA AV. 1140",-34.610892,-58.366239,Puerto Madero,Comuna 1,SIN_VERIFICAR,2026-08-08,Restaurante Icónico,https://turismo.buenosaires.gob.ar/es/gastronomico/marcelo-restaurante,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,51.039,0.0,,POLO-R04,1,"El punto está adentro del polígono, a 51.0 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,panel de referentes,,SI,PROPUESTA_NO_INSTITUCIONAL,59,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,51.039,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R04,R04,Puerto Madero,HITO-MIC-029,Michel Rolland Grill & Wine,MICHELIN,Distinción MICHELIN,STAR,Recomendado/seleccionado,Juana Manso 1760,-34.619238,-58.361564,Puerto Madero,Comuna 1,SIN_VERIFICAR,2026-08-08,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/michel-rolland-grill-wine,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,129.674,0.0,,POLO-R04,1,"El punto está adentro del polígono, a 129.7 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,panel de referentes,,NO,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,129.674,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R04,R04,Puerto Madero,HITO-ICO-014,Sorrento,Restaurante Icónico,Restaurante icónico,SQUARE,,"MOREAU DE JUSTO, ALICIA AV. 420",-34.602294,-58.36721,Puerto Madero,Comuna 1,SIN_VERIFICAR,2026-08-08,Restaurante Icónico,https://turismo.buenosaires.gob.ar/es/gastronomico/sorrento-0,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR_PROXIMO_AL_BORDE,SI,PANEL_TERRITORIAL,48.89,0.0,,POLO-R04,1,"El punto está adentro del polígono, a 48.9 m del borde. Un ajuste menor de la delimitación lo deja afuera.","Publicar en el panel, y marcar internamente que depende del trazado del borde.",EN_PANEL_DE_REFERENTES,panel de referentes,,SI,PROPUESTA_NO_INSTITUCIONAL,59,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,SI,48.89,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R05,R05,Belgrano,HITO-H037,CASA WATSON,Bar Notable,Bar Notable,CIRCLE,,Vuelta de Obligado 2072,-34.561811,-58.455426,Belgrano,Comuna 13,OPERATIVO,2026-08-07,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación documento,DOCUMENTO,SIN_FUENTE_INDIVIDUALIZADA,,EXTERIOR,ENTORNO_CERCANO,NO,PROSA_ENTORNO_CON_DISTANCIA,58.562,58.562,,POLO-R05,1,"El punto está afuera, a 59 m del borde, y no cae adentro de ningún otro polo.","No publicar en el panel. Nombrar como referente del entorno, con su distancia.",MENCIONADO_FUERA_DEL_PANEL,"Casa Watson**, Vuelta de Obligado ",,NO,PROPUESTA_NO_INSTITUCIONAL,55,NO,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,Fuera de la geometría; asociación documental explícita.,SI,NO,58.562,ENTORNO_51_250M,referente del entorno inmediato (51-250 m),0 / 50 / 250
POLO-R05,R05,Belgrano,HITO-DIR-007,Casa Burgio,pizzería histórica,Pizzería Emblemática,TRIANGLE,APYCE + GCBA (2025),Av. Cabildo 2477,-34.558456,-58.45961,Belgrano,Comuna 13,OPERATIVO,2026-08-07,APYCE + GCBA (2025),https://turismo.buenosaires.gob.ar/es/otros-establecimientos/burgio,alta,referente documentado; asignación documento,DOCUMENTO,SIN_FUENTE_INDIVIDUALIZADA,,EXTERIOR,ENTORNO_CERCANO,NO,PROSA_ENTORNO_CON_DISTANCIA,12.893,12.893,,POLO-R05,1,"El punto está afuera, a 13 m del borde, y no cae adentro de ningún otro polo.","No publicar en el panel. Nombrar como referente del entorno, con su distancia.",MENCIONADO_FUERA_DEL_PANEL,"Casa Watson**, Vuelta de Obligado ",,NO,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,Fuera de la geometría; asociación documental explícita.,SI,SI,12.893,BORDE_HASTA_50M,referente de borde (hasta 50 m),0 / 50 / 250
POLO-R05,R05,Belgrano,HITO-MG-0002,Mercado de Belgrano,mercado/patio,Mercado o patio gastronómico,DIAMOND,,Av. Juramento 2527,-34.562848,-58.458147,Belgrano,Comuna 13,SIN_VERIFICAR,2026-08-08,Mercado o patio documentado,REFERENTES_2026 + dirección documental,sin_resolver,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,62.996,0.0,,POLO-R05,1,"El punto está adentro del polígono, a 63.0 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,Mercado; panel de referentes,,SI,PROPUESTA_NO_INSTITUCIONAL,44,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,62.996,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R06,R06,Recoleta,HITO-H153,Aramburu,Latin America’s 50 Best,Ranking internacional,PLUS,Latin America's 50 Best Restaurants 2025,Vicente Lopez 1661,-34.591981,-58.389545,Recoleta,Comuna 2,SIN_VERIFICAR,2026-08-08,Latin America's 50 Best Restaurants 2025,The World's 50 Best (sitio oficial),alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,84.541,0.0,,POLO-R06,1,"El punto está adentro del polígono, a 84.5 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,"Aramburu**, Vicente López 1661, en; panel de referentes",,NO,PROPUESTA_NO_INSTITUCIONAL,51,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,84.541,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R06,R06,Recoleta,HITO-MIC-045,Aramburu,MICHELIN,Distinción MICHELIN,STAR,Dos Estrellas,Vicente López 1661,-34.591981,-58.389545,Recoleta,Comuna 2,SIN_VERIFICAR,,Dos Estrellas,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/aramburu,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,84.541,0.0,,POLO-R06,1,"El punto está adentro del polígono, a 84.5 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,"Aramburu**, Vicente López 1661, en; panel de referentes",,NO,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,84.541,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R06,R06,Recoleta,HITO-H006,BAR DEL ALVEAR PALACE HOTEL,Bar Notable,Bar Notable,CIRCLE,,Av. Alvear 1891,-34.587677,-58.388996,Recoleta,Comuna 2,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,98.669,0.0,,POLO-R06,1,"El punto está adentro del polígono, a 98.7 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,15/10/2025**; panel de referentes,,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,98.669,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R06,R06,Recoleta,HITO-MIC-049,Bis Bistró,Bib Gourmand,Distinción MICHELIN,STAR,selección MICHELIN,Vicente López 1661 Local 12,-34.591981,-58.389545,Recoleta,Comuna 2,SIN_VERIFICAR,2026-08-08,Bib Gourmand,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/bis-bistro,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,84.541,0.0,,POLO-R06,1,"El punto está adentro del polígono, a 84.5 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,panel de referentes,,NO,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,84.541,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R06,R06,Recoleta,HITO-MIC-035,Casa Veltri,MICHELIN,Distinción MICHELIN,STAR,Recomendado/seleccionado,Juncal 1642,-34.594177,-58.390974,Recoleta,Comuna 2,SIN_VERIFICAR,2026-08-08,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/casa-veltri,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,174.705,0.0,,POLO-R06,1,"El punto está adentro del polígono, a 174.7 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,"Aramburu**, Vicente López 1661, en; panel de referentes",,NO,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,174.705,DENTRO,referente dentro del polo,0 / 50 / 250
