polo_uid,legacy_id,polo_nombre,referente_id,nombre,categoria_referente,categoria_visual,simbolo_visual,subcategoria,direccion,lat,lon,barrio,comuna,estado_vigencia,fecha_verificacion,reconocimiento,fuente,nivel_confianza,motivo_inclusion,asignacion_metodo,estado_trazabilidad_asignacion,fuente_asignacion_individualizada,posicion,clasificacion_propuesta,publicable_en_panel_territorial,tratamiento_editorial_post_auditoria,dist_borde_m_recalculada,dist_fuera_m_recalculada,cae_dentro_de,polo_mas_cercano,n_polos_del_referente,fundamento,recomendacion_editorial,tratamiento_en_ficha,bloque_en_ficha,alerta,es_icono_principal,estado_icono_principal,puntaje_icono_principal_propuesto,elegible_icono_principal_propuesto,regla_icono_principal,es_ancla,observaciones,fuera_geometria,cerca_borde_50m,distancia_borde_m,relacion_espacial,relacion_espacial_etiqueta,umbral_relacion_espacial_m
POLO-R13,R13,Abasto,HITO-DIR-006,Pin Pun,pizzería histórica,Pizzería Emblemática,TRIANGLE,APYCE + GCBA (2025),Av. Corrientes 3954,-34.603323,-58.42031,Almagro,Comuna 5,SIN_VERIFICAR,,APYCE + GCBA (2025),https://www.cronista.com/clase/gourmet/la-pizzeria-historica-que-es-la-mas-antigua-de-caba-y-fue-elegida-como-la-mejor-de-la-ciudad-en-varias-oportunidades/,media,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,60.799,0.0,,POLO-R13,2,"El punto está adentro del polígono, a 60.8 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,panel de referentes,,SI,PROPUESTA_NO_INSTITUCIONAL,61,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,60.799,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R14,R14,Avenida Boedo,HITO-H086,Café Margot,Bar Notable,Bar Notable,CIRCLE,,Av. Boedo 857,-34.623266,-58.416375,Boedo,Comuna 5,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,334.747,0.0,,POLO-R14,1,"El punto está adentro del polígono, a 334.7 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,"Café Margot**, Av; Lo que falta precisar; panel de referentes",,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,334.747,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R14,R14,Avenida Boedo,HITO-H057,Esquina Homero Manzi,Bar Notable,Bar Notable,CIRCLE,,Av. San Juan 3601,-34.625385,-58.416337,Boedo,Comuna 5,SIN_VERIFICAR,2026-05-07,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,339.977,0.0,,POLO-R14,1,"El punto está adentro del polígono, a 340.0 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,"Café Margot**, Av; panel de referentes; reconocimiento oficial",,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,339.977,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R14,R14,Avenida Boedo,HITO-DIR-020,San Antonio,pizzería histórica,Pizzería Emblemática,TRIANGLE,APYCE + GCBA (2026),Av. Juan de Garay 3602,-34.631496,-58.416229,Boedo,Comuna 5,SIN_VERIFICAR,,APYCE + GCBA (2026),https://www.cronista.com/clase/gourmet/la-clasica-pizzeria-portena-que-es-un-clasico-de-boedo-y-causa-furor-en-el-barrio/,media,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,373.244,0.0,,POLO-R14,1,"El punto está adentro del polígono, a 373.2 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,"Café Margot**, Av; Lo que falta precisar; panel de referentes; reconocimiento oficial",,SI,PROPUESTA_NO_INSTITUCIONAL,61,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,373.244,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R15,R15,Devoto,HITO-H022,Café de García,Bar Notable,Bar Notable,CIRCLE,,Sanabria 3302,-34.606356,-58.51059,Villa Devoto,Comuna 11,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,190.967,0.0,,POLO-R15,1,"El punto está adentro del polígono, a 191.0 m del borde.",Publicar en el panel de referentes de la ficha.,FICHA_NO_LOCALIZADA,,no se pudo localizar la ficha por diferencia de nombre,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,190.967,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R15,R15,Devoto,HITO-DIR-017,Gran Pizzeria Jose,pizzería histórica,Pizzería Emblemática,TRIANGLE,APYCE + GCBA (2026),Av. San Martin 6915,-34.591495,-58.511332,Villa Devoto,Comuna 11,SIN_VERIFICAR,,APYCE + GCBA (2026),https://www.cronista.com/clase/gourmet/la-pizzeria-clasica-de-villa-devoto-que-cumplio-80-anos-y-que-vale-la-pena-conocer/,media,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,113.46,0.0,,POLO-R15,1,"El punto está adentro del polígono, a 113.5 m del borde.",Publicar en el panel de referentes de la ficha.,FICHA_NO_LOCALIZADA,,no se pudo localizar la ficha por diferencia de nombre,SI,PROPUESTA_NO_INSTITUCIONAL,61,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,113.46,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R15,R15,Devoto,HITO-H083,STYLO CAFE,Bar Notable,Bar Notable,CIRCLE,,Fernandez de Enciso 3934,-34.601354,-58.512648,Villa Devoto,Comuna 11,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,310.677,0.0,,POLO-R15,1,"El punto está adentro del polígono, a 310.7 m del borde.",Publicar en el panel de referentes de la ficha.,FICHA_NO_LOCALIZADA,,no se pudo localizar la ficha por diferencia de nombre,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,310.677,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R17,R17,Villa Urquiza,HITO-H023,Cafe de la U,Bar Notable,Bar Notable,CIRCLE,,Av. Triunvirato 4801,-34.573373,-58.487403,Villa Urquiza,Comuna 12,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,570.574,0.0,,POLO-R17,1,"El punto está adentro del polígono, a 570.6 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,"Café de la U**, sin verificación i; Lo que falta precisar; panel de referentes",,SI,PROPUESTA_NO_INSTITUCIONAL,90,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,570.574,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R21,R21,La Paternal,HITO-MIC-003,MN Santa Inés,Bib Gourmand,Distinción MICHELIN,STAR,selección MICHELIN,Ávalos 360,-34.592784,-58.467636,Paternal,Comuna 15,SIN_VERIFICAR,2026-08-08,Bib Gourmand,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/mn-santa-ines,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,307.464,0.0,,POLO-R21,1,"El punto está adentro del polígono, a 307.5 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,"MN Santa Inés**, Ávalos 360 — **ve; panel de referentes",,SI,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,307.464,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R21,R21,La Paternal,HITO-DIR-021,Santolin,otro documentado,Referente documentado,HEXAGON,Heladería histórica,Av. San Martin 3185,-34.601814,-58.468654,Paternal,Comuna 15,SIN_VERIFICAR,,AFADHYA notables (2025-11),https://www.lanacion.com.ar/sociedad/5-heladerias-historicas-buenos-aires-les-hacen-nid2210827/,media,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,298.29,0.0,,POLO-R21,1,"El punto está adentro del polígono, a 298.3 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,panel de referentes,,SI,PROPUESTA_NO_INSTITUCIONAL,45,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,298.29,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R21,R21,La Paternal,HITO-DIR-016,Torino Norte,pizzería histórica,Pizzería Emblemática,TRIANGLE,APYCE + GCBA (2026),Av. Juan B. Justo 3995,-34.604292,-58.458401,Villa Crespo,Comuna 15,SIN_VERIFICAR,,APYCE + GCBA (2026),https://pizzeriatorino.com.ar/contacto/,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR_PROXIMO_AL_BORDE,SI,PANEL_TERRITORIAL,47.936,0.0,,POLO-R21,1,"El punto está adentro del polígono, a 47.9 m del borde. Un ajuste menor de la delimitación lo deja afuera.","Publicar en el panel, y marcar internamente que depende del trazado del borde.",EN_PANEL_DE_REFERENTES,panel de referentes; reconocimiento oficial,,SI,PROPUESTA_NO_INSTITUCIONAL,63,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,SI,47.936,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-Z27,Z27,Villa Santa Rita,HITO-H025,DON JUAN,Bar Notable,Bar Notable,CIRCLE,,Camarones 2702,-34.611192,-58.478216,Villa Santa Rita,Comuna 11,OPERATIVO,2026-08-07,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR_PROXIMO_AL_BORDE,SI,PANEL_TERRITORIAL,19.08,0.0,,POLO-Z27,1,"El punto está adentro del polígono, a 19.1 m del borde. Un ajuste menor de la delimitación lo deja afuera.","Publicar en el panel, y marcar internamente que depende del trazado del borde.",EN_PANEL_DE_REFERENTES,estado de los referentes; panel de referentes,,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,SI,19.08,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-Z27,Z27,Villa Santa Rita,HITO-REF-EL-SOL-DE-GALICIA-LUIS-VIALE-2867,El Sol de Galicia,referente barrial,Referente documentado,HEXAGON,churrería/pastelería,Luis Viale 2867,-34.61912637900802,-58.47439225162961,Villa Santa Rita,Comuna 11,OPERATIVO,2026-08-07,Trayectoria desde 1957; no Bar Notable,"sitio oficial del establecimiento, documentado en AUDITORIA_DEL_CATALOGO_OFICIAL.md",alta_documental; media_espacial,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,139.255,0.0,,POLO-Z27,1,"El punto está adentro del polígono, a 139.3 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,estado de los referentes; panel de referentes,,SI,PROPUESTA_NO_INSTITUCIONAL,42,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,139.255,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-Z27,Z27,Villa Santa Rita,HITO-H055,El Tokio,Bar Notable,Bar Notable,CIRCLE,,Alvarez Jonte 3550,-34.612407,-58.491572,Villa Santa Rita,Comuna 11,OPERATIVO,2026-08-05,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR_PROXIMO_AL_BORDE,SI,PANEL_TERRITORIAL,5.413,0.0,,POLO-Z27,1,"El punto está adentro del polígono, a 5.4 m del borde. Un ajuste menor de la delimitación lo deja afuera.","Publicar en el panel, y marcar internamente que depende del trazado del borde.",EN_PANEL_DE_REFERENTES,Prensa; estado de los referentes; panel de referentes; reconocimiento oficial,,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,SI,5.413,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-Z28,Z28,Monte Castro,HITO-DIR-002,El Fortin,pizzería histórica,Pizzería Emblemática,TRIANGLE,APYCE + GCBA (2025),,-34.624277,-58.511648,Monte Castro,Comuna 10,OPERATIVO,2025-08-26,APYCE + GCBA (2025),https://buenosaires.gob.ar/noticias/historias-de-mi-comuna-pizzeria-el-fortin,baja,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR_PROXIMO_AL_BORDE,SI,PANEL_TERRITORIAL,0.185,0.0,,POLO-Z28,1,"El punto está adentro del polígono, a 0.2 m del borde. Un ajuste menor de la delimitación lo deja afuera.","Publicar en el panel, y marcar internamente que depende del trazado del borde.",EN_PANEL_DE_REFERENTES,"Pizzería El Fortín**, Av; panel de referentes; reconocimiento oficial",,SI,PROPUESTA_NO_INSTITUCIONAL,83,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,SI,0.185,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-Z33,Z33,Mataderos,HITO-H012,BAR OVIEDO,Bar Notable,Bar Notable,CIRCLE,,Av. Lisandro de la Torre 2407,-34.662711,-58.500062,Mataderos,Comuna 9,OPERATIVO,2021-03-01,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,93.997,0.0,,POLO-Z33,1,"El punto está adentro del polígono, a 94.0 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,Bar Oviedo** (Av; panel de referentes,,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,93.997,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-Z33,Z33,Mataderos,HITO-PAT-002,Bar Catedral Tango,patrimonio,Patrimonio normativo,X,Sitio de Interes Cultural,Timoteo Gordillo 2498,-34.662959,-58.501138,Mataderos,Comuna 9,SIN_VERIFICAR,,Sitio de Interes Cultural,https://buenosaires.gob.ar/noticias/reconocimiento-uno-de-los-lugares-mas-emblematicos-de-mataderos,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR_PROXIMO_AL_BORDE,SI,PANEL_TERRITORIAL,4.62,0.0,,POLO-Z33,1,"El punto está adentro del polígono, a 4.6 m del borde. Un ajuste menor de la delimitación lo deja afuera.","Publicar en el panel, y marcar internamente que depende del trazado del borde.",EN_PANEL_DE_REFERENTES,panel de referentes,,SI,PROPUESTA_NO_INSTITUCIONAL,61,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,SI,4.62,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-Z33,Z33,Mataderos,HITO-PAT-003,Edificios Administrativos del Antiguo Matadero,patrimonio,Patrimonio normativo,X,Monumento Historico Nacional + APH 21,Av. Lisandro de la Torre y Av. de los Corrales,-34.662558,-58.500164,Mataderos,Comuna 9,SIN_VERIFICAR,,Monumento Historico Nacional + APH 21,https://aquimataderosonline.com.ar/patrimonio-historico-arquitectonico-del-barrio-de-mataderos/,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,99.319,0.0,,POLO-Z33,1,"El punto está adentro del polígono, a 99.3 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,panel de referentes,,SI,PROPUESTA_NO_INSTITUCIONAL,61,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,99.319,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-Z37,Z37,Almagro,HITO-H071,LAS VIOLETAS,Bar Notable,Bar Notable,CIRCLE,,Av. Rivadavia 3899,-34.611314,-58.420777,Almagro,Comuna 5,OPERATIVO,2026-07-07,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,62.885,0.0,,POLO-Z37,1,"El punto está adentro del polígono, a 62.9 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,estado de los referentes; panel de referentes,,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,62.885,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-Z37,Z37,Almagro,HITO-H063,La Orquidea,Bar Notable,Bar Notable,CIRCLE,,Av. Corrientes 4101,-34.602917,-58.42267,Almagro,Comuna 5,OPERATIVO,2026-08-07,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,131.455,0.0,,POLO-Z37,1,"El punto está adentro del polígono, a 131.5 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,estado de los referentes; panel de referentes,,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,131.455,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-Z41,Z41,Nunez,HITO-MIC-039,Evelia,MICHELIN,Distinción MICHELIN,STAR,Recomendado/seleccionado,Campos Salles 1712,-34.548355,-58.458392,Nuñez,Comuna 13,SIN_VERIFICAR,,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/evelia,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,398.281,0.0,,POLO-Z41,1,"El punto está adentro del polígono, a 398.3 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,"Ness**, Grecia 3691, recomendado p; panel de referentes",,SI,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,398.281,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-Z41,Z41,Nunez,HITO-MIC-024,Garabato Bistro,Bib Gourmand,Distinción MICHELIN,STAR,selección MICHELIN,O'Higgins 3424,-34.548501,-58.463572,Nuñez,Comuna 13,SIN_VERIFICAR,,Bib Gourmand,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/garabato-bistro,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,426.696,0.0,,POLO-Z41,1,"El punto está adentro del polígono, a 426.7 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,panel de referentes,,SI,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,426.696,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-Z41,Z41,Nunez,HITO-H041,La Escuela,Bar Notable,Bar Notable,CIRCLE,,Manuela Pedraza 2803,-34.553649,-58.469955,Nuñez,Comuna 13,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,274.685,0.0,,POLO-Z41,1,"El punto está adentro del polígono, a 274.7 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,"La Escuela**, Manuela Pedraza 2803; panel de referentes",,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,274.685,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-Z44,Z44,Villa Ortuzar,HITO-DIR-009,La Mezzetta,pizzería histórica,Pizzería Emblemática,TRIANGLE,APYCE + GCBA (2025),Av. Alvarez Thomas 1321,-34.578231,-58.460815,Villa Ortuzar,Comuna 15,SIN_VERIFICAR,,APYCE + GCBA (2025),https://www.cronista.com/clase/gourmet/la-historica-pizzeria-portena-que-abrio-hace-mas-de-80-anos-solo-tiene-4-variedades-y-su-estrella-es-la-fugazzeta-rellena/,media,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR_PROXIMO_AL_BORDE,SI,PANEL_TERRITORIAL,27.242,0.0,,POLO-Z44,1,"El punto está adentro del polígono, a 27.2 m del borde. Un ajuste menor de la delimitación lo deja afuera.","Publicar en el panel, y marcar internamente que depende del trazado del borde.",EN_PANEL_DE_REFERENTES,"La Mezzetta**, Av; panel de referentes; reconocimiento oficial",,SI,PROPUESTA_NO_INSTITUCIONAL,86,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,SI,27.242,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-Z46,Z46,Retiro,HITO-H002,Barbaro,Bar Notable,Bar Notable,CIRCLE,,Tres Sargentos 415,-34.597887,-58.373198,Retiro,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,73.507,0.0,,POLO-Z46,1,"El punto está adentro del polígono, a 73.5 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,Alcance de estas cifras; Lo que falta precisar; estado de los referentes; panel de referentes,,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,73.507,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-Z46,Z46,Retiro,HITO-DIR-004,El Cuartito,pizzería histórica,Pizzería Emblemática,TRIANGLE,APYCE + GCBA (2025),Talcahuano 937,-34.597845,-58.385527,Retiro,Comuna 1,SIN_VERIFICAR,,APYCE + GCBA (2025),https://elcuartito.com.ar/,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,135.485,0.0,,POLO-Z46,1,"El punto está adentro del polígono, a 135.5 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,panel de referentes; reconocimiento oficial,,SI,PROPUESTA_NO_INSTITUCIONAL,63,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,135.485,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-Z46,Z46,Retiro,HITO-H089,Josephina's Cafe,Bar Notable,Bar Notable,CIRCLE,,Guido 1532,-34.592512,-58.38697,Retiro,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,62.177,0.0,,POLO-Z46,2,"El punto está adentro del polígono, a 62.2 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,panel de referentes,,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,62.177,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-Z47,Z47,Monserrat y Congreso,HITO-H074,36 BILLARES,Bar Notable,Bar Notable,CIRCLE,,Av. de Mayo 1265,-34.60917,-58.384301,Monserrat,Comuna 1,OPERATIVO,2026-07-04,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,50.285,0.0,,POLO-Z47,2,"El punto está adentro del polígono, a 50.3 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,estado de los referentes; panel de referentes,,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,50.285,DENTRO,referente dentro del polo,0 / 50 / 250
