hito_id,nombre,direccion,barrio_declarado,tipo,reconocimiento,registro_oficial,vigencia_verificada,vigencia_nivel,vigencia_fecha,vigencia_fuente,es_patrimonio_normativo,patrimonio_norma,places_business_status,vigencia_fecha_consulta,alerta_juridica,alerta_juridica_fecha,latitud,longitud,origen,confianza
H082,PLAZA BAR,Florida 1005,,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),bar_notable,cerrado_con_reapertura_anunciada,v2,reapertura anunciada 2028,,False,,CLOSED_PERMANENTLY,2026-08-08,,,-34.595775,-58.375112,BOLETIN_90 (canon),alta
H083,STYLO CAFE,Fernandez de Enciso 3934,,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),bar_notable,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.601354,-58.512648,BOLETIN_90 (canon),alta
H084,The New Brighton,Sarmiento 645,,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),bar_notable,en_riesgo,v2,2026-06-06,"opera con quiebra decretada. Dos reseñas de Tripadvisor POSTERIORES a la quiebra describen servicio real —la de mayo de 2026 menciona piano en vivo— y la más nueva es del 06/06/2026, 63 días después. Fichas .com y .com.ar sin marca de cierre, horarios lu-vi 8 a 24. Places OPERATIONAL. Ninguna de las siete coberturas afirma que dejó de atender.",False,,OPERATIONAL,2026-08-08,quiebra decretada,2026-03-18,-34.604575,-58.375796,BOLETIN_90 (canon),alta
H085,Varela Varelita,Av. Scalabrini Ortiz 2102,,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),bar_notable,si,v3,2026-06-25,"Tripadvisor .com, reseña del 25/06/2026 (Beatrice K., Francia). Segunda en .com.ar del 02/06/2026, que es ancla fuerte: «nunca fui atendido, después de esperar 20 minutos decidimos retirarnos». Relato de servicio en mesa, imposible de reciclar de material promocional.",False,,OPERATIONAL,2026-08-08,,,-34.58764,-58.420109,BOLETIN_90 (canon),alta
H086,Café Margot,Av. Boedo 857,,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),bar_notable,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.623266,-58.416375,BOLETIN_90 (canon),alta
H087,Cafe Rivas,Estados Unidos 302,,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),bar_notable,sin_verificar,,,,False,,,,,,-34.618461,-58.370277,BOLETIN_90 (canon),alta
H088,El Portuario,Pinzon 102,,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),bar_notable,sin_verificar,,,,False,,,,,,-34.632174,-58.356024,BOLETIN_90 (canon),alta
H089,Josephina's Cafe,Guido 1532,,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),bar_notable,sin_verificar,,,,False,,,,,,-34.592512,-58.38697,BOLETIN_90 (canon),alta
H090,Confiteria El Greco,Av. Rivadavia 5353,,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),bar_notable,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.620162,-58.440853,BOLETIN_90 (canon),alta
H094,Bar Iberia,Av. de Mayo 1196,Monserrat,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),bar_notable,si,v2,2024-06,"La Nación / Revista Lugares 06/01/2025, entrevista a Maxi Longo.",False,,,,,,-34.609258,-58.383303,RES_MCGC_1225_26 (ronda 5),alta
H149,Don Julio,Guatemala 4699,Palermo,Ranking internacional,Latin America's 50 Best Restaurants 2025,,sin_verificar,,,,False,,,,,,-34.586392,-58.424304,hitos_documentales_caba,alta
H150,Nino Gordo,Thames 1810,Palermo,Ranking internacional,Latin America's 50 Best Restaurants 2025,,sin_verificar,,,,False,,,,,,-34.5866,-58.429023,hitos_documentales_caba,alta
H151,El Preferido de Palermo,Jorge Luis Borges 2108,Palermo,Ranking internacional,Latin America's 50 Best Restaurants 2025,,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.585456,-58.4253,hitos_documentales_caba,alta
H152,El Mercado (Faena),Martha Salotti 445,Puerto Madero,Ranking internacional,Latin America's 50 Best Restaurants 2025,,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.613399,-58.361727,hitos_documentales_caba,alta
H153,Aramburu,Vicente Lopez 1661,Recoleta,Ranking internacional,Latin America's 50 Best Restaurants 2025,,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.591981,-58.389545,hitos_documentales_caba,alta
H154,Trescha,Murillo 725,Villa Crespo,Ranking internacional,Latin America's 50 Best Restaurants 2025,,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.600335,-58.444028,hitos_documentales_caba,alta
H155,Crizia,Gorriti 5143,Palermo,Ranking internacional,Latin America's 50 Best Restaurants 2025,,sin_verificar,,,,False,,,,,,-34.58849,-58.432514,hitos_documentales_caba,alta
H156,Julia,Loyola 807,Villa Crespo,Ranking internacional,Latin America's 50 Best Restaurants 2025,,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.593368,-58.437876,hitos_documentales_caba,alta
H157,Ness,Grecia 3691,Nunez,Ranking internacional,Latin America's 50 Best 2025 (51-100),,sin_verificar,,,,False,,,,,,-34.545719,-58.463724,hitos_documentales_caba,alta
H158,Mishiguene,Lafinur 3368,Palermo,Ranking internacional,Latin America's 50 Best 2025 (51-100),,sin_verificar,,,,False,,,,,,-34.577021,-58.412208,hitos_documentales_caba,alta
H159,Gran Dabbang,Av. Raul Scalabrini Ortiz 1543,Palermo,Ranking internacional,Latin America's 50 Best 2025 (51-100),,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.591349,-58.425449,hitos_documentales_caba,alta
H160,Don Julio,Guatemala 4699,Palermo,Ranking internacional,The World's 50 Best Restaurants 2025,,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.586392,-58.424304,hitos_documentales_caba,alta
H161,Tres Monos,Guatemala 4899,Palermo,Ranking internacional,The World's 50 Best Bars 2025,,sin_verificar,,,,False,,,,,,-34.584905,-58.426167,hitos_documentales_caba,alta
H162,CoChinChina,Armenia 1540,Palermo,Ranking internacional,The World's 50 Best Bars 2025,,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.590428,-58.428895,hitos_documentales_caba,alta
H163,Victor Audio Bar,Soler 5130,Palermo,Ranking internacional,The World's 50 Best Bars 2025 (51-100),,sin_verificar,,,,False,,,,,,-34.583809,-58.428974,hitos_documentales_caba,alta
H164,Floreria Atlantico,Arroyo 872,Retiro,Ranking internacional,The World's 50 Best Bars 2025 (51-100),,si,,2024-12-20,distinguido por Time Out el 20/12/2024 y verificado abierto (vía E · Z46).,False,,,,,,-34.591421,-58.37973,hitos_documentales_caba,alta
H199,Yiyo el Zeneize,Av. Eva Peron 4402,Parque Avellaneda,Restaurante/bodegón,Patrimonio historico y cultural inmaterial (Ley CABA 6.533) — la declaratoria recae sobre la carta gastronómica,ley_especifica,sin_verificar,,,,True,Ley CABA 6.533,,,,,-34.653726,-58.474119,hitos_documentales_caba,alta
ICO-001,Albamonte Ristorante,CORRIENTES AV. 6735,Chacarita,Restaurante Icónico,Restaurante Icónico,restaurante_iconico,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.587694,-58.453078,REFERENTES_2026,alta
ICO-002,El Imparcial,"YRIGOYEN, HIPOLITO 1201",Monserrat,Restaurante Icónico,Restaurante Icónico,restaurante_iconico,probablemente_abierto,v4,2026-07-07,"Info Gastronómica 07/07/2026 (reporteo sobre el programa, no sobre el local) · La Nación 07/07/2026",False,,,,,,-34.609741,-58.383634,REFERENTES_2026,alta
ICO-003,El Mirasol de Boedo,BOEDO 136,Almagro,Restaurante Icónico,Restaurante Icónico,restaurante_iconico,sin_verificar,,,,False,,,,,,-34.612897,-58.417618,REFERENTES_2026,alta
ICO-004,El Puentecito,LUJAN 2101,Barracas,Restaurante Icónico,Restaurante Icónico,restaurante_iconico,probablemente_abierto,v4,2026-07-07,"La Nación 07/07/2026, entre los 16 Restaurantes Icónicos",True,-,,,,,-34.655622,-58.374943,REFERENTES_2026,alta
ICO-005,El Tropezón,CALLAO AV. 248,Balvanera,Restaurante Icónico,Restaurante Icónico,restaurante_iconico,sin_verificar,,,,False,,,,,,-34.606226,-58.392259,REFERENTES_2026,alta
ICO-006,Estilo Campo,"MOREAU DE JUSTO, ALICIA AV. 1840",Puerto Madero,Restaurante Icónico,Restaurante Icónico,restaurante_iconico,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.620317,-58.365452,REFERENTES_2026,alta
ICO-007,Happening,"OBLIGADO RAFAEL, AV.COSTANERA 7030",Belgrano,Restaurante Icónico,Restaurante Icónico,restaurante_iconico,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.544109,-58.432401,REFERENTES_2026,alta
ICO-008,Il Matterello,"RODRIGUEZ, MARTIN 517",La Boca,Restaurante Icónico,Restaurante Icónico,restaurante_iconico,sin_verificar,,,,False,,,,,,-34.63287,-58.362275,REFERENTES_2026,alta
ICO-009,La Brigada,ESTADOS UNIDOS 465,San Telmo,Restaurante Icónico,Restaurante Icónico,restaurante_iconico,sin_verificar,,,,False,,,,,,-34.618466,-58.372602,REFERENTES_2026,alta
ICO-010,"La Estancia, Asador Criollo",LAVALLE 941,San Nicolas,Restaurante Icónico,Restaurante Icónico,restaurante_iconico,sin_verificar,,,,False,,,,,,-34.602432,-58.380169,REFERENTES_2026,media
ICO-011,Marcelo Restaurante,"MOREAU DE JUSTO, ALICIA AV. 1140",Puerto Madero,Restaurante Icónico,Restaurante Icónico,restaurante_iconico,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.610892,-58.366239,REFERENTES_2026,alta
ICO-012,Miramar,SAN JUAN AV. 1999,San Cristobal,Restaurante Icónico,Restaurante Icónico,bar_notable; restaurante_iconico,sin_verificar,,,,False,,,,,,-34.622781,-58.393652,REFERENTES_2026,media
ICO-013,Restaurante Oviedo,BERUTI 2602,Recoleta,Restaurante Icónico,Restaurante Icónico,restaurante_iconico,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.592036,-58.402947,REFERENTES_2026,alta
ICO-014,Sorrento,"MOREAU DE JUSTO, ALICIA AV. 420",Puerto Madero,Restaurante Icónico,Restaurante Icónico,restaurante_iconico,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.602294,-58.36721,REFERENTES_2026,alta
ICO-015,Tancat,PARAGUAY 645,Retiro,Restaurante Icónico,Restaurante Icónico,restaurante_iconico,si,v2,2026-08-07,"Instagram @tancattasca · verificación humana de Diego, 07/08/2026",False,,,,,,-34.597508,-58.376145,REFERENTES_2026,alta
ICO-016,Zum Edelweiss,LIBERTAD 431,San Nicolas,Restaurante Icónico,Restaurante Icónico,restaurante_iconico,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.603388,-58.383693,REFERENTES_2026,media
MG-0001,Mercado de San Telmo,Defensa 961,San Telmo,Mercado/patio,Mercado o patio documentado,,sin_verificar,,,,True,Decreto 12/2001,,,,,-34.619168,-58.371593,REFERENTES_2026,alta
MG-0002,Mercado de Belgrano,Av. Juramento 2527,,Mercado/patio,Mercado o patio documentado,,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.562848,-58.458147,REFERENTES_2026 + dirección documental,sin_resolver
MG-0003,Mercado del Progreso,Av. Rivadavia 5430,,Mercado/patio,Mercado o patio documentado,,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.621044,-58.441696,REFERENTES_2026 + dirección documental,sin_resolver
MG-0004,Mercat Villa Crespo,,,Mercado/patio,Mercado o patio documentado,,sin_verificar,,,,False,,,,,,,,REFERENTES_2026,sin_resolver
MG-0006,Patio de los Lecheros,Av. Tte. Gral. Donato Alvarez 175,,Mercado/patio,Mercado o patio documentado,,sin_verificar,,,,False,,,,,,-34.622968,-58.455206,REFERENTES_2026 + dirección documental,sin_resolver
MG-0008,Mercado Bonpland,Bonpland 1660,,Mercado/patio,Mercado o patio documentado,,sin_verificar,,,,False,,,,,,-34.583708,-58.437834,REFERENTES_2026 + dirección documental,sin_resolver
MG-0010,Smart Plaza Parque Patricios,,,Mercado/patio,Mercado o patio documentado,,sin_verificar,,,,False,,,,,,,,REFERENTES_2026,sin_resolver
MG-0011,Patio Costanera Norte,Avenida Costanera Rafael Obligado 7010,Belgrano,Mercado/patio,Mercado o patio documentado,,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.5443,-58.43215,REFERENTES_2026,alta
MG-0012,Patio Gastronomico Rodrigo Bueno,Av. Espana 2230,,Mercado/patio,Mercado o patio documentado,,sin_verificar,,,,False,,,,,,-34.622974,-58.353717,REFERENTES_2026 + dirección documental,sin_resolver
MG-0013,Mercado San Nicolas,,,Mercado/patio,Mercado o patio documentado,,sin_verificar,,,,False,,,,,,,,REFERENTES_2026,sin_resolver
MG-0017,Gourmand Food Hall,,,Mercado/patio,Mercado o patio documentado,,sin_verificar,,,,False,,,,,,,,REFERENTES_2026,sin_resolver
MIC-001,4ta Pared,Habana 3499,Villa Devoto,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,,,,,-34.594084,-58.507376,REFERENTES_2026,alta
MIC-002,Trescha,Murillo 725,Villa Crespo,MICHELIN,Una Estrella,,sin_verificar,,,,False,,,,,,-34.600335,-58.444028,REFERENTES_2026,alta
MIC-003,MN Santa Inés,Ávalos 360,Paternal,MICHELIN,Bib Gourmand,,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.592784,-58.467636,REFERENTES_2026,alta
MIC-004,Fico,Muñecas 775,Villa Crespo,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.600741,-58.44549,REFERENTES_2026,alta
MIC-005,Han,Vera 966,Villa Crespo,MICHELIN,Una Estrella,,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.594888,-58.441652,REFERENTES_2026,alta
MIC-006,Mercado de Liniers,Gorriti 6012,Palermo,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,,,,,-34.581688,-58.441598,REFERENTES_2026,alta
MIC-007,Horta,Aguirre 1080,Villa Crespo,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,,,,,-34.592503,-58.440557,REFERENTES_2026,alta
MIC-008,Chuí,Loyola 1250,Villa Crespo,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,,,,,-34.590044,-58.441137,REFERENTES_2026,alta
MIC-009,Crizia,Fitz Roy 1819,Palermo,MICHELIN,Una Estrella,,sin_verificar,,,,False,,,,,,-34.583209,-58.435151,REFERENTES_2026,alta
MIC-010,Reliquia,Ángel Justiniano Carranza 1601,Palermo,MICHELIN,Bib Gourmand,,sin_verificar,,,,False,,,,,,-34.58328,-58.439119,REFERENTES_2026,alta
MIC-011,Ácido,Charlone 999,Chacarita,MICHELIN,Bib Gourmand,,sin_verificar,,,,False,,,,,,-34.580768,-58.4578,REFERENTES_2026,alta
MIC-012,Ajo Negro - Mar de Tapas,Avenida Córdoba 6237,Chacarita,MICHELIN,Bib Gourmand,,sin_verificar,,,,False,,,,,,-34.583019,-58.448034,REFERENTES_2026,alta
MIC-013,ANAFE,Virrey Avilés 3216,Colegiales,MICHELIN,Bib Gourmand,,sin_verificar,,,,False,,,,,,-34.573892,-58.458955,REFERENTES_2026,alta
MIC-014,La Alacena Trattoria,Gascón 1401,Palermo,MICHELIN,Bib Gourmand,,sin_verificar,,,,False,,,,,,-34.594011,-58.422791,REFERENTES_2026,alta
MIC-015,Mengano,José Antonio Cabrera 5172,Palermo,MICHELIN,Bib Gourmand,,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.588943,-58.433757,REFERENTES_2026,alta
MIC-016,Julia,Loyola 807,Villa Crespo,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,,,,,-34.593368,-58.437876,REFERENTES_2026,alta
MIC-017,Picarón,Avenida Dorrego 866,Chacarita,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,,,,,-34.591115,-58.447086,REFERENTES_2026,alta
MIC-018,Anchoíta,Juan Ramírez de Velasco 1520,Chacarita,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.589461,-58.445298,REFERENTES_2026,alta
MIC-019,Alcanfor,Aguirre 949,Villa Crespo,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.593746,-58.439242,REFERENTES_2026,alta
MIC-020,A Fuego Fuerte,Bonpland 1670,Palermo,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.583595,-58.437705,REFERENTES_2026,alta
MIC-021,Fogón Asado,Uriarte 1423,Palermo,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.58852,-58.433587,REFERENTES_2026,alta
MIC-022,Nika Club Omakase,Nicaragua 5952,Palermo,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,,,,,-34.5789,-58.437129,REFERENTES_2026,alta
MIC-023,Don Julio,Guatemala 4699,Palermo,MICHELIN,Una Estrella,,sin_verificar,,,,False,,,,,,-34.586392,-58.424304,REFERENTES_2026,alta
MIC-024,Garabato Bistro,O'Higgins 3424,Nuñez,MICHELIN,Bib Gourmand,,sin_verificar,,,,False,,,,,,-34.548501,-58.463572,REFERENTES_2026,alta
MIC-025,Caseros,Avenida Caseros 486,Barracas,MICHELIN,Bib Gourmand,,sin_verificar,,,,False,,,,,,-34.626816,-58.371734,REFERENTES_2026,alta
MIC-026,Uni Omakase,Guatemala 5820,Palermo,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,,,,,-34.578581,-58.434262,REFERENTES_2026,alta
MIC-027,Restó SCA,Montevideo 938,Recoleta,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,,,,,-34.598001,-58.389789,REFERENTES_2026,alta
MIC-028,Ultramarinos,Pasaje Arribeños 1980,,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,,,,,,,REFERENTES_2026,sin_resolver
MIC-029,Michel Rolland Grill & Wine,Juana Manso 1760,Puerto Madero,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.619238,-58.361564,REFERENTES_2026,alta
MIC-030,Roux,Peña 2300,Recoleta,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.590733,-58.397336,REFERENTES_2026,alta
MIC-031,República del Fuego,Juncal 2682,Recoleta,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,,,,,-34.589779,-58.404128,REFERENTES_2026,alta
MIC-032,Buri Omakase,Guatemala 5781,Palermo,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,,,,,-34.578876,-58.433715,REFERENTES_2026,alta
MIC-033,Piedra Pasillo Al Fondo,Campos Salles 2145,Nuñez,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,,,,,-34.550759,-58.463338,REFERENTES_2026,alta
MIC-034,Niño Gordo,Thames 1810,Palermo,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,,,,,-34.5866,-58.429023,REFERENTES_2026,alta
MIC-035,Casa Veltri,Juncal 1642,Recoleta,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.594177,-58.390974,REFERENTES_2026,alta
MIC-036,José El Carnicero,Thames 2316,Palermo,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,,,,,-34.582803,-58.423822,REFERENTES_2026,alta
MIC-037,Mishiguene,Lafinur 3368,Palermo,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,,,,,-34.577021,-58.412208,REFERENTES_2026,alta
MIC-038,El Preferido de Palermo,Jorge Luis Borges 2108,Palermo,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,,,,,-34.585456,-58.4253,REFERENTES_2026,alta
MIC-039,Evelia,Campos Salles 1712,Nuñez,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,,,,,-34.548355,-58.458392,REFERENTES_2026,alta
MIC-040,Ness,Grecia 3691,Nuñez,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,,,,,-34.545719,-58.463724,REFERENTES_2026,alta
MIC-041,Raggio Osteria,Gurruchaga 2121,Palermo,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,,,,,-34.586135,-58.424182,REFERENTES_2026,alta
MIC-042,Osaka Concepción,Concepción Arenal 2913,Colegiales,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,,,,,-34.578551,-58.441801,REFERENTES_2026,alta
MIC-043,Corte Comedor,Avenida Olazábal 1391,Belgrano,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,,,,,-34.554079,-58.448133,REFERENTES_2026,alta
MIC-044,Elena,Posadas 1086/88,Retiro,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,,,,,-34.590154,-58.382258,REFERENTES_2026,alta
MIC-045,Aramburu,Vicente López 1661,Recoleta,MICHELIN,Dos Estrellas,,sin_verificar,,,,False,,,,,,-34.591981,-58.389545,REFERENTES_2026,alta
MIC-046,Duhau Restaurante & Vinoteca,Avenida Alvear 1661,Recoleta,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,,,,,-34.589406,-58.38643,REFERENTES_2026,media
MIC-047,Gioia Cocina Botánica,Posadas 1350,Recoleta,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,,,,,-34.588486,-58.385579,REFERENTES_2026,alta
MIC-048,Chuchú,Avenida del Libertador 405,Retiro,MICHELIN,Bib Gourmand,,sin_verificar,,,,False,,,,,,-34.589982,-58.379361,REFERENTES_2026,alta
MIC-049,Bis Bistró,Vicente López 1661 Local 12,Recoleta,MICHELIN,Bib Gourmand,,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.591981,-58.389545,REFERENTES_2026,alta
MIC-050,Presencia,Montevideo 1789,Retiro,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,,,,,-34.590008,-58.386103,REFERENTES_2026,alta
MIC-051,Cabaña Las Lilas,Avenida Alicia Moreau de Justo 516,Puerto Madero,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.603631,-58.36706,REFERENTES_2026,alta
MIC-052,Casa Palanti,Ortiz de Ocampo 2901,Palermo,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,,,,,-34.577981,-58.402433,REFERENTES_2026,alta
MIC-053,La Cabaña,Avenida Alicia Moreau de Justo 580,Puerto Madero,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.604104,-58.367006,REFERENTES_2026,alta
MIC-054,Kōnā,Castañeda 1899,Belgrano,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,,,,,-34.553373,-58.437036,REFERENTES_2026,alta
MIC-055,Sottovoce,Avenida del Libertador 1098,Recoleta,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,,,,,-34.586089,-58.387478,REFERENTES_2026,alta
MIC-056,Narda Comedor,Mariscal Antonio José de Sucre 664,Belgrano,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,,,,,-34.553046,-58.436699,REFERENTES_2026,alta
MIC-057,Fervor,Posadas 1519,Recoleta,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,OPERATIONAL,2026-08-08,,,-34.587315,-58.387386,REFERENTES_2026,alta
MIC-058,Casa Cavia,Cavia 2985,Palermo,MICHELIN,Recomendado/seleccionado,,sin_verificar,,,,False,,,,,,-34.577456,-58.407236,REFERENTES_2026,alta
PAT-001,Pena Los Amigos / Bar El Chino,Beazley 3566,Nueva Pompeya,Patrimonio normativo,Sitio de Interes Cultural,sitio_interes_cultural,dudosa,,2026-08-07,Sitio de Interés Cultural 1999; sin cobertura posterior a 2017.,True,norma 421/99,,,,,-34.65314,-58.409913,evidencia_2026 · patrimonio_normativo,alta
PAT-002,Bar Catedral Tango,Timoteo Gordillo 2498,Mataderos,Patrimonio normativo,Sitio de Interes Cultural,sitio_interes_cultural,sin_verificar,,,,True,-,,,,,-34.662959,-58.501138,evidencia_2026 · patrimonio_normativo,alta
PAT-003,Edificios Administrativos del Antiguo Matadero,Av. Lisandro de la Torre y Av. de los Corrales,Mataderos,Patrimonio normativo,Monumento Historico Nacional + APH 21,APH,sin_verificar,,,,True,Decreto 1021/1979,,,,,-34.662558,-58.500164,evidencia_2026 · patrimonio_normativo,alta
