wikidata_id,nombre,declaratoria,direccion_declarada,direccion_consultada,direccion_normalizada,tipo_normalizacion,lon,lat,fundacion,sitio_web,barrio_declarado_en_wikidata,clase_en_wikidata,geocodificacion,listado_no_exhaustivo,la_declaratoria_no_es_calidad,fuente,barrio,comuna
Q56826634,Clásica y moderna,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Av. Callao 892,Av. Callao 892,"CALLAO AV. 892, CABA",calle_altura,-58.393113,-34.599001,,,Recoleta,librería,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),Recoleta,2.0
Q56826635,Confitería del Hotel Castelar,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Av. de Mayo 1148/50/52,Av. de Mayo 1148,"DE MAYO AV. 1148, CABA",calle_altura,-58.382739,-34.609219,,http://www.castelarhotel.com.ar,Monserrat,cafetería,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),Monserrat,1.0
Q56826639,Confitería Queen Bess,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Av. Santa Fe 868,Av. Santa Fe 868,"SANTA FE AV. 868, CABA",calle_altura,-58.379452,-34.595263,,,Retiro,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),Retiro,1.0
Q56826641,Confitería Saint Moritz,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Esmeralda 894,Esmeralda 894,"ESMERALDA 894, CABA",calle_altura,-58.3784,-34.597786,,,Retiro,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),Retiro,1.0
Q56826659,El Banderín,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Guardia Vieja 3601,Guardia Vieja 3601,"GUARDIA VIEJA 3601, CABA",calle_altura,-58.415489,-34.601649,,,Almagro,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),Almagro,5.0
Q56826662,El Buzón,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Esquiu 1393,Esquiu 1393,"ESQUIU 1393, CABA",calle_altura,-58.423403,-34.65116,,,Nueva Pompeya,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),Nueva Pompeya,4.0
Q56826665,El Coleccionista,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Rivadavia 4929,Rivadavia 4929,"RIVADAVIA AV. 4929, CABA",calle_altura,-58.434687,-34.617422,,,Caballito,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),Caballito,6.0
Q56826668,El Faro,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Av. de los Constituyentes 4099,Av. de los Constituyentes 4099,"DE LOS CONSTITUYENTES AV. 4099, CABA",calle_altura,-58.488592,-34.584925,,,Parque Chas,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),Parque Chas,15.0
Q56826669,El Hipopotamo,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Brasil 401,Brasil 401,"BRASIL 401, CABA",calle_altura,-58.371288,-34.625331,,,San Telmo,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),San Telmo,1.0
Q56826677,El Progreso,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Av. Montes de Oca 1702,Av. Montes de Oca 1702,"MONTES DE OCA, MANUEL AV. 1702, CABA",calle_altura,-58.372883,-34.646725,,http://www.barelprogreso.com.ar,Barracas,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),Barracas,4.0
Q56826685,El Querandi,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Peru 302,Peru 302,"PERU 302, CABA",calle_altura,-58.374749,-34.611647,1920-01-01,,Buenos Aires,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),Monserrat,1.0
Q56826687,El Símbolo,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Av. Corrientes 3787,Av. Corrientes 3787,"CORRIENTES AV. 3787, CABA",calle_altura,-58.417844,-34.603404,,,Almagro,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),Almagro,5.0
Q56826712,El Tokio,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Av. Alvarez Jonte 3550,Av. Alvarez Jonte 3550,"ALVAREZ JONTE AV. 3550, CABA",calle_altura,-58.491572,-34.612407,,,Villa Santa Rita,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),Villa Santa Rita,11.0
Q56826717,El Viejo Buzón,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Neuquen 1100,Neuquen 1100,"NEUQUEN 1100, CABA",calle_altura,-58.448852,-34.615898,,,Caballito,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),Caballito,6.0
Q56826722,Florida Garden,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Florida 899,Florida 899,"FLORIDA 899, CABA",calle_altura,-58.375352,-34.597613,,,Retiro,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),Retiro,1.0
Q56826729,Bar Imperio,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Av. Callao 181,Av. Callao 181,"CALLAO AV. 181, CABA",calle_altura,-58.392003,-34.607022,,,San Nicolás,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),San Nicolas,1.0
Q56826757,La Academia,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Av. Callao 368,Av. Callao 368,"CALLAO AV. 368, CABA",calle_altura,-58.392357,-34.604902,,,Balvanera,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),Balvanera,3.0
Q56826830,La Buena Medida,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Suarez 101,Suarez 101,"SUAREZ 101, CABA",calle_altura,-58.355061,-34.633746,,,La Boca,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),La Boca,4.0
Q56826833,La Embajada,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Santiago del Estero 88,Santiago del Estero 88,"SANTIAGO DEL ESTERO 88, CABA",calle_altura,-58.384794,-34.609608,,,Monserrat,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),Monserrat,1.0
Q56826839,La Esquina de Aníbal Troilo,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Paraguay 1500,Paraguay 1500,"PARAGUAY 1500, CABA",calle_altura,-58.388093,-34.598398,,,Recoleta,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),Recoleta,2.0
Q56826842,La Farmacia,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Av. Directorio 2400,Av. Directorio 2400,"DIRECTORIO AV. 2400, CABA",calle_altura,-58.460605,-34.633541,,,Flores,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),Flores,7.0
Q56826883,La Flor de Barracas,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Av. Suárez 2095,Av. Suárez 2095,"SUAREZ AV. 2095, CABA",calle_altura,-58.379497,-34.641822,,http://laflordebarracas.com.ar/,Barracas,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),Barracas,4.0
Q56826886,La Nueva Andaluza,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Camarones 1412,Camarones 1412,"CAMARONES 1412, CABA",calle_altura,-58.462342,-34.603716,,,Villa General Mitre,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),Villa Gral. Mitre,11.0
Q56826888,La Perla,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Don Pedro de Mendoza 1899,Don Pedro de Mendoza 1899,"DON PEDRO DE MENDOZA AV. 1899, CABA",calle_altura,-58.361731,-34.639338,,,La Boca,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),La Boca,4.0
Q56826891,Le Caravelle,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Lavalle 726,Lavalle 726,"LAVALLE 726, CABA",calle_altura,-58.377159,-34.602372,,,San Nicolás,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),San Nicolas,1.0
Q56826892,Café London City,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Av. De Mayo 599,Av. De Mayo 599,"DE MAYO AV. 599, CABA",calle_altura,-58.37474,-34.608508,1890-01-01,,Buenos Aires,cafetería · grandes almacenes,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),Monserrat,1.0
Q56826893,Los Galgos,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Av. Callao 501,Av. Callao 501,"CALLAO AV. 501, CABA",calle_altura,-58.392326,-34.602955,1930-01-01,,Buenos Aires,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),San Nicolas,1.0
Q56826895,Los Laureles,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Iriarte 2290,Iriarte 2290,"IRIARTE, GRAL. AV. 2290, CABA",calle_altura,-58.37943,-34.64945,,,Barracas,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),Barracas,4.0
Q56826897,Mar Azul,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Tucumán 1700,Tucumán 1700,"TUCUMAN 1700, CABA",calle_altura,-58.391132,-34.601939,,,San Nicolás,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),San Nicolas,1.0
Q56826898,Miramar,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Sarandí 1190,Sarandí 1190,"SARANDI 1190, CABA",calle_altura,-58.393748,-34.622663,,,San Cristóbal,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),San Cristobal,3.0
Q56826903,Ocho Esquinas,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Av. Forest 1186,Av. Forest 1186,"FOREST AV. 1186, CABA",calle_altura,-58.460138,-34.578517,,,Chacarita,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),Chacarita,15.0
Q56826923,Paulín,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Sarmiento 643,Sarmiento 643,"SARMIENTO 643, CABA",calle_altura,-58.375796,-34.604575,,,San Nicolás,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),San Nicolas,1.0
Q56826926,Plaza Bar,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Florida 1005,Florida 1005,"FLORIDA 1005, CABA",calle_altura,-58.375112,-34.595775,,,Retiro,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),Retiro,1.0
Q56826928,Plaza Café,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Av. Rivadavia 4732,Av. Rivadavia 4732,"RIVADAVIA AV. 4732, CABA",calle_altura,-58.432096,-34.616452,,,Caballito,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),Caballito,6.0
Q56826945,Stylo Café,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Fernandez De Enciso 3934,Fernandez De Enciso 3934,"FERNANDEZ DE ENCISO 3934, CABA",calle_altura,-58.512648,-34.601354,,,Villa Devoto,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),Villa Devoto,11.0
Q56826948,The New Brighton,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Sarmiento 645,Sarmiento 645,"SARMIENTO 645, CABA",calle_altura,-58.375796,-34.604575,,,San Nicolás,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),San Nicolas,1.0
Q56826949,Varela Varelita,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Av. Scalabrini Ortiz 2102,Av. Scalabrini Ortiz 2102,"SCALABRINI ORTIZ, RAUL AV. 2102, CABA",calle_altura,-58.420109,-34.58764,,,Palermo,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),Palermo,14.0
Q56826950,Victoria,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Bolívar 104,Bolívar 104,"BOLIVAR 104, CABA",calle_altura,-58.373451,-34.609201,,,Monserrat,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),Monserrat,1.0
Q5719207,Bar El Federal,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Carlos Calvo 599,Carlos Calvo 599,"CALVO, CARLOS 599, CABA",calle_altura,-58.374145,-34.619619,,http://www.losnotables.com.ar/,San Telmo,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),San Telmo,1.0
Q5739055,La Giralda,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Av. Corrientes 1453,Av. Corrientes 1453,"CORRIENTES AV. 1453, CABA",calle_altura,-58.387286,-34.604052,,,San Nicolás,cafetería,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),San Nicolas,1.0
Q5739192,Café de García,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Sanabria 3302,Sanabria 3302,"SANABRIA 3302, CABA",calle_altura,-58.51059,-34.606356,,,Villa Devoto,cafetería,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),Villa Devoto,11.0
Q5782924,Confitería Ideal,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Suipacha 384,Suipacha 384,"SUIPACHA 384, CABA",calle_altura,-58.37949,-34.603924,,,San Nicolás,cafetería,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),San Nicolas,1.0
Q5782926,Confitería Richmond,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),,nan,"BERGANTIN NANCY, CABA, CABA",calle,,,1917-01-01,,San Nicolás,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),,
Q5822000,El Gato Negro,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),,nan,"BERGANTIN NANCY, CABA, CABA",calle,,,,https://www.donvictoriano.com.ar/,San Nicolás,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),,
Q5822943,El Preferido de Palermo,Bar Notable (declaratoria patrimonial de la Ciudad Autónoma de Buenos Aires),Jorge L. Borges 2108,Jorge L. Borges 2108,"BORGES, JORGE LUIS 2108, CABA",calle_altura,-58.4253,-34.585456,,,Palermo,edificio,USIG · normalizador GCBA,"Listado NO exhaustivo: son los Bares Notables cargados en Wikidata con su declaratoria patrimonial, no el registro oficial completo.","«Bar Notable» es una declaratoria, es decir un acto administrativo por valor patrimonial, arquitectónico o cultural. NO es una calificación de calidad gastronómica y no debe leerse como recomendación.",Wikidata (CC0 1.0) · geocodificación USIG (GCBA),Palermo,14.0
