quarantine_path,orig_path,name,ext,size_bytes,mtime,family,quarantine_reason_subdir,references_found,prev_classification,classification,risk,recommendation,disposition_2026_06_29
_delete_candidates/mercados_gastro/csv_intermedios/google_places_posibles_omitidos_v2.csv,outputs/mercados_caba/sanitized/google_places_posibles_omitidos_v2.csv,google_places_posibles_omitidos_v2.csv,csv,4774,2026-06-24 10:51,mercados,mercados_gastro/csv_intermedios,src\mercados_caba\google_places_mercados_enrichment.py,REVIEW_REQUIRED,REVIEW_REQUIRED,medio,CSV con referencia en script vigente (no en la cadena del PDF final). Confirmar uso antes de borrar.,ARCHIVADO -> _archive_historico/mercados_gastro/csv_intermedios_referenciados/google_places_posibles_omitidos_v2.csv
_delete_candidates/mercados_gastro/csv_intermedios/horarios_documentados_mercados_vfinal_v2.csv,outputs/mercados_caba/sanitized/horarios_documentados_mercados_vfinal_v2.csv,horarios_documentados_mercados_vfinal_v2.csv,csv,4144,2026-06-26 15:03,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/indicadores_mercados_gastronomicos_v3.csv,outputs/mercados_caba/sanitized/indicadores_mercados_gastronomicos_v3.csv,indicadores_mercados_gastronomicos_v3.csv,csv,624,2026-06-24 16:53,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/mapa_mercados_gastronomicos_v3.html,outputs/mercados_caba/sanitized/mapa_mercados_gastronomicos_v3.html,mapa_mercados_gastronomicos_v3.html,html,19076,2026-06-24 16:54,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),SAFE_TO_DELETE_AFTER_APPROVAL,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,Salida regenerable (gráfico/mapa/pack/pdf/html) de versión vieja. No usada por la cadena vigente; el validador actualizado no la exige.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/mapa_mercados_gastronomicos_v4.html,outputs/mercados_caba/sanitized/mapa_mercados_gastronomicos_v4.html,mapa_mercados_gastronomicos_v4.html,html,19075,2026-06-24 21:35,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),SAFE_TO_DELETE_AFTER_APPROVAL,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,Salida regenerable (gráfico/mapa/pack/pdf/html) de versión vieja. No usada por la cadena vigente; el validador actualizado no la exige.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/mercados_candidatos_iniciales.csv,outputs/mercados_caba/sanitized/mercados_candidatos_iniciales.csv,mercados_candidatos_iniciales.csv,csv,2537,2026-06-23 16:14,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/mercados_fuera_alcance_v0.csv,outputs/mercados_caba/sanitized/mercados_fuera_alcance_v0.csv,mercados_fuera_alcance_v0.csv,csv,699,2026-06-23 17:53,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/mercados_gastronomicos_activos_v1.csv,outputs/mercados_caba/sanitized/mercados_gastronomicos_activos_v1.csv,mercados_gastronomicos_activos_v1.csv,csv,2331,2026-06-23 18:14,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/mercados_gastronomicos_activos_v1_2.csv,outputs/mercados_caba/sanitized/mercados_gastronomicos_activos_v1_2.csv,mercados_gastronomicos_activos_v1_2.csv,csv,2367,2026-06-23 18:36,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/mercados_gastronomicos_activos_v2.csv,outputs/mercados_caba/sanitized/mercados_gastronomicos_activos_v2.csv,mercados_gastronomicos_activos_v2.csv,csv,2258,2026-06-24 10:53,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/mercados_gastronomicos_activos_v2_2.csv,outputs/mercados_caba/sanitized/mercados_gastronomicos_activos_v2_2.csv,mercados_gastronomicos_activos_v2_2.csv,csv,1723,2026-06-24 11:43,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/mercados_gastronomicos_activos_v2_4.csv,outputs/mercados_caba/sanitized/mercados_gastronomicos_activos_v2_4.csv,mercados_gastronomicos_activos_v2_4.csv,csv,1832,2026-06-24 16:37,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/mercados_gastronomicos_activos_v3.csv,outputs/mercados_caba/sanitized/mercados_gastronomicos_activos_v3.csv,mercados_gastronomicos_activos_v3.csv,csv,4007,2026-06-24 16:52,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/mercados_gastronomicos_candidatos_v0.csv,outputs/mercados_caba/sanitized/mercados_gastronomicos_candidatos_v0.csv,mercados_gastronomicos_candidatos_v0.csv,csv,10703,2026-06-23 17:52,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/mercados_gastronomicos_candidatos_v1.csv,outputs/mercados_caba/sanitized/mercados_gastronomicos_candidatos_v1.csv,mercados_gastronomicos_candidatos_v1.csv,csv,11989,2026-06-23 18:13,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/mercados_gastronomicos_candidatos_v1_2.csv,outputs/mercados_caba/sanitized/mercados_gastronomicos_candidatos_v1_2.csv,mercados_gastronomicos_candidatos_v1_2.csv,csv,12265,2026-06-23 18:36,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/mercados_gastronomicos_candidatos_v2.csv,outputs/mercados_caba/sanitized/mercados_gastronomicos_candidatos_v2.csv,mercados_gastronomicos_candidatos_v2.csv,csv,3671,2026-06-24 10:53,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/mercados_gastronomicos_candidatos_v2_2.csv,outputs/mercados_caba/sanitized/mercados_gastronomicos_candidatos_v2_2.csv,mercados_gastronomicos_candidatos_v2_2.csv,csv,3683,2026-06-24 11:43,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/mercados_gastronomicos_cerrados_o_no_activos_v1.csv,outputs/mercados_caba/sanitized/mercados_gastronomicos_cerrados_o_no_activos_v1.csv,mercados_gastronomicos_cerrados_o_no_activos_v1.csv,csv,721,2026-06-23 18:14,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/mercados_gastronomicos_en_revision_v2_2.csv,outputs/mercados_caba/sanitized/mercados_gastronomicos_en_revision_v2_2.csv,mercados_gastronomicos_en_revision_v2_2.csv,csv,1270,2026-06-24 11:43,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/mercados_gastronomicos_no_activos_v3.csv,outputs/mercados_caba/sanitized/mercados_gastronomicos_no_activos_v3.csv,mercados_gastronomicos_no_activos_v3.csv,csv,2166,2026-06-24 16:52,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/mercados_gastronomicos_no_activos_v4.csv,outputs/mercados_caba/sanitized/mercados_gastronomicos_no_activos_v4.csv,mercados_gastronomicos_no_activos_v4.csv,csv,2408,2026-06-24 20:52,mercados,mercados_gastro/csv_intermedios,src\mercados_caba\build_pdf_from_markdown_master.py,REVIEW_REQUIRED,REVIEW_REQUIRED,medio,"Insumo de un builder vigente SOLO en su modo standalone/main() (NO lo usa la cadena del PDF final, probado con cuarentena desactivada). Conservar por si se corre ese builder directo.",ARCHIVADO -> _archive_historico/mercados_gastro/csv_intermedios_referenciados/mercados_gastronomicos_no_activos_v4.csv
_delete_candidates/mercados_gastro/csv_intermedios/mercados_gastronomicos_no_contabilizados_v1_2.csv,outputs/mercados_caba/sanitized/mercados_gastronomicos_no_contabilizados_v1_2.csv,mercados_gastronomicos_no_contabilizados_v1_2.csv,csv,3139,2026-06-23 18:36,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/mercados_gastronomicos_no_contabilizados_v2.csv,outputs/mercados_caba/sanitized/mercados_gastronomicos_no_contabilizados_v2.csv,mercados_gastronomicos_no_contabilizados_v2.csv,csv,1902,2026-06-24 10:16,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/mercados_gastronomicos_no_contabilizados_v2_2.csv,outputs/mercados_caba/sanitized/mercados_gastronomicos_no_contabilizados_v2_2.csv,mercados_gastronomicos_no_contabilizados_v2_2.csv,csv,1888,2026-06-24 11:43,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/mercados_gastronomicos_pendientes_v1.csv,outputs/mercados_caba/sanitized/mercados_gastronomicos_pendientes_v1.csv,mercados_gastronomicos_pendientes_v1.csv,csv,3310,2026-06-23 18:24,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/mercados_gastronomicos_pendientes_v1_2.csv,outputs/mercados_caba/sanitized/mercados_gastronomicos_pendientes_v1_2.csv,mercados_gastronomicos_pendientes_v1_2.csv,csv,1674,2026-06-23 18:36,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/mercados_gastronomicos_posibles_omitidos_v2.csv,outputs/mercados_caba/sanitized/mercados_gastronomicos_posibles_omitidos_v2.csv,mercados_gastronomicos_posibles_omitidos_v2.csv,csv,2062,2026-06-24 10:55,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/mercados_gastronomicos_posibles_omitidos_v2_2.csv,outputs/mercados_caba/sanitized/mercados_gastronomicos_posibles_omitidos_v2_2.csv,mercados_gastronomicos_posibles_omitidos_v2_2.csv,csv,2466,2026-06-24 11:43,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/mercados_pendientes_revision_v0.csv,outputs/mercados_caba/sanitized/mercados_pendientes_revision_v0.csv,mercados_pendientes_revision_v0.csv,csv,2347,2026-06-23 18:25,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/oportunidades_gestion_mercados_v4.csv,outputs/mercados_caba/sanitized/oportunidades_gestion_mercados_v4.csv,oportunidades_gestion_mercados_v4.csv,csv,3316,2026-06-26 10:49,mercados,mercados_gastro/csv_intermedios,src\mercados_caba\build_pdf_final_v4_1_from_v3.py,REVIEW_REQUIRED,REVIEW_REQUIRED,medio,"Insumo de un builder vigente SOLO en su modo standalone/main() (NO lo usa la cadena del PDF final, probado con cuarentena desactivada). Conservar por si se corre ese builder directo.",ARCHIVADO -> _archive_historico/mercados_gastro/csv_intermedios_referenciados/oportunidades_gestion_mercados_v4.csv
_delete_candidates/mercados_gastro/csv_intermedios/oportunidades_politica_publica_mercados_v3.csv,outputs/mercados_caba/sanitized/oportunidades_politica_publica_mercados_v3.csv,oportunidades_politica_publica_mercados_v3.csv,csv,998,2026-06-24 16:53,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/pilotos_recomendados_mercados_v4.csv,outputs/mercados_caba/sanitized/pilotos_recomendados_mercados_v4.csv,pilotos_recomendados_mercados_v4.csv,csv,3025,2026-06-26 10:49,mercados,mercados_gastro/csv_intermedios,src\mercados_caba\build_pdf_final_v4_1_from_v3.py,REVIEW_REQUIRED,REVIEW_REQUIRED,medio,"Insumo de un builder vigente SOLO en su modo standalone/main() (NO lo usa la cadena del PDF final, probado con cuarentena desactivada). Conservar por si se corre ese builder directo.",ARCHIVADO -> _archive_historico/mercados_gastro/csv_intermedios_referenciados/pilotos_recomendados_mercados_v4.csv
_delete_candidates/mercados_gastro/csv_intermedios/publicos_objetivo_mercados_v3.csv,outputs/mercados_caba/sanitized/publicos_objetivo_mercados_v3.csv,publicos_objetivo_mercados_v3.csv,csv,783,2026-06-24 16:53,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/publicos_objetivo_mercados_vfinal.csv,outputs/mercados_caba/sanitized/publicos_objetivo_mercados_vfinal.csv,publicos_objetivo_mercados_vfinal.csv,csv,5752,2026-06-25 23:31,mercados,mercados_gastro/csv_intermedios,src\mercados_caba\build_pdf_final_v4_1_from_v3.py; src\mercados_caba\build_pdf_from_markdown_master.py,REVIEW_REQUIRED,REVIEW_REQUIRED,medio,"Insumo de un builder vigente SOLO en su modo standalone/main() (NO lo usa la cadena del PDF final, probado con cuarentena desactivada). Conservar por si se corre ese builder directo.",ARCHIVADO -> _archive_historico/mercados_gastro/csv_intermedios_referenciados/publicos_objetivo_mercados_vfinal.csv
_delete_candidates/mercados_gastro/csv_intermedios/referencias_documentales_visibles_v4.csv,outputs/mercados_caba/sanitized/referencias_documentales_visibles_v4.csv,referencias_documentales_visibles_v4.csv,csv,2559,2026-06-24 20:53,mercados,mercados_gastro/csv_intermedios,src\mercados_caba\build_pdf_from_markdown_master.py,REVIEW_REQUIRED,REVIEW_REQUIRED,medio,"Insumo de un builder vigente SOLO en su modo standalone/main() (NO lo usa la cadena del PDF final, probado con cuarentena desactivada). Conservar por si se corre ese builder directo.",ARCHIVADO -> _archive_historico/mercados_gastro/csv_intermedios_referenciados/referencias_documentales_visibles_v4.csv
_delete_candidates/mercados_gastro/csv_intermedios/resumen_relevamiento_mercados_v0.csv,outputs/mercados_caba/sanitized/resumen_relevamiento_mercados_v0.csv,resumen_relevamiento_mercados_v0.csv,csv,1827,2026-06-23 17:54,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/resumen_relevamiento_mercados_v1.csv,outputs/mercados_caba/sanitized/resumen_relevamiento_mercados_v1.csv,resumen_relevamiento_mercados_v1.csv,csv,1558,2026-06-23 18:15,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/resumen_relevamiento_mercados_v1_2.csv,outputs/mercados_caba/sanitized/resumen_relevamiento_mercados_v1_2.csv,resumen_relevamiento_mercados_v1_2.csv,csv,1509,2026-06-23 18:37,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/resumen_relevamiento_mercados_v2.csv,outputs/mercados_caba/sanitized/resumen_relevamiento_mercados_v2.csv,resumen_relevamiento_mercados_v2.csv,csv,2126,2026-06-24 10:54,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/resumen_relevamiento_mercados_v2_2.csv,outputs/mercados_caba/sanitized/resumen_relevamiento_mercados_v2_2.csv,resumen_relevamiento_mercados_v2_2.csv,csv,1618,2026-06-24 11:44,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/resumen_relevamiento_mercados_v2_4.csv,outputs/mercados_caba/sanitized/resumen_relevamiento_mercados_v2_4.csv,resumen_relevamiento_mercados_v2_4.csv,csv,1390,2026-06-24 16:38,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/resumen_relevamiento_mercados_v3.csv,outputs/mercados_caba/sanitized/resumen_relevamiento_mercados_v3.csv,resumen_relevamiento_mercados_v3.csv,csv,1391,2026-06-24 16:53,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/taxonomia_mercados.csv,outputs/mercados_caba/sanitized/taxonomia_mercados.csv,taxonomia_mercados.csv,csv,4828,2026-06-23 16:14,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/validacion_gourmand_food_hall_v2_4.csv,outputs/mercados_caba/sanitized/validacion_gourmand_food_hall_v2_4.csv,validacion_gourmand_food_hall_v2_4.csv,csv,1642,2026-06-24 16:37,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/docs_versiones_viejas/ANEXO_FUENTES_Y_METODOLOGIA_MERCADOS_V4.md,docs/mercados_caba/ANEXO_FUENTES_Y_METODOLOGIA_MERCADOS_V4.md,ANEXO_FUENTES_Y_METODOLOGIA_MERCADOS_V4.md,md,5727,2026-06-26 10:49,mercados,mercados_gastro/docs_versiones_viejas,src\mercados_caba\build_pdf_final_v4_1_from_v3.py,KEEP_AS_ARCHIVE,KEEP_AS_ARCHIVE,bajo,Documento/informe/pack de versión superada con valor histórico-documental. No requerido por la cadena vigente (validador actualizado ya no lo exige).,ARCHIVADO -> _archive_historico/mercados_gastro/docs_versiones_viejas/ANEXO_FUENTES_Y_METODOLOGIA_MERCADOS_V4.md
_delete_candidates/mercados_gastro/docs_versiones_viejas/ANEXO_HORARIOS_DOCUMENTADOS_MERCADOS_V2.md,docs/mercados_caba/ANEXO_HORARIOS_DOCUMENTADOS_MERCADOS_V2.md,ANEXO_HORARIOS_DOCUMENTADOS_MERCADOS_V2.md,md,5558,2026-06-26 15:03,mercados,mercados_gastro/docs_versiones_viejas,(ninguna funcional en cadena vigente),KEEP_AS_ARCHIVE,KEEP_AS_ARCHIVE,bajo,Documento/informe/pack de versión superada con valor histórico-documental. No requerido por la cadena vigente (validador actualizado ya no lo exige).,ARCHIVADO -> _archive_historico/mercados_gastro/docs_versiones_viejas/ANEXO_HORARIOS_DOCUMENTADOS_MERCADOS_V2.md
_delete_candidates/mercados_gastro/docs_versiones_viejas/ANEXO_TECNICO_MERCADOS_GASTRONOMICOS_CABA_V3.md,docs/mercados_caba/ANEXO_TECNICO_MERCADOS_GASTRONOMICOS_CABA_V3.md,ANEXO_TECNICO_MERCADOS_GASTRONOMICOS_CABA_V3.md,md,4148,2026-06-24 16:56,mercados,mercados_gastro/docs_versiones_viejas,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,KEEP_AS_ARCHIVE,bajo,Documento/informe/pack de versión superada con valor histórico-documental. No requerido por la cadena vigente (validador actualizado ya no lo exige).,ARCHIVADO -> _archive_historico/mercados_gastro/docs_versiones_viejas/ANEXO_TECNICO_MERCADOS_GASTRONOMICOS_CABA_V3.md
_delete_candidates/mercados_gastro/docs_versiones_viejas/AUDITORIA_VISUAL_INFORME_FINAL_MERCADOS.md,docs/mercados_caba/AUDITORIA_VISUAL_INFORME_FINAL_MERCADOS.md,AUDITORIA_VISUAL_INFORME_FINAL_MERCADOS.md,md,7078,2026-06-25 15:15,mercados,mercados_gastro/docs_versiones_viejas,(ninguna funcional en cadena vigente),KEEP_AS_ARCHIVE,KEEP_AS_ARCHIVE,bajo,Documento/informe/pack de versión superada con valor histórico-documental. No requerido por la cadena vigente (validador actualizado ya no lo exige).,ARCHIVADO -> _archive_historico/mercados_gastro/docs_versiones_viejas/AUDITORIA_VISUAL_INFORME_FINAL_MERCADOS.md
