id_habilitacion,fecha_habilitacion,anio_fuente,periodo_fuente,descripcion_rubro_original,categoria_gastronomica_inferida,confianza_categoria,direccion_original,barrio,comuna,superficie,requiere_validacion,motivo_validacion,estado_datos,fuentes_utilizadas,urls_fuentes,fecha_consulta_min,fecha_consulta_max,nota_metodologica,limitaciones,apto_dashboard
HAB0233500,2023-11-21,2023,2023,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,CASEROS AV. 1957;CASEROS AV. 1959,No determinado,No determinada,611,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0233501,2023-11-21,2023,2023,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,CASEROS AV. 1957;CASEROS AV. 1959,No determinado,No determinada,611,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0232572,2023-11-16,2023,2023,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,DORREGO AV. 1209,No determinado,No determinada,66,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0232573,2023-11-16,2023,2023,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,DORREGO AV. 1209,No determinado,No determinada,66,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0234266,2023-11-16,2023,2023,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,BULNES 1982,No determinado,No determinada,47,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0234267,2023-11-16,2023,2023,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,BULNES 1982,No determinado,No determinada,47,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0232780,2023-11-15,2023,2023,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,CUCHA CUCHA 998;FRANKLIN 1050,No determinado,No determinada,110,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0232781,2023-11-15,2023,2023,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,CUCHA CUCHA 998;FRANKLIN 1050,No determinado,No determinada,110,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0233225,2023-11-09,2023,2023,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,CABOTO 532,No determinado,No determinada,59,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0228928,2022-12-28,2022,2022,Fabricaci¢n de masas y dem s productos de pasteler¡a y sandwiches. Cocci¢n de productos de panader¡a cuando se reciba la masa ya elaborada.,Panaderia,0.9,LA PLATA AV. 684,No determinado,No determinada,45,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0228929,2022-12-28,2022,2022,Elaboraci¢n de productos de panader¡a con venta directa al p£blico.,Panaderia,0.9,LA PLATA AV. 684,No determinado,No determinada,45,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0229797,2022-12-22,2022,2022,Fabricaci¢n de masas y dem s productos de pasteler¡a y sandwiches. Cocci¢n de productos de panader¡a cuando se reciba la masa ya elaborada.,Panaderia,0.9,CORRIENTES AV. 6491,No determinado,No determinada,82,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0229798,2022-12-22,2022,2022,Elaboraci¢n de productos de panader¡a con venta directa al p£blico.,Panaderia,0.9,CORRIENTES AV. 6491,No determinado,No determinada,82,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0228078,2022-12-19,2022,2022,Fabricaci¢n de masas y dem s productos de pasteler¡a y sandwiches. Cocci¢n de productos de panader¡a cuando se reciba la masa ya elaborada.,Panaderia,0.9,"GALLARDO, ANGEL AV. 229",No determinado,No determinada,43,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0229217,2022-12-15,2022,2022,Fabricaci¢n de masas y dem s productos de pasteler¡a y sandwiches. Cocci¢n de productos de panader¡a cuando se reciba la masa ya elaborada.,Panaderia,0.9,MORENO 1999,No determinado,No determinada,43,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0227343,2022-12-06,2022,2022,Fabricaci¢n de masas y dem s productos de pasteler¡a y sandwiches. Cocci¢n de productos de panader¡a cuando se reciba la masa ya elaborada.,Panaderia,0.9,"ALBERDI, JUAN BAUTISTA AV. 6699;CA¥ADA DE GOMEZ 1890",No determinado,No determinada,41,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0228046,2022-12-02,2022,2022,Fabricaci¢n de masas y dem s productos de pasteler¡a y sandwiches. Cocci¢n de productos de panader¡a cuando se reciba la masa ya elaborada.,Panaderia,0.9,"GOMEZ, VALENTIN 3519;GOMEZ, VALENTIN 3521;GOMEZ, VALENTIN 3523;GOMEZ, VALENTIN 3519;GOMEZ, VALENTIN 3521;GOMEZ, VALENTIN 3523;GOMEZ, VALENTIN 3519;GOMEZ, VALENTIN 3521;GOMEZ, VALENTIN 3523",No determinado,No determinada,80,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0228047,2022-12-02,2022,2022,Elaboraci¢n de productos de panader¡a con venta directa al p£blico.,Panaderia,0.9,"GOMEZ, VALENTIN 3519;GOMEZ, VALENTIN 3521;GOMEZ, VALENTIN 3523;GOMEZ, VALENTIN 3519;GOMEZ, VALENTIN 3521;GOMEZ, VALENTIN 3523;GOMEZ, VALENTIN 3519;GOMEZ, VALENTIN 3521;GOMEZ, VALENTIN 3523",No determinado,No determinada,80,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0227748,2022-12-01,2022,2022,Elaboraci¢n de helados con venta directa al p£blico,Heladeria,0.9,ESTADO DE ISRAEL AV. 4751,No determinado,No determinada,193,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0229644,2022-12-01,2022,2022,Fabricaci¢n de masas y dem s productos de pasteler¡a y sandwiches. Cocci¢n de productos de panader¡a cuando se reciba la masa ya elaborada.,Panaderia,0.9,"URQUIZA, Gral. 580",No determinado,No determinada,45,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0229645,2022-12-01,2022,2022,Elaboraci¢n de productos de panader¡a con venta directa al p£blico.,Panaderia,0.9,"URQUIZA, Gral. 580",No determinado,No determinada,45,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0228507,2022-11-15,2022,2022,Fabricaci¢n de masas y dem s productos de pasteler¡a y sandwiches. Cocci¢n de productos de panader¡a cuando se reciba la masa ya elaborada.,Panaderia,0.9,GURRUCHAGA 2382,No determinado,No determinada,47,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0219580,2022-09-29,2022,2022,CASA DE COMIDAS ROTISERIA,Comida al paso,0.8,CHILE 1761,No determinado,No determinada,99,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0225831,2022-09-29,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,LAMBARE 985,No determinado,No determinada,41,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0220469,2022-09-21,2022,2022,Elaboración de helados con venta directa al público,Heladeria,0.9,MANUEL MONTES DE OCA AV. 1000,No determinado,No determinada,222,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0223899,2022-09-20,2022,2022,Mercado,Mercado,0.85,"ALBERDI, JUAN BAUTISTA AV. 6817;ARTIGAS MANUEL de 7024",No determinado,No determinada,258,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0220686,2022-09-19,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,OLAZABAL 3272,No determinado,No determinada,94,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0220687,2022-09-19,2022,2022,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,OLAZABAL 3272,No determinado,No determinada,94,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0221144,2022-09-16,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,SAN JUAN AV. 1838;SAN JUAN AV. 1840,No determinado,No determinada,238,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0221145,2022-09-16,2022,2022,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,SAN JUAN AV. 1838;SAN JUAN AV. 1840,No determinado,No determinada,238,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0220066,2022-09-15,2022,2022,Elaboración de helados con venta directa al público,Heladeria,0.9,"ALVEAR, MARCELO T. De 1679",No determinado,No determinada,151,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0221401,2022-09-15,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,"ARREDONDO, Virrey 2490;ARREDONDO, Virrey 2492",No determinado,No determinada,168,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0221402,2022-09-15,2022,2022,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,"ARREDONDO, Virrey 2490;ARREDONDO, Virrey 2492",No determinado,No determinada,168,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0225856,2022-09-15,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,MENDOZA 2617,No determinado,No determinada,49,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0220738,2022-09-14,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,MENDOZA 2476,No determinado,No determinada,96,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0223646,2022-09-14,2022,2022,Elaboración de helados con venta directa al público,Heladeria,0.9,MOLDES 1369,No determinado,No determinada,38,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0223935,2022-09-14,2022,2022,Elaboración de productos de panadería n.c.p.,Panaderia,0.9,MALABIA 440,No determinado,No determinada,109,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0219772,2022-09-13,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,"MORENO, JOSE MARIA AV. 124",No determinado,No determinada,157,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0221052,2022-09-13,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,BALCARCE 266,No determinado,No determinada,53,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0222256,2022-09-13,2022,2022,Elaboración de helados con venta directa al público,Heladeria,0.9,MEDRANO 1902;MEDRANO 1904,No determinado,No determinada,101,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0222385,2022-09-13,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,"VALLESE, FELIPE 351;VALLESE, FELIPE 353",No determinado,No determinada,42,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0222386,2022-09-13,2022,2022,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,"VALLESE, FELIPE 351;VALLESE, FELIPE 353",No determinado,No determinada,42,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0221651,2022-08-29,2022,2022,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,CALLAO AV. 1043,No determinado,No determinada,122,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0224380,2022-08-24,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,SAN JUAN AV. 3811,No determinado,No determinada,25,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0224381,2022-08-24,2022,2022,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,SAN JUAN AV. 3811,No determinado,No determinada,25,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0223338,2022-08-22,2022,2022,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,COSTA RICA 4185,No determinado,No determinada,36,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0223423,2022-08-18,2022,2022,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,"CEVALLOS, Virrey 241",No determinado,No determinada,77,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0221541,2022-08-12,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,"ALVAREZ, DONATO, Tte. Gral. AV. 2120",No determinado,No determinada,56,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0224536,2022-08-12,2022,2022,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,"NAON, ROMULO 2330;NAON, ROMULO 2330",No determinado,No determinada,47,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0221185,2022-08-10,2022,2022,Elaboración de productos de panadería n.c.p.,Panaderia,0.9,OLAYA 1533,No determinado,No determinada,292,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0221186,2022-08-10,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,OLAYA 1533,No determinado,No determinada,292,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0221125,2022-08-04,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,NOGOYA 3095,No determinado,No determinada,37,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0222311,2022-08-03,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,BOEDO AV. 1834;BOEDO AV. 1838,No determinado,No determinada,371,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0222312,2022-08-03,2022,2022,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,BOEDO AV. 1834;BOEDO AV. 1838,No determinado,No determinada,371,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0220290,2022-08-01,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,CERRITO 34,No determinado,No determinada,97,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
