polo_id,nombre_polo,soporte_clase,n_locales,ha,via_A_abierta,via_C_abierta,via_F_abierta,zona_via_B,via_B_modo,zona_via_D,via_D_modo,zona_via_E,via_E_modo,cobertura_de_la_zona_pct,como_se_asigno,via_B_soporte_del_fragmento,nota,zona_id,via_B_soporte,via_B_abierta,via_B_total,via_B_si,via_D_abierta,via_D_n_enclaves,via_D_enclaves
PGR_P085,P085 · Balvanera,polo del borrador,48.0,8.77,si,no,no,Z35,heredada,Z35,heredada,Z35,heredada,,"por residuo: no toca ninguna zona delimitada de Balvanera (Z35: 0.0 % del fragmento, a 526 m · Z47: 0.0 % del fragmento, a 665 m), así que queda en Z35, que es la que no tiene perímetro resoluble",sin_hitos,"las vías B, D y E NO se copian acá: viven en zonas_via_B_via_D_r7.csv y se buscan por zona_via_*. La herencia no vale hacia arriba: un fragmento de una zona con hitos no es un polo con hitos.",Z35,sin_verificar,pendiente,3.0,0.0,si,2.0,E01; E05
PGR_P033,P033 · La Boca,polo del borrador,44.0,16.68,si,no,si,S_LABOCA,heredada,S_LABOCA,heredada,S_LABOCA,heredada,3.3,asignación de la vía E,sin_verificar,"las vías B, D y E NO se copian acá: viven en zonas_via_B_via_D_r7.csv y se buscan por zona_via_*. La herencia no vale hacia arriba: un fragmento de una zona con hitos no es un polo con hitos.",S_LABOCA,mixto,si,8.0,1.0,no,0.0,
PGR_P094,P094 · Monserrat,polo del borrador,44.0,6.37,si,no,si,Z47,heredada,Z47,heredada,Z47,heredada,2.9,asignación de la vía E,sin_hitos,"las vías B, D y E NO se copian acá: viven en zonas_via_B_via_D_r7.csv y se buscan por zona_via_*. La herencia no vale hacia arriba: un fragmento de una zona con hitos no es un polo con hitos.",Z47,activo,si,10.0,1.0,no,0.0,
PGR_P070,P070 · Saavedra,polo del borrador,44.0,5.66,si,no,no,R20,heredada,R20,heredada,R20,heredada,0.0,asignación de la vía E,sin_hitos,"las vías B, D y E NO se copian acá: viven en zonas_via_B_via_D_r7.csv y se buscan por zona_via_*. La herencia no vale hacia arriba: un fragmento de una zona con hitos no es un polo con hitos.",R20,sin_hitos,no,0.0,0.0,no,0.0,
PGR_P015,P015 · Parque Chacabuco,polo del borrador,40.0,12.12,si,no,si,Z38,heredada,Z38,heredada,Z38,heredada,3.2,asignación de la vía E,sin_hitos,"las vías B, D y E NO se copian acá: viven en zonas_via_B_via_D_r7.csv y se buscan por zona_via_*. La herencia no vale hacia arriba: un fragmento de una zona con hitos no es un polo con hitos.",Z38,sin_hitos,no,0.0,0.0,si,1.0,E03
PGR_P009,P009 · Parque Avellaneda,polo del borrador,43.0,24.65,si,no,si,Z39,heredada,Z39,heredada,Z39,heredada,3.3,asignación de la vía E,sin_hitos,"las vías B, D y E NO se copian acá: viven en zonas_via_B_via_D_r7.csv y se buscan por zona_via_*. La herencia no vale hacia arriba: un fragmento de una zona con hitos no es un polo con hitos.",Z39,sin_hitos,no,0.0,0.0,no,0.0,
PGR_P067,P067 · Nuñez,polo del borrador,41.0,7.32,si,no,si,Z41,heredada,Z41,heredada,Z41,heredada,1.6,asignación de la vía E,sin_hitos,"las vías B, D y E NO se copian acá: viven en zonas_via_B_via_D_r7.csv y se buscan por zona_via_*. La herencia no vale hacia arriba: un fragmento de una zona con hitos no es un polo con hitos.",Z41,sin_verificar,pendiente,6.0,0.0,no,0.0,
PGR_P008,P008 · Barracas,polo del borrador,38.0,23.52,si,no,si,S_BARRACAS,heredada,S_BARRACAS,heredada,S_BARRACAS,heredada,3.0,asignación de la vía E,activo,"las vías B, D y E NO se copian acá: viven en zonas_via_B_via_D_r7.csv y se buscan por zona_via_*. La herencia no vale hacia arriba: un fragmento de una zona con hitos no es un polo con hitos.",S_BARRACAS,activo,si,6.0,1.0,no,0.0,
PGR_P006,P006 · Mataderos,polo del borrador,41.0,28.18,si,no,si,Z33,heredada,Z33,heredada,Z33,heredada,3.8,asignación de la vía E,sin_verificar,"las vías B, D y E NO se copian acá: viven en zonas_via_B_via_D_r7.csv y se buscan por zona_via_*. La herencia no vale hacia arriba: un fragmento de una zona con hitos no es un polo con hitos.",Z33,probable,pendiente,4.0,0.0,no,0.0,
PGR_P059,P059 · Flores,polo del borrador,43.0,6.08,si,no,no,Z23,heredada,Z23,heredada,Z23,heredada,,"por residuo: no toca ninguna zona delimitada de Flores (Z24: 0.0 % del fragmento, a 30 m · Z39b: 0.0 % del fragmento, a 1,459 m), así que queda en Z23, que es la que no tiene perímetro resoluble",sin_hitos,"las vías B, D y E NO se copian acá: viven en zonas_via_B_via_D_r7.csv y se buscan por zona_via_*. La herencia no vale hacia arriba: un fragmento de una zona con hitos no es un polo con hitos.",Z23,activo,si,1.0,1.0,si,2.0,E03; E04
PGR_P083,P083 · Almagro,polo del borrador,40.0,5.67,si,no,si,Z37,heredada,Z37,heredada,Z37,heredada,1.4,asignación de la vía E,sin_hitos,"las vías B, D y E NO se copian acá: viven en zonas_via_B_via_D_r7.csv y se buscan por zona_via_*. La herencia no vale hacia arriba: un fragmento de una zona con hitos no es un polo con hitos.",Z37,activo,si,8.0,4.0,si,1.0,E01
PGR_P025-2,P025-2 · Monte Castro,polo del borrador,38.0,4.89,si,no,no,Z28,heredada,Z28,heredada,Z28,heredada,1.7,asignación de la vía E,activo,"las vías B, D y E NO se copian acá: viven en zonas_via_B_via_D_r7.csv y se buscan por zona_via_*. La herencia no vale hacia arriba: un fragmento de una zona con hitos no es un polo con hitos.",Z28,activo,si,2.0,2.0,no,0.0,
PGR_P058,P058 · Flores,polo del borrador,53.0,11.39,si,no,si,Z23,heredada,Z23,heredada,Z23,heredada,,"por residuo: no toca ninguna zona delimitada de Flores (Z39b: 0.0 % del fragmento, a 536 m · Z24: 0.0 % del fragmento, a 1,072 m), así que queda en Z23, que es la que no tiene perímetro resoluble",sin_hitos,"las vías B, D y E NO se copian acá: viven en zonas_via_B_via_D_r7.csv y se buscan por zona_via_*. La herencia no vale hacia arriba: un fragmento de una zona con hitos no es un polo con hitos.",Z23,activo,si,1.0,1.0,si,2.0,E03; E04
PGR_P007,P007 · Belgrano,polo del borrador,40.0,8.96,si,no,si,R05,heredada,R05,heredada,R05,heredada,0.0,asignación de la vía E,sin_verificar,"las vías B, D y E NO se copian acá: viven en zonas_via_B_via_D_r7.csv y se buscan por zona_via_*. La herencia no vale hacia arriba: un fragmento de una zona con hitos no es un polo con hitos.",R05,sin_hitos,no,0.0,0.0,si,1.0,E02
PGR_P064,P064 · Palermo,polo del borrador,39.0,9.12,si,no,si,R01,heredada,R01,heredada,R01,heredada,0.0,asignación de la vía E,sin_hitos,"las vías B, D y E NO se copian acá: viven en zonas_via_B_via_D_r7.csv y se buscan por zona_via_*. La herencia no vale hacia arriba: un fragmento de una zona con hitos no es un polo con hitos.",R01,sin_verificar,pendiente,20.0,0.0,no,0.0,
PGR_P060,P060 · Flores,polo del borrador,36.0,5.85,si,no,no,Z23,heredada,Z23,heredada,Z23,heredada,,"por residuo: no toca ninguna zona delimitada de Flores (Z24: 0.0 % del fragmento, a 707 m · Z39b: 0.0 % del fragmento, a 975 m), así que queda en Z23, que es la que no tiene perímetro resoluble",sin_hitos,"las vías B, D y E NO se copian acá: viven en zonas_via_B_via_D_r7.csv y se buscan por zona_via_*. La herencia no vale hacia arriba: un fragmento de una zona con hitos no es un polo con hitos.",Z23,activo,si,1.0,1.0,si,2.0,E03; E04
PGR_P010,P010 · Floresta,polo del borrador,37.0,10.63,si,no,si,Z25,heredada,Z25,heredada,Z25,heredada,2.7,asignación de la vía E,sin_hitos,"las vías B, D y E NO se copian acá: viven en zonas_via_B_via_D_r7.csv y se buscan por zona_via_*. La herencia no vale hacia arriba: un fragmento de una zona con hitos no es un polo con hitos.",Z25,sin_hitos,no,0.0,0.0,si,1.0,E04
PGR_P031,P031 · Floresta,polo del borrador,33.0,7.58,si,no,no,Z25,heredada,Z25,heredada,Z25,heredada,3.0,asignación de la vía E,sin_hitos,"las vías B, D y E NO se copian acá: viven en zonas_via_B_via_D_r7.csv y se buscan por zona_via_*. La herencia no vale hacia arriba: un fragmento de una zona con hitos no es un polo con hitos.",Z25,sin_hitos,no,0.0,0.0,si,1.0,E04
PGR_P025-1,P025-1 · Monte Castro,polo del borrador,37.0,10.19,si,no,si,Z28,heredada,Z28,heredada,Z28,heredada,3.9,asignación de la vía E,sin_hitos,"las vías B, D y E NO se copian acá: viven en zonas_via_B_via_D_r7.csv y se buscan por zona_via_*. La herencia no vale hacia arriba: un fragmento de una zona con hitos no es un polo con hitos.",Z28,activo,si,2.0,2.0,no,0.0,
PGR_P013,P013 · Mataderos,polo del borrador,34.0,10.79,si,no,si,Z33,heredada,Z33,heredada,Z33,heredada,1.5,asignación de la vía E,probable,"las vías B, D y E NO se copian acá: viven en zonas_via_B_via_D_r7.csv y se buscan por zona_via_*. La herencia no vale hacia arriba: un fragmento de una zona con hitos no es un polo con hitos.",Z33,probable,pendiente,4.0,0.0,no,0.0,
PGR_P050,P050 · Caballito,polo del borrador,34.0,5.07,si,no,no,R10,heredada,R10,heredada,R10,heredada,0.0,asignación de la vía E,sin_hitos,"las vías B, D y E NO se copian acá: viven en zonas_via_B_via_D_r7.csv y se buscan por zona_via_*. La herencia no vale hacia arriba: un fragmento de una zona con hitos no es un polo con hitos.",R10,sin_verificar,pendiente,1.0,0.0,no,0.0,
PGR_P069,P069 · Belgrano,polo del borrador,39.0,7.59,si,no,si,R05,heredada,R05,heredada,R05,heredada,0.0,asignación de la vía E,sin_hitos,"las vías B, D y E NO se copian acá: viven en zonas_via_B_via_D_r7.csv y se buscan por zona_via_*. La herencia no vale hacia arriba: un fragmento de una zona con hitos no es un polo con hitos.",R05,sin_hitos,no,0.0,0.0,si,1.0,E02
PGR_P011,P011 · Saavedra,polo del borrador,30.0,7.08,si,no,si,R20,heredada,R20,heredada,R20,heredada,0.0,asignación de la vía E,sin_hitos,"las vías B, D y E NO se copian acá: viven en zonas_via_B_via_D_r7.csv y se buscan por zona_via_*. La herencia no vale hacia arriba: un fragmento de una zona con hitos no es un polo con hitos.",R20,sin_hitos,no,0.0,0.0,no,0.0,
PGR_P019,P019 · Parque Patricios,polo del borrador,32.0,20.78,si,no,no,Z40,heredada,Z40,heredada,Z40,heredada,1.9,asignación de la vía E,sin_hitos,"las vías B, D y E NO se copian acá: viven en zonas_via_B_via_D_r7.csv y se buscan por zona_via_*. La herencia no vale hacia arriba: un fragmento de una zona con hitos no es un polo con hitos.",Z40,activo,si,1.0,1.0,no,0.0,
PGR_P036,P036 · Flores,polo del borrador,33.0,9.86,si,no,si,Z23,heredada,Z23,heredada,Z23,heredada,,"por residuo: no toca ninguna zona delimitada de Flores (Z24: 0.0 % del fragmento, a 239 m · Z39b: 0.0 % del fragmento, a 2,402 m), así que queda en Z23, que es la que no tiene perímetro resoluble",sin_hitos,"las vías B, D y E NO se copian acá: viven en zonas_via_B_via_D_r7.csv y se buscan por zona_via_*. La herencia no vale hacia arriba: un fragmento de una zona con hitos no es un polo con hitos.",Z23,activo,si,1.0,1.0,si,2.0,E03; E04
PGR_P109,P109 · San Nicolas,polo del borrador,34.0,3.29,si,no,no,Z47,heredada,Z47,heredada,Z47,heredada,0.0,asignación de la vía E,activo,"las vías B, D y E NO se copian acá: viven en zonas_via_B_via_D_r7.csv y se buscan por zona_via_*. La herencia no vale hacia arriba: un fragmento de una zona con hitos no es un polo con hitos.",Z47,activo,si,10.0,1.0,no,0.0,
PGR_P055,P055 · Balvanera,polo del borrador,36.0,8.52,si,no,si,Z35,heredada,Z35,heredada,Z35,heredada,,"por residuo: no toca ninguna zona delimitada de Balvanera (Z35: 0.0 % del fragmento, a 405 m · Z47: 0.0 % del fragmento, a 1,459 m), así que queda en Z35, que es la que no tiene perímetro resoluble",sin_hitos,"las vías B, D y E NO se copian acá: viven en zonas_via_B_via_D_r7.csv y se buscan por zona_via_*. La herencia no vale hacia arriba: un fragmento de una zona con hitos no es un polo con hitos.",Z35,sin_verificar,pendiente,3.0,0.0,si,2.0,E01; E05
PGR_P034,P034 · Monte Castro,polo del borrador,36.0,10.66,si,no,si,Z28,heredada,Z28,heredada,Z28,heredada,1.7,asignación de la vía E,activo,"las vías B, D y E NO se copian acá: viven en zonas_via_B_via_D_r7.csv y se buscan por zona_via_*. La herencia no vale hacia arriba: un fragmento de una zona con hitos no es un polo con hitos.",Z28,activo,si,2.0,2.0,no,0.0,
PGR_P072-3,P072-3 · Belgrano,polo del borrador,38.0,5.08,si,no,si,Z45,heredada,Z45,heredada,Z45,heredada,0.6,asignación de la vía E,sin_hitos,"las vías B, D y E NO se copian acá: viven en zonas_via_B_via_D_r7.csv y se buscan por zona_via_*. La herencia no vale hacia arriba: un fragmento de una zona con hitos no es un polo con hitos.",Z45,activo,si,6.0,2.0,si,1.0,E02
