hito_id,nombre,tipo,reconocimiento,direccion,barrio_declarado,latitud,longitud,origen,fuente_primaria,edicion_o_anio,confianza,metodo_geocodificacion,conflicto_direccion,nota_carga,es_patrimonio_normativo,patrimonio_norma,patrimonio_declaratoria,patrimonio_organismo,patrimonio_nota,vigencia_verificada,vigencia_fuente,vigencia_fecha,continuidad_ininterrumpida,es_alta_2026_08_03,declaratoria_localizada,alta_referencia_que_toca,vigencia_nivel,vigencia_sentido_duda,vigencia_revisar_hasta,nota_ronda_5,nota_ronda_6,registro_oficial,direccion_variante,vigencia_fecha_consulta,nota_ronda_7,places_business_status,nota_ronda_8,alerta_juridica,alerta_juridica_fecha,alerta_juridica_fuente,nota_ronda_9
ICO-001,Albamonte Ristorante,Restaurante Icónico,Restaurante Icónico,CORRIENTES AV. 6735,Chacarita,-34.587694,-58.453078,REFERENTES_2026,https://turismo.buenosaires.gob.ar/es/gastronomico/albamonte-ristorante,2026,alta,heredado de la capa,,,False,,,,,sin_verificar,,,,False,,,,,,,,restaurante_iconico,,2026-08-08,,OPERATIONAL,,,,,
ICO-002,El Imparcial,Restaurante Icónico,Restaurante Icónico,"YRIGOYEN, HIPOLITO 1201",Monserrat,-34.609741,-58.383634,REFERENTES_2026,https://turismo.buenosaires.gob.ar/es/gastronomico/el-imparcial,2026,alta,heredado de la capa,,,False,,,,,probablemente_abierto,"Info Gastronómica 07/07/2026 (reporteo sobre el programa, no sobre el local) · La Nación 07/07/2026",2026-07-07,,False,,,v4,,,,,restaurante_iconico,,,"Ancla contra refritos, registrada: una reseña de marzo de 2026 menciona que sirve con un robot mozo. Cualquier nota «reciente» que no lo mencione es sospechosa.",,,,,,
ICO-003,El Mirasol de Boedo,Restaurante Icónico,Restaurante Icónico,BOEDO 136,Almagro,-34.612897,-58.417618,REFERENTES_2026,https://turismo.buenosaires.gob.ar/es/otros-establecimientos/el-mirasol-de-boedo,2026,alta,heredado de la capa,,,False,,,,,sin_verificar,,,,False,,,,,,,,restaurante_iconico,,,,,,,,,
ICO-004,El Puentecito,Restaurante Icónico,Restaurante Icónico,LUJAN 2101,Barracas,-34.655622,-58.374943,REFERENTES_2026,https://turismo.buenosaires.gob.ar/es/gastronomico/el-puentecito,2026,alta,heredado de la capa,,,True,-,Declarado de Interes Cultural,Legislatura CABA,origen 1750 como pulperia y posta,probablemente_abierto,"La Nación 07/07/2026, entre los 16 Restaurantes Icónicos",2026-07-07,,False,,,v4,,,,,restaurante_iconico,Vieytes 1895,,,,"DOS CIFRAS DE ANTIGÜEDAD, CADA UNA CON SU FUENTE Y SU OBJETO. 1750 es el SITIO —pulpería y posta de carretas—, y es dato del GCBA sin respaldo en prensa. ~1876 es el ESTABLECIMIENTO GASTRONÓMICO, que es lo que dicen las notas («hace ~150 años»). La ficha tiene que consignar las dos por separado y atribuir cada una. cronista.com publica además dos notas mutuamente contradictorias: ver FD-17.",,,,
ICO-005,El Tropezón,Restaurante Icónico,Restaurante Icónico,CALLAO AV. 248,Balvanera,-34.606226,-58.392259,REFERENTES_2026,https://turismo.buenosaires.gob.ar/es/gastronomico/el-tropezon,2026,alta,heredado de la capa,,,False,,,,,sin_verificar,,,,False,,,,,,,,restaurante_iconico,,,,,,,,,
ICO-006,Estilo Campo,Restaurante Icónico,Restaurante Icónico,"MOREAU DE JUSTO, ALICIA AV. 1840",Puerto Madero,-34.620317,-58.365452,REFERENTES_2026,https://turismo.buenosaires.gob.ar/es/gastronomico/estilo-campo,2026,alta,heredado de la capa,,,False,,,,,sin_verificar,,,,False,,,,,,,,restaurante_iconico,,2026-08-08,,OPERATIONAL,,,,,
ICO-007,Happening,Restaurante Icónico,Restaurante Icónico,"OBLIGADO RAFAEL, AV.COSTANERA 7030",Belgrano,-34.544109,-58.432401,REFERENTES_2026,https://turismo.buenosaires.gob.ar/es/gastronomico/happening,2026,alta,heredado de la capa,,,False,,,,,sin_verificar,,,,False,,,,,,,,restaurante_iconico,,2026-08-08,,OPERATIONAL,,,,,
ICO-008,Il Matterello,Restaurante Icónico,Restaurante Icónico,"RODRIGUEZ, MARTIN 517",La Boca,-34.63287,-58.362275,REFERENTES_2026,https://turismo.buenosaires.gob.ar/es/gastronomico/il-matterello,2026,alta,heredado de la capa,,,False,,,,,sin_verificar,,,,False,,,,,,,,restaurante_iconico,,,,,,,,,
ICO-009,La Brigada,Restaurante Icónico,Restaurante Icónico,ESTADOS UNIDOS 465,San Telmo,-34.618466,-58.372602,REFERENTES_2026,https://turismo.buenosaires.gob.ar/es/gastronomico/la-brigada,2026,alta,heredado de la capa,,,False,,,,,sin_verificar,,,,False,,,,,,,,restaurante_iconico,,,,,,,,,
ICO-010,"La Estancia, Asador Criollo",Restaurante Icónico,Restaurante Icónico,LAVALLE 941,San Nicolas,-34.602432,-58.380169,REFERENTES_2026,https://turismo.buenosaires.gob.ar/es/otros-establecimientos/la-estancia-asador-criollo,2026,media,heredado de la capa,,,False,,,,,sin_verificar,,,,False,,,,,,,,restaurante_iconico,,,,,,,,,
ICO-011,Marcelo Restaurante,Restaurante Icónico,Restaurante Icónico,"MOREAU DE JUSTO, ALICIA AV. 1140",Puerto Madero,-34.610892,-58.366239,REFERENTES_2026,https://turismo.buenosaires.gob.ar/es/gastronomico/marcelo-restaurante,2026,alta,heredado de la capa,,,False,,,,,sin_verificar,,,,False,,,,,,,,restaurante_iconico,,2026-08-08,,OPERATIONAL,,,,,
ICO-012,Miramar,Restaurante Icónico,Restaurante Icónico,SAN JUAN AV. 1999,San Cristobal,-34.622781,-58.393652,REFERENTES_2026,https://turismo.buenosaires.gob.ar/es/gastronomico/miramar,2026,media,heredado de la capa,,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable; restaurante_iconico,,,MISMO ESTABLECIMIENTO que H078: Sarandí 1190 / Av. San Juan 1999 es la misma ochava. Las dos filas se conservan porque fusionarlas movería el conteo de la vía B sin que se vea; quedan apuntadas entre sí.,,,,,,
ICO-013,Restaurante Oviedo,Restaurante Icónico,Restaurante Icónico,BERUTI 2602,Recoleta,-34.592036,-58.402947,REFERENTES_2026,https://turismo.buenosaires.gob.ar/es/gastronomico/restaurante-oviedo,2026,alta,heredado de la capa,,,False,,,,,sin_verificar,,,,False,,,,,,,,restaurante_iconico,,2026-08-08,,OPERATIONAL,,,,,
ICO-014,Sorrento,Restaurante Icónico,Restaurante Icónico,"MOREAU DE JUSTO, ALICIA AV. 420",Puerto Madero,-34.602294,-58.36721,REFERENTES_2026,https://turismo.buenosaires.gob.ar/es/gastronomico/sorrento-0,2026,alta,heredado de la capa,,,False,,,,,sin_verificar,,,,False,,,,,,,,restaurante_iconico,,2026-08-08,,OPERATIONAL,,,,,
ICO-015,Tancat,Restaurante Icónico,Restaurante Icónico,PARAGUAY 645,Retiro,-34.597508,-58.376145,REFERENTES_2026,https://turismo.buenosaires.gob.ar/es/gastronomico/tancat,2026,alta,heredado de la capa,,,False,,,,,si,"Instagram @tancattasca · verificación humana de Diego, 07/08/2026",2026-08-07,,False,,,v2,,,,,restaurante_iconico,,,,,,,,,
ICO-016,Zum Edelweiss,Restaurante Icónico,Restaurante Icónico,LIBERTAD 431,San Nicolas,-34.603388,-58.383693,REFERENTES_2026,https://turismo.buenosaires.gob.ar/es/otros-establecimientos/zum-edelweiss,2026,media,heredado de la capa,,,False,,,,,sin_verificar,,,,False,,,,,,,,restaurante_iconico,,2026-08-08,,OPERATIONAL,,,,,
H149,Don Julio,Ranking internacional,Latin America's 50 Best Restaurants 2025,Guatemala 4699,Palermo,-34.586392,-58.424304,hitos_documentales_caba,The World's 50 Best (sitio oficial),2025.0,alta,heredado de la capa,,,False,,,,,sin_verificar,,,,False,,,,,,,,,,,,,,,,,
H150,Nino Gordo,Ranking internacional,Latin America's 50 Best Restaurants 2025,Thames 1810,Palermo,-34.5866,-58.429023,hitos_documentales_caba,The World's 50 Best (sitio oficial),2025.0,alta,heredado de la capa,,,False,,,,,sin_verificar,,,,False,,,,,,,,,,,,,,,,,
H151,El Preferido de Palermo,Ranking internacional,Latin America's 50 Best Restaurants 2025,Jorge Luis Borges 2108,Palermo,-34.585456,-58.4253,hitos_documentales_caba,The World's 50 Best (sitio oficial),2025.0,alta,heredado de la capa,,,False,,,,,sin_verificar,,,,False,,,,,,,,,,2026-08-08,,OPERATIONAL,,,,,
H152,El Mercado (Faena),Ranking internacional,Latin America's 50 Best Restaurants 2025,Martha Salotti 445,Puerto Madero,-34.613399,-58.361727,hitos_documentales_caba,The World's 50 Best (sitio oficial),2025.0,alta,heredado de la capa,,,False,,,,,sin_verificar,,,,False,,,,,,,,,,2026-08-08,,OPERATIONAL,,,,,
H153,Aramburu,Ranking internacional,Latin America's 50 Best Restaurants 2025,Vicente Lopez 1661,Recoleta,-34.591981,-58.389545,hitos_documentales_caba,The World's 50 Best (sitio oficial),2025.0,alta,heredado de la capa,,,False,,,,,sin_verificar,,,,False,,,,,,,,,,2026-08-08,,OPERATIONAL,,,,,
H154,Trescha,Ranking internacional,Latin America's 50 Best Restaurants 2025,Murillo 725,Villa Crespo,-34.600335,-58.444028,hitos_documentales_caba,The World's 50 Best (sitio oficial),2025.0,alta,heredado de la capa,,,False,,,,,sin_verificar,,,,False,,,,,,,,,,2026-08-08,,OPERATIONAL,,,,,
H155,Crizia,Ranking internacional,Latin America's 50 Best Restaurants 2025,Gorriti 5143,Palermo,-34.58849,-58.432514,hitos_documentales_caba,The World's 50 Best (sitio oficial),2025.0,alta,heredado de la capa,,,False,,,,,sin_verificar,,,,False,,,,,,,,,,,,,"Places devolvió otro local (consultada «Gorriti 5143» · devuelta «Fitz Roy 1819, C1414 Cdad. Autónoma de Buenos Aires»): la consulta NO se atribuye a este establecimiento.",,,,
H156,Julia,Ranking internacional,Latin America's 50 Best Restaurants 2025,Loyola 807,Villa Crespo,-34.593368,-58.437876,hitos_documentales_caba,The World's 50 Best (sitio oficial),2025.0,alta,heredado de la capa,,,False,,,,,sin_verificar,,,,False,,,,,,,,,,2026-08-08,,OPERATIONAL,,,,,
H157,Ness,Ranking internacional,Latin America's 50 Best 2025 (51-100),Grecia 3691,Nunez,-34.545719,-58.463724,hitos_documentales_caba,The World's 50 Best (sitio oficial),2025.0,alta,heredado de la capa,,,False,,,,,sin_verificar,,,,False,,,,,,,,,,,,,,,,,
H158,Mishiguene,Ranking internacional,Latin America's 50 Best 2025 (51-100),Lafinur 3368,Palermo,-34.577021,-58.412208,hitos_documentales_caba,The World's 50 Best (sitio oficial),2025.0,alta,heredado de la capa,,,False,,,,,sin_verificar,,,,False,,,,,,,,,,,,,,,,,
H159,Gran Dabbang,Ranking internacional,Latin America's 50 Best 2025 (51-100),Av. Raul Scalabrini Ortiz 1543,Palermo,-34.591349,-58.425449,hitos_documentales_caba,The World's 50 Best (sitio oficial),2025.0,alta,heredado de la capa,,,False,,,,,sin_verificar,,,,False,,,,,,,,,,2026-08-08,,OPERATIONAL,,,,,
H160,Don Julio,Ranking internacional,The World's 50 Best Restaurants 2025,Guatemala 4699,Palermo,-34.586392,-58.424304,hitos_documentales_caba,The World's 50 Best (sitio oficial),2025.0,alta,heredado de la capa,,,False,,,,,sin_verificar,,,,False,,,,,,,,,,2026-08-08,,OPERATIONAL,,,,,
H161,Tres Monos,Ranking internacional,The World's 50 Best Bars 2025,Guatemala 4899,Palermo,-34.584905,-58.426167,hitos_documentales_caba,The World's 50 Best (sitio oficial),2025.0,alta,heredado de la capa,,,False,,,,,sin_verificar,,,,False,,,,,,,,,,,,,,,,,
H162,CoChinChina,Ranking internacional,The World's 50 Best Bars 2025,Armenia 1540,Palermo,-34.590428,-58.428895,hitos_documentales_caba,The World's 50 Best (sitio oficial),2025.0,alta,heredado de la capa,,,False,,,,,sin_verificar,,,,False,,,,,,,,,,2026-08-08,,OPERATIONAL,,,,,
H163,Victor Audio Bar,Ranking internacional,The World's 50 Best Bars 2025 (51-100),Soler 5130,Palermo,-34.583809,-58.428974,hitos_documentales_caba,The World's 50 Best (sitio oficial),2025.0,alta,heredado de la capa,,,False,,,,,sin_verificar,,,,False,,,,,,,,,,,,,,,,,
H164,Floreria Atlantico,Ranking internacional,The World's 50 Best Bars 2025 (51-100),Arroyo 872,Retiro,-34.591421,-58.37973,hitos_documentales_caba,The World's 50 Best (sitio oficial),2025.0,alta,heredado de la capa,,,False,,,,,si,distinguido por Time Out el 20/12/2024 y verificado abierto (vía E · Z46).,2024-12-20,,False,,,,,,,,,,,,,,,,,
H199,Yiyo el Zeneize,Restaurante/bodegón,Patrimonio historico y cultural inmaterial (Ley CABA 6.533) — la declaratoria recae sobre la carta gastronómica,Av. Eva Peron 4402,Parque Avellaneda,-34.653726,-58.474119,hitos_documentales_caba,GCBA / Gobierno Nacional / Boletin Oficial,2021.0,alta,heredado de la capa,,,True,Ley CABA 6.533,Patrimonio historico y patrimonio cultural inmaterial de su carta gastronomica,Legislatura CABA,"EL CASO MAS NITIDO: la ley declara patrimonio la CARTA, no solo el edificio",sin_verificar,,,,False,,,,,,,,ley_especifica,,,,,"Era la ÚNICA vía C de las 94 filas que no se apoyaba en un mercado de la lista oficial. Con el retipado, la vía C de su fila se cae: se recalcula en `ronda_8_geometria_y_vias.py`.",,,,
H074,36 BILLARES,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. de Mayo 1265,,-34.60917,-58.384301,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,si,"Tripadvisor, reseña del 04/07/2026, y SEGUNDA reseña independiente del 28/06/2026 que describe arañas originales y mesas de pool en uso. Dos reseñas con día visible en la misma ventana.",2026-07-04,,False,,,v3,,,,,bar_notable,1271,,,,"Z47 Monserrat. Con este y Café Tortoni, Monserrat pasa a tener tres verificados.",,,,
H079,8 ESQUINAS,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. Forest 1186,,-34.578517,-58.460138,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,,,,,,,,
H001,9 de Julio,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Larrazabal 1276,,-34.650998,-58.502491,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,dudosa,,2025-10-16,,False,,,ninguno,nada dentro de ventana y un antecedente de cierre y reapertura,,,,bar_notable,,,"Sin ficha en Tripadvisor, verificado por búsqueda restringida a los tres dominios. Figura como sede de La Noche de los Bares Notables del 16/10/2025, pero quien lo nombra es un medio barrial y no el organizador: no computa como v5, y 295 días lo dejan fuera de ventana igual. ANTECEDENTE: cerró el 06/08/2019 y reabrió en 2021.",,,,,,
H006,BAR DEL ALVEAR PALACE HOTEL,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. Alvear 1891,,-34.587677,-58.388996,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,2026-08-08,,OPERATIONAL,,,,,
H012,BAR OVIEDO,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. Lisandro de la Torre 2407,,-34.662711,-58.500062,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,True,-,Sitio de Interes Cultural + APH 21 proteccion Estructural,CPPHC-GCBA,1898/1900. VIGENCIA DUDOSA: no participo de la Noche de los Bares Notables 2025,dudosa,"el catálogo lo lista y APH 21 lo protege, pero la última observación de campo del GCBA es de enero de 2013 y no participó de la Noche de los Bares Notables 2025 mientras Del Glorias y 9 de Julio sí. Diario CEMBA publicó el 17/04/2026 pero bloquea acceso automatizado: LECTURA FALLIDA, no confirmación.",2021-03-01,,False,,,,,,,,bar_notable,,,,,,,,,
H013,BAR PLAZA DORREGO,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Defensa 1098,,-34.620552,-58.371399,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,,,,,,,,
H014,BAR QUINTINO,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Carlos Calvo 4002,,-34.624844,-58.421977,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,,,,,,,,
H015,BAR SEDDON,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Defensa 695,Monserrat,-34.615917,-58.371763,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",barrio en disputa entre el catálogo (Monserrat) y la CPPHC (San Telmo); resuelto por punto: Monserrat,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable; sitio_interes_cultural,,,,,,,,,
H016,BAR SUR,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Estados Unidos 299,,-34.618388,-58.37003,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,,,,,,,,
H018,BOSTON CITY,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Florida 165 local 3,,-34.606125,-58.375033,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,,,,,,,,
H009,Bar El Federal,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Carlos Calvo 595,,-34.619619,-58.374145,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,si,"Tripadvisor, reseña del 21/07/2026: «Very historic. We expected it to be very touristic but we were pleasantly surprised for the bar to be quiet and civilised.» Segunda reseña de julio de 2026 de otro usuario. Ficha activa, horario 8 a 2 todos los días.",2026-07-21,,False,,,v3,,,,,bar_notable,599,,,,R03 San Telmo. Es la fila más expuesta de las 22: su vía E quedó en dos grupos por FD-01.,,,,
H059,Bar Imperio,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. Callao 181,,-34.607022,-58.392003,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,,,,,,,,
H005,Bar de Cao,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. Independencia 2400,,-34.618679,-58.399898,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,si,"Ficha local operativa con teléfono 4943-3694 y horario vigente; Tripadvisor mantiene establecimiento, teléfono y horarios actuales.",2026-08-07,,False,,,v2,,,,,bar_notable,,,,,,,,,
H007,Bar del Glorias,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Andalgala 1982,,-34.659301,-58.510313,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,probablemente_abierto,"Aquí Mataderos 06/04/2026, sobre el proyecto de beneplácito por los 85 años del club",2026-04-06,,False,,,v4,,,,,bar_notable,,,"RESERVA REGISTRADA: sin reporteo propio, el párrafo tiene la cadencia de la ficha del catálogo. El aniversario (fundación 03/02/1941) sí es real y verificable.",,,,,,
H002,Barbaro,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Tres Sargentos 415,,-34.597887,-58.373198,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,dudosa,,,,False,,,v4,probablemente_abierto,,"Confirmado: 'Bar Bar O' del catálogo es anomalía de transcripción, la denominación comercial es Barbaro. Priorizar llamada o Places.",,bar_notable,,2026-08-08,,OPERATIONAL,,,,,
H019,Britanico,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Brasil 399,,-34.625306,-58.370839,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,2026-08-08,,OPERATIONAL,,,,,
H024,CAFE DE LOS ANGELITOS,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. Rivadavia 2100,,-34.609527,-58.396007,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,si,"Tripadvisor, reseña del 25/05/2026 (Sue S., Kingston, Canadá, 5/5). Segunda reseña de mayo de 2026 en la ficha de atracción. Sitio propio operativo con rundown de función vigente y motor de reservas activo.",2026-05-25,,False,,,v3,,,,,bar_notable,,,,,"Z36 Balvanera-Congreso, que la decisión 13 fusionó en Z47. Antecedente adverso único y viejo, asentado: Ámbito 29/09/2017, allanamiento por presunto lavado; no consigna clausura y está a nueve años.",,,,
H029,CAFE PALACIO,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. Federico Lacroze 3901,,-34.584401,-58.453574,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,,,,,,,,
H034,CAFE THIBON,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Montevideo 723,,-34.600414,-58.389571,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,si,,,,False,,,v2,,,,,bar_notable,,,,,,,,,
H036,CAFETABAC,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. del Libertador 2300,,-34.580905,-58.404473,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,,,,,,,,
H037,CASA WATSON,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Vuelta de Obligado 2072,,-34.561811,-58.455426,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,si,"RESEÑA DE UNA VISITA FAMILIAR escrita el 05/07/2026 que describe haber almorzado allí, 33 días antes de la verificación. Sigue operando como Casa Watson; 'ex Capisci' queda como antecedente histórico, no como nombre vigente.",2026-08-07,,False,,,v3,,,,,bar_notable,,2026-08-08,,OPERATIONAL,,,,,
H023,Cafe de la U,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. Triunvirato 4801,,-34.573373,-58.487403,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,2026-08-08,,OPERATIONAL,,,,,
H086,Café Margot,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. Boedo 857,,-34.623266,-58.416375,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,2026-08-08,,OPERATIONAL,,,,,
H027,Café Montecarlo,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Paraguay 5491,,-34.577099,-58.43385,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,,,,,,,,
H032,Roma del Abasto,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Anchorena 806,Balvanera,-34.599397,-58.408726,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,USIG normalizador + datos_utiles (ronda 5),,"CORREGIDO ronda 5: esta fila decía 'Café Roma / San Luis 3101' por un bug de fusión de nombres_vistos. Es Roma del Abasto, Anchorena 806, alta real de la Res. 1225/26 (orden 86/90) no detectada hasta el diff de ronda 5. Pendiente: geocodificar.",False,,,,,sin_verificar,,,,False,"sí · RES-MCGC-1225-26 (IF-2026-10314379-GCABA-DGPMYCH), orden 86/90, firmado 26/02/2026",,,,,,,bar_notable,,,,,,,,,
H031,Café Roma,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Olavarria 409,,-34.636242,-58.358759,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,,,,,,,,
H035,Café Tortoni,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. de Mayo 825,,-34.608824,-58.37813,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,si,"Tripadvisor, reseña del 26/05/2026 (Thayane B., 3/5): «Only valid for the tourist experience», con churros y chocolate mediocres. Crítica pero inequívocamente presencial y fechada. Segunda del 29/04/2026, tercera del 20/04/2026.",2026-05-26,,False,,,v3,,,,,bar_notable,,,,,Z47 Monserrat. DESPLAZA la nota de Canal 26 del 17/07/2026 que lo daba operativo citando Wikipedia al pie: ya no hace falta apoyarse en ella.,,,,
H022,Café de García,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Sanabria 3302,,-34.606356,-58.51059,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,2026-08-08,,OPERATIONAL,,,,,
H038,Celta Bar,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Sarmiento 1702,,-34.605579,-58.390932,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,2026-08-08,,OPERATIONAL,,,,,
H039,Claridge's,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Tucuman 535,,-34.600965,-58.374517,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,2026-08-08,,OPERATIONAL,,,,,
H043,Confiteria Saint Moritz,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Esmeralda 894,,-34.597786,-58.3784,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,dudosa,,,,False,,,v4,probablemente_abierto,,,,bar_notable,,2026-08-08,,OPERATIONAL,,,,,
H042,Confitería Ideal,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Suipacha 384,,-34.603924,-58.37949,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,sin_verificar,,,,False,,,,,,,,bar_notable,,2026-08-08,,OPERATIONAL,,,,,
H025,DON JUAN,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Camarones 2702,,-34.611192,-58.478216,BOLETIN_90 (canon),Boletín Oficial CABA,,alta,"REFERENTES_2026 (GCBA, ya geocodificado)",,,False,,,,,si,"Ficha con horarios vigentes y actividad; otra fuente actualizada el 06/06/2026 mantiene establecimiento, dirección e Instagram @donjuan_elbar.",2026-08-07,,False,,,v2,,,,,bar_notable,,,,,,,,,
