hito_id,nombre,tipo,reconocimiento,direccion,barrio_declarado,latitud,longitud,origen,fuente_primaria,edicion_o_anio,confianza
MIC-052,Casa Palanti,MICHELIN,Recomendado/seleccionado,Ortiz de Ocampo 2901,Palermo,-34.577981,-58.402433,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/casa-palanti,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-035,Casa Veltri,MICHELIN,Recomendado/seleccionado,Juncal 1642,Recoleta,-34.594177,-58.390974,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/casa-veltri,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-025,Caseros,MICHELIN,Bib Gourmand,Avenida Caseros 486,Barracas,-34.626816,-58.371734,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/caseros,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-048,Chuchú,MICHELIN,Bib Gourmand,Avenida del Libertador 405,Retiro,-34.589982,-58.379361,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/chuchu,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-008,Chuí,MICHELIN,Recomendado/seleccionado,Loyola 1250,Villa Crespo,-34.590044,-58.441137,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/chui,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-043,Corte Comedor,MICHELIN,Recomendado/seleccionado,Avenida Olazábal 1391,Belgrano,-34.554079,-58.448133,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/corte-comedor,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-009,Crizia,MICHELIN,Una Estrella,Fitz Roy 1819,Palermo,-34.583209,-58.435151,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/crizia,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-023,Don Julio,MICHELIN,Una Estrella,Guatemala 4699,Palermo,-34.586392,-58.424304,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/don-julio,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-046,Duhau Restaurante & Vinoteca,MICHELIN,Recomendado/seleccionado,Avenida Alvear 1661,Recoleta,-34.589406,-58.38643,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/duhau-restaurant-vinoteca,"selección MICHELIN vigente, consultada el 03-08-2026",media
MIC-038,El Preferido de Palermo,MICHELIN,Recomendado/seleccionado,Jorge Luis Borges 2108,Palermo,-34.585456,-58.4253,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/el-preferido-de-palermo,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-044,Elena,MICHELIN,Recomendado/seleccionado,Posadas 1086/88,Retiro,-34.590154,-58.382258,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/elena,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-039,Evelia,MICHELIN,Recomendado/seleccionado,Campos Salles 1712,Nuñez,-34.548355,-58.458392,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/evelia,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-057,Fervor,MICHELIN,Recomendado/seleccionado,Posadas 1519,Recoleta,-34.587315,-58.387386,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/fervor,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-004,Fico,MICHELIN,Recomendado/seleccionado,Muñecas 775,Villa Crespo,-34.600741,-58.44549,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/fico-1213659,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-021,Fogón Asado,MICHELIN,Recomendado/seleccionado,Uriarte 1423,Palermo,-34.58852,-58.433587,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/fogon-asado,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-024,Garabato Bistro,MICHELIN,Bib Gourmand,O'Higgins 3424,Nuñez,-34.548501,-58.463572,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/garabato-bistro,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-047,Gioia Cocina Botánica,MICHELIN,Recomendado/seleccionado,Posadas 1350,Recoleta,-34.588486,-58.385579,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/gioia-cocina-botanica,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-005,Han,MICHELIN,Una Estrella,Vera 966,Villa Crespo,-34.594888,-58.441652,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/han,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-007,Horta,MICHELIN,Recomendado/seleccionado,Aguirre 1080,Villa Crespo,-34.592503,-58.440557,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/horta-1217076,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-036,José El Carnicero,MICHELIN,Recomendado/seleccionado,Thames 2316,Palermo,-34.582803,-58.423822,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/jose-el-carnicero,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-016,Julia,MICHELIN,Recomendado/seleccionado,Loyola 807,Villa Crespo,-34.593368,-58.437876,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/julia-1206804,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-054,Kōnā,MICHELIN,Recomendado/seleccionado,Castañeda 1899,Belgrano,-34.553373,-58.437036,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/kona,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-014,La Alacena Trattoria,MICHELIN,Bib Gourmand,Gascón 1401,Palermo,-34.594011,-58.422791,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/la-alacena-trattoria,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-053,La Cabaña,MICHELIN,Recomendado/seleccionado,Avenida Alicia Moreau de Justo 580,Puerto Madero,-34.604104,-58.367006,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/la-cabana-551418,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-015,Mengano,MICHELIN,Bib Gourmand,José Antonio Cabrera 5172,Palermo,-34.588943,-58.433757,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/mengano,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-006,Mercado de Liniers,MICHELIN,Recomendado/seleccionado,Gorriti 6012,Palermo,-34.581688,-58.441598,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/mercado-de-liniers,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-029,Michel Rolland Grill & Wine,MICHELIN,Recomendado/seleccionado,Juana Manso 1760,Puerto Madero,-34.619238,-58.361564,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/michel-rolland-grill-wine,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-037,Mishiguene,MICHELIN,Recomendado/seleccionado,Lafinur 3368,Palermo,-34.577021,-58.412208,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/mishiguene,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-003,MN Santa Inés,MICHELIN,Bib Gourmand,Ávalos 360,Paternal,-34.592784,-58.467636,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/mn-santa-ines,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-056,Narda Comedor,MICHELIN,Recomendado/seleccionado,Mariscal Antonio José de Sucre 664,Belgrano,-34.553046,-58.436699,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/narda-comedor,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-040,Ness,MICHELIN,Recomendado/seleccionado,Grecia 3691,Nuñez,-34.545719,-58.463724,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/ness,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-022,Nika Club Omakase,MICHELIN,Recomendado/seleccionado,Nicaragua 5952,Palermo,-34.5789,-58.437129,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/nika-club-omakase,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-034,Niño Gordo,MICHELIN,Recomendado/seleccionado,Thames 1810,Palermo,-34.5866,-58.429023,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/nino-gordo,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-042,Osaka Concepción,MICHELIN,Recomendado/seleccionado,Concepción Arenal 2913,Colegiales,-34.578551,-58.441801,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/osaka-concepcion,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-017,Picarón,MICHELIN,Recomendado/seleccionado,Avenida Dorrego 866,Chacarita,-34.591115,-58.447086,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/picaron,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-033,Piedra Pasillo Al Fondo,MICHELIN,Recomendado/seleccionado,Campos Salles 2145,Nuñez,-34.550759,-58.463338,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/piedra-pasillo-al-fondo,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-050,Presencia,MICHELIN,Recomendado/seleccionado,Montevideo 1789,Retiro,-34.590008,-58.386103,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/presencia,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-041,Raggio Osteria,MICHELIN,Recomendado/seleccionado,Gurruchaga 2121,Palermo,-34.586135,-58.424182,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/raggio-osteria,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-010,Reliquia,MICHELIN,Bib Gourmand,Ángel Justiniano Carranza 1601,Palermo,-34.58328,-58.439119,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/reliquia,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-031,República del Fuego,MICHELIN,Recomendado/seleccionado,Juncal 2682,Recoleta,-34.589779,-58.404128,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/republica-del-fuego,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-027,Restó SCA,MICHELIN,Recomendado/seleccionado,Montevideo 938,Recoleta,-34.598001,-58.389789,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/resto-sca,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-030,Roux,MICHELIN,Recomendado/seleccionado,Peña 2300,Recoleta,-34.590733,-58.397336,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/roux-532524,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-055,Sottovoce,MICHELIN,Recomendado/seleccionado,Avenida del Libertador 1098,Recoleta,-34.586089,-58.387478,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/sottovoce-1208879,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-002,Trescha,MICHELIN,Una Estrella,Murillo 725,Villa Crespo,-34.600335,-58.444028,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/trescha,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-028,Ultramarinos,MICHELIN,Recomendado/seleccionado,Pasaje Arribeños 1980,,,,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/ultramarinos,"selección MICHELIN vigente, consultada el 03-08-2026",sin_resolver
MIC-026,Uni Omakase,MICHELIN,Recomendado/seleccionado,Guatemala 5820,Palermo,-34.578581,-58.434262,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/uni-omakase,"selección MICHELIN vigente, consultada el 03-08-2026",alta
ICO-001,Albamonte Ristorante,Restaurante Icónico,Restaurante Icónico,CORRIENTES AV. 6735,Chacarita,-34.587694,-58.453078,REFERENTES_2026,https://turismo.buenosaires.gob.ar/es/gastronomico/albamonte-ristorante,2026,alta
ICO-002,El Imparcial,Restaurante Icónico,Restaurante Icónico,"YRIGOYEN, HIPOLITO 1201",Monserrat,-34.609741,-58.383634,REFERENTES_2026,https://turismo.buenosaires.gob.ar/es/gastronomico/el-imparcial,2026,alta
ICO-003,El Mirasol de Boedo,Restaurante Icónico,Restaurante Icónico,BOEDO 136,Almagro,-34.612897,-58.417618,REFERENTES_2026,https://turismo.buenosaires.gob.ar/es/otros-establecimientos/el-mirasol-de-boedo,2026,alta
ICO-004,El Puentecito,Restaurante Icónico,Restaurante Icónico,LUJAN 2101,Barracas,-34.655622,-58.374943,REFERENTES_2026,https://turismo.buenosaires.gob.ar/es/gastronomico/el-puentecito,2026,alta
ICO-005,El Tropezón,Restaurante Icónico,Restaurante Icónico,CALLAO AV. 248,Balvanera,-34.606226,-58.392259,REFERENTES_2026,https://turismo.buenosaires.gob.ar/es/gastronomico/el-tropezon,2026,alta
ICO-006,Estilo Campo,Restaurante Icónico,Restaurante Icónico,"MOREAU DE JUSTO, ALICIA AV. 1840",Puerto Madero,-34.620317,-58.365452,REFERENTES_2026,https://turismo.buenosaires.gob.ar/es/gastronomico/estilo-campo,2026,alta
ICO-007,Happening,Restaurante Icónico,Restaurante Icónico,"OBLIGADO RAFAEL, AV.COSTANERA 7030",Belgrano,-34.544109,-58.432401,REFERENTES_2026,https://turismo.buenosaires.gob.ar/es/gastronomico/happening,2026,alta
ICO-008,Il Matterello,Restaurante Icónico,Restaurante Icónico,"RODRIGUEZ, MARTIN 517",La Boca,-34.63287,-58.362275,REFERENTES_2026,https://turismo.buenosaires.gob.ar/es/gastronomico/il-matterello,2026,alta
ICO-009,La Brigada,Restaurante Icónico,Restaurante Icónico,ESTADOS UNIDOS 465,San Telmo,-34.618466,-58.372602,REFERENTES_2026,https://turismo.buenosaires.gob.ar/es/gastronomico/la-brigada,2026,alta
ICO-010,"La Estancia, Asador Criollo",Restaurante Icónico,Restaurante Icónico,LAVALLE 941,San Nicolas,-34.602432,-58.380169,REFERENTES_2026,https://turismo.buenosaires.gob.ar/es/otros-establecimientos/la-estancia-asador-criollo,2026,media
ICO-011,Marcelo Restaurante,Restaurante Icónico,Restaurante Icónico,"MOREAU DE JUSTO, ALICIA AV. 1140",Puerto Madero,-34.610892,-58.366239,REFERENTES_2026,https://turismo.buenosaires.gob.ar/es/gastronomico/marcelo-restaurante,2026,alta
ICO-012,Miramar,Restaurante Icónico,Restaurante Icónico,SAN JUAN AV. 1999,San Cristobal,-34.622781,-58.393652,REFERENTES_2026,https://turismo.buenosaires.gob.ar/es/gastronomico/miramar,2026,media
ICO-013,Restaurante Oviedo,Restaurante Icónico,Restaurante Icónico,BERUTI 2602,Recoleta,-34.592036,-58.402947,REFERENTES_2026,https://turismo.buenosaires.gob.ar/es/gastronomico/restaurante-oviedo,2026,alta
ICO-014,Sorrento,Restaurante Icónico,Restaurante Icónico,"MOREAU DE JUSTO, ALICIA AV. 420",Puerto Madero,-34.602294,-58.36721,REFERENTES_2026,https://turismo.buenosaires.gob.ar/es/gastronomico/sorrento-0,2026,alta
ICO-015,Tancat,Restaurante Icónico,Restaurante Icónico,PARAGUAY 645,Retiro,-34.597508,-58.376145,REFERENTES_2026,https://turismo.buenosaires.gob.ar/es/gastronomico/tancat,2026,alta
ICO-016,Zum Edelweiss,Restaurante Icónico,Restaurante Icónico,LIBERTAD 431,San Nicolas,-34.603388,-58.383693,REFERENTES_2026,https://turismo.buenosaires.gob.ar/es/otros-establecimientos/zum-edelweiss,2026,media
H149,Don Julio,Ranking internacional,Latin America's 50 Best Restaurants 2025,Guatemala 4699,Palermo,-34.586392,-58.424304,hitos_documentales_caba,The World's 50 Best (sitio oficial),2025.0,alta
H150,Nino Gordo,Ranking internacional,Latin America's 50 Best Restaurants 2025,Thames 1810,Palermo,-34.5866,-58.429023,hitos_documentales_caba,The World's 50 Best (sitio oficial),2025.0,alta
H151,El Preferido de Palermo,Ranking internacional,Latin America's 50 Best Restaurants 2025,Jorge Luis Borges 2108,Palermo,-34.585456,-58.4253,hitos_documentales_caba,The World's 50 Best (sitio oficial),2025.0,alta
H152,El Mercado (Faena),Ranking internacional,Latin America's 50 Best Restaurants 2025,Martha Salotti 445,Puerto Madero,-34.613399,-58.361727,hitos_documentales_caba,The World's 50 Best (sitio oficial),2025.0,alta
H153,Aramburu,Ranking internacional,Latin America's 50 Best Restaurants 2025,Vicente Lopez 1661,Recoleta,-34.591981,-58.389545,hitos_documentales_caba,The World's 50 Best (sitio oficial),2025.0,alta
H154,Trescha,Ranking internacional,Latin America's 50 Best Restaurants 2025,Murillo 725,Villa Crespo,-34.600335,-58.444028,hitos_documentales_caba,The World's 50 Best (sitio oficial),2025.0,alta
H155,Crizia,Ranking internacional,Latin America's 50 Best Restaurants 2025,Gorriti 5143,Palermo,-34.58849,-58.432514,hitos_documentales_caba,The World's 50 Best (sitio oficial),2025.0,alta
H156,Julia,Ranking internacional,Latin America's 50 Best Restaurants 2025,Loyola 807,Villa Crespo,-34.593368,-58.437876,hitos_documentales_caba,The World's 50 Best (sitio oficial),2025.0,alta
H157,Ness,Ranking internacional,Latin America's 50 Best 2025 (51-100),Grecia 3691,Nunez,-34.545719,-58.463724,hitos_documentales_caba,The World's 50 Best (sitio oficial),2025.0,alta
H158,Mishiguene,Ranking internacional,Latin America's 50 Best 2025 (51-100),Lafinur 3368,Palermo,-34.577021,-58.412208,hitos_documentales_caba,The World's 50 Best (sitio oficial),2025.0,alta
H159,Gran Dabbang,Ranking internacional,Latin America's 50 Best 2025 (51-100),Av. Raul Scalabrini Ortiz 1543,Palermo,-34.591349,-58.425449,hitos_documentales_caba,The World's 50 Best (sitio oficial),2025.0,alta
H160,Don Julio,Ranking internacional,The World's 50 Best Restaurants 2025,Guatemala 4699,Palermo,-34.586392,-58.424304,hitos_documentales_caba,The World's 50 Best (sitio oficial),2025.0,alta
H161,Tres Monos,Ranking internacional,The World's 50 Best Bars 2025,Guatemala 4899,Palermo,-34.584905,-58.426167,hitos_documentales_caba,The World's 50 Best (sitio oficial),2025.0,alta
H162,CoChinChina,Ranking internacional,The World's 50 Best Bars 2025,Armenia 1540,Palermo,-34.590428,-58.428895,hitos_documentales_caba,The World's 50 Best (sitio oficial),2025.0,alta
H163,Victor Audio Bar,Ranking internacional,The World's 50 Best Bars 2025 (51-100),Soler 5130,Palermo,-34.583809,-58.428974,hitos_documentales_caba,The World's 50 Best (sitio oficial),2025.0,alta
H164,Floreria Atlantico,Ranking internacional,The World's 50 Best Bars 2025 (51-100),Arroyo 872,Retiro,-34.591421,-58.37973,hitos_documentales_caba,The World's 50 Best (sitio oficial),2025.0,alta
H165,La Americana,Pizzería emblemática,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),,Congreso,,,hitos_documentales_caba,APYCE / prensa,2025.0,media
H166,El Fortin,Pizzería emblemática,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),,Monte Castro,,,hitos_documentales_caba,APYCE / prensa,2025.0,media
H167,Guerrin,Pizzería emblemática,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),,San Nicolas,,,hitos_documentales_caba,APYCE / prensa,2025.0,media
H168,El Cuartito,Pizzería emblemática,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),,Retiro,,,hitos_documentales_caba,APYCE / prensa,2025.0,media
H169,Las Cuartetas,Pizzería emblemática,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),,San Nicolas,,,hitos_documentales_caba,APYCE / prensa,2025.0,media
H170,Pin Pun,Pizzería emblemática,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),,Almagro,,,hitos_documentales_caba,APYCE / prensa,2025.0,media
H171,Casa Burgio,Pizzería emblemática,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),,Belgrano,,,hitos_documentales_caba,APYCE / prensa,2025.0,media
H172,Angelin,Pizzería emblemática,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),,Villa Crespo,,,hitos_documentales_caba,APYCE / prensa,2025.0,media
H173,La Mezzetta,Pizzería emblemática,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),,Villa Ortuzar,,,hitos_documentales_caba,APYCE / prensa,2025.0,media
H174,Banchero,Pizzería emblemática,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),,La Boca,,,hitos_documentales_caba,APYCE / prensa,2025.0,media
H175,El Cedron,Pizzería emblemática,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),,Mataderos,,,hitos_documentales_caba,APYCE / prensa,2026.0,baja
H176,Los Maestros,Pizzería emblemática,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),,Recoleta,,,hitos_documentales_caba,APYCE / prensa,2026.0,baja
H177,Pirilo,Pizzería emblemática,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),,San Telmo,,,hitos_documentales_caba,APYCE / prensa,2026.0,baja
H178,Los Campeones,Pizzería emblemática,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),,Barracas,,,hitos_documentales_caba,APYCE / prensa,2026.0,baja
H179,San Carlos,Pizzería emblemática,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),,Caballito,,,hitos_documentales_caba,APYCE / prensa,2026.0,baja
H180,Torino Norte,Pizzería emblemática,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),,La Paternal,,,hitos_documentales_caba,APYCE / prensa,2026.0,baja
H181,Gran Pizzeria Jose,Pizzería emblemática,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),,Villa Devoto,,,hitos_documentales_caba,APYCE / prensa,2026.0,baja
H182,El Palacio de la Pizza,Pizzería emblemática,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),,San Nicolas,,,hitos_documentales_caba,APYCE / prensa,2026.0,baja
H183,El Trebol 1969,Pizzería emblemática,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),,Villa Crespo,,,hitos_documentales_caba,APYCE / prensa,2026.0,baja
H184,San Antonio,Pizzería emblemática,Pizzeria Emblematica Portena (APYCE + Min. Desarrollo Economico GCBA),,Boedo,,,hitos_documentales_caba,APYCE / prensa,2026.0,baja
H185,Santolin,Heladería histórica,Reconocimiento a Heladerias Artesanales Historicas (AFADHYA),,La Paternal,,,hitos_documentales_caba,AFADHYA (camara privada) / La Nacion,2025.0,baja
H186,Tino,Heladería histórica,Reconocimiento a Heladerias Artesanales Historicas (AFADHYA),,Caballito,,,hitos_documentales_caba,AFADHYA (camara privada) / La Nacion,2025.0,baja
H187,El Ciervo,Heladería histórica,Reconocimiento a Heladerias Artesanales Historicas (AFADHYA),,Liniers,,,hitos_documentales_caba,AFADHYA (camara privada) / La Nacion,2025.0,baja
H188,Saverio Helados,Heladería histórica,Reconocimiento a Heladerias Artesanales Historicas (AFADHYA),,,,,hitos_documentales_caba,AFADHYA (camara privada) / La Nacion,,baja
H189,Napoli,Heladería histórica,Reconocimiento a Heladerias Artesanales Historicas (AFADHYA),,,,,hitos_documentales_caba,AFADHYA (camara privada) / La Nacion,,baja
H199,Yiyo el Zeneize,Mercado/patio,Patrimonio historico y cultural inmaterial (Ley CABA 6.533),Av. Eva Peron 4402,Parque Avellaneda,-34.653726,-58.474119,hitos_documentales_caba,GCBA / Gobierno Nacional / Boletin Oficial,2021.0,alta
