hito_id,nombre,campo,valor_antes,valor_despues,motivo,tarea,fecha
H033,SAN BERNARDO,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H083,STYLO CAFE,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H084,The New Brighton,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H085,Varela Varelita,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H045,12 de octubre,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H003,Bar Bidou,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H011,Bar Lavalle,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H028,Café Olimpo,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H040,Clásica y moderna,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H077,Mar Azul,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H030,Plaza Café,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H004,Bar Boca a Boca,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H010,Bar Conde,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H017,Bar Via 71,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H020,Cabildo de Buenos Aires,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H021,Cafe Cortazar,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H087,Cafe Rivas,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H090,Confiteria El Greco,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H088,El Portuario,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H089,Josephina's Cafe,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H041,La Escuela,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H068,La Opera,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H063,La Orquidea,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
DIR-001,La Americana,registro_oficial,,pizzeria_emblematica,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
DIR-002,El Fortin,registro_oficial,,pizzeria_emblematica,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
DIR-003,Guerrin,registro_oficial,,pizzeria_emblematica,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
DIR-004,El Cuartito,registro_oficial,,pizzeria_emblematica,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
DIR-005,Las Cuartetas,registro_oficial,,pizzeria_emblematica,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
DIR-006,Pin Pun,registro_oficial,,pizzeria_emblematica,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
DIR-007,Casa Burgio,registro_oficial,,pizzeria_emblematica,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
DIR-008,Angelin,registro_oficial,,pizzeria_emblematica,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
DIR-009,La Mezzetta,registro_oficial,,pizzeria_emblematica,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
DIR-010,Banchero,registro_oficial,,pizzeria_emblematica,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
DIR-011,El Cedron,registro_oficial,,pizzeria_emblematica,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
DIR-012,Los Maestros,registro_oficial,,pizzeria_emblematica,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
DIR-013,Pirilo,registro_oficial,,pizzeria_emblematica,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
DIR-014,Los Campeones,registro_oficial,,pizzeria_emblematica,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
DIR-015,San Carlos,registro_oficial,,pizzeria_emblematica,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
DIR-016,Torino Norte,registro_oficial,,pizzeria_emblematica,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
DIR-017,Gran Pizzeria Jose,registro_oficial,,pizzeria_emblematica,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
DIR-018,El Palacio de la Pizza,registro_oficial,,pizzeria_emblematica,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
DIR-019,El Trebol 1969,registro_oficial,,pizzeria_emblematica,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
DIR-020,San Antonio,registro_oficial,,pizzeria_emblematica,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
PAT-001,Pena Los Amigos / Bar El Chino,registro_oficial,,sitio_interes_cultural,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
PAT-002,Bar Catedral Tango,registro_oficial,,sitio_interes_cultural,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
PAT-003,Edificios Administrativos del Antiguo Matadero,registro_oficial,,APH,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H094,Bar Iberia,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H078,Miramar,registro_oficial,bar_notable,bar_notable; restaurante_iconico,"DECISIÓN 11 + 18: Miramar tiene DOBLE reconocimiento oficial —Bar Notable del anexo 1225/26 y Restaurante Icónico (16, 07/07/2026)— y la capa lo tenía a medias: dos filas, una por registro, sin saber que eran el mismo local.",TAREA_6,2026-08-08
H078,Miramar,nota_ronda_7,,MISMO ESTABLECIMIENTO que ICO-012: Sarandí 1190 / Av. San Juan 1999 es la misma ochava. Las dos filas se conservan porque fusionarlas movería el conteo de la vía B sin que se vea; quedan apuntadas entre sí.,,TAREA_6,2026-08-08
ICO-012,Miramar,registro_oficial,restaurante_iconico,bar_notable; restaurante_iconico,"DECISIÓN 11 + 18: Miramar tiene DOBLE reconocimiento oficial —Bar Notable del anexo 1225/26 y Restaurante Icónico (16, 07/07/2026)— y la capa lo tenía a medias: dos filas, una por registro, sin saber que eran el mismo local.",TAREA_6,2026-08-08
ICO-012,Miramar,nota_ronda_7,,MISMO ESTABLECIMIENTO que H078: Sarandí 1190 / Av. San Juan 1999 es la misma ochava. Las dos filas se conservan porque fusionarlas movería el conteo de la vía B sin que se vea; quedan apuntadas entre sí.,,TAREA_6,2026-08-08
H015,BAR SEDDON,registro_oficial,bar_notable,bar_notable; sitio_interes_cultural,"DECISIÓN 18: Bar Notable del anexo + Sitio de Interés Cultural, norma 287/00.",TAREA_6,2026-08-08
H082,PLAZA BAR,vigencia_revisar_hasta,,2028,DECISIÓN 19: reapertura anunciada para 2028.,TAREA_6,2026-08-08
H082,PLAZA BAR,nota_ronda_7,,"Reapertura anunciada para 2028. Con la decisión 5 pasa a contar dentro de Z46 Retiro, que queda con cuatro Bares Notables en seis cuadras y uno de ellos cerrado desde 2017.",,TAREA_6,2026-08-08
H009,Bar El Federal,direccion_variante,,599,"DECISIÓN 20: Bar El Federal · misma esquina de Perú y Carlos Calvo. Se publica la altura del anexo y la variante queda registrada, no descartada: es la que usan Tripadvisor y parte de la prensa, y sin ella un cruce por dirección falla.",TAREA_6,2026-08-08
H074,36 BILLARES,direccion_variante,,1271,"DECISIÓN 20: Los 36 Billares · finca con doble numeración. Se publica la altura del anexo y la variante queda registrada, no descartada: es la que usan Tripadvisor y parte de la prensa, y sin ella un cruce por dirección falla.",TAREA_6,2026-08-08
H054,EL SIMBOLO,direccion_variante,,3797,"DECISIÓN 20: El Símbolo · finca de esquina con doble numeración. Se publica la altura del anexo y la variante queda registrada, no descartada: es la que usan Tripadvisor y parte de la prensa, y sin ella un cruce por dirección falla.",TAREA_6,2026-08-08
H004,Bar Boca a Boca,direccion_variante,,207,"DECISIÓN 20: Bar Boca a Boca. Se publica la altura del anexo y la variante queda registrada, no descartada: es la que usan Tripadvisor y parte de la prensa, y sin ella un cruce por dirección falla.",TAREA_6,2026-08-08
DIR-026,Gran Café Gardel,(alta),,alta a la capa,"1935, 91 años. NO figura en el anexo 1225/26 ni entre los 16 Restaurantes Icónicos: es trayectoria sin registro oficial, y por eso NO computa para la vía B con la regla vigente. Se carga igual porque es el tipo de hito que la ficha de la zona necesita nombrar. Barrio disputado con San Cristóbal.",TAREA_5,2026-08-08
DIR-027,Centro Asturiano de Buenos Aires,(alta),,alta a la capa,"ABRE LA VÍA D, no la B: es oferta de colectividad verificable, no registro oficial gastronómico. Sede lunes a viernes 10-18; el horario del restaurante no se pudo confirmar, y por eso dudosa.",TAREA_5,2026-08-08
DIR-028,Centro Laurak Bat (Restaurante Haritz),(alta),,alta a la capa,"HALLAZGO NUEVO. Opera el Restaurante Haritz. ABRE LA VÍA D con oferta verificable, no con relato: es un restaurante con nombre propio dentro de la casa vasca, no una referencia a la colectividad.",TAREA_5,2026-08-08
DIR-029,Casal de Catalunya,(alta),,alta a la capa,"Fuera del perímetro propuesto de Monserrat pero contiguo. Se registra para que la vía D de la zona pueda decidirse con el conjunto a la vista, no para computarlo adentro.",TAREA_5,2026-08-08
H015,BAR SEDDON,barrio_declarado,,Monserrat,"DISCREPANCIA RESUELTA POR PUNTO: el catálogo lo asigna a Monserrat y la CPPHC a San Telmo. USIG /datos_utiles sobre el punto responde Monserrat. Es el mismo procedimiento con el que la ronda 6 resolvió Café Olimpo, y la cuarta vez que el campo territorial de un catálogo no se sostiene contra el punto.",TAREA_5,2026-08-08
H015,BAR SEDDON,conflicto_direccion,,barrio en disputa entre el catálogo (Monserrat) y la CPPHC (San Telmo); resuelto por punto: Monserrat,,TAREA_5,2026-08-08
